ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Willem,Brems,BEL,157,00:09:13,00:00:00,00:35:13,00:00:00,00:18:03,1,01:02:29
Josh,Mchugh,AUS,0,00:09:34,00:00:00,00:35:34,00:00:00,00:17:41,2,01:02:49
Tjardo,Visser,NED,0,00:10:12,00:00:00,00:34:54,00:00:00,00:17:44,3,01:02:51
Tim,Dullaart,NED,0,00:09:55,00:00:00,00:35:13,00:00:00,00:17:45,4,01:02:53
Rasmus,Petræus,DEN,153,00:09:12,00:00:00,00:35:30,00:00:00,00:18:41,5,01:03:23
Martin,John,CZE,165,00:09:24,00:00:00,00:35:55,00:00:00,00:18:14,6,01:03:35
Gerry,Druyts,BEL,163,00:10:43,00:00:00,00:34:27,00:00:00,00:18:32,7,01:03:42
David,Mcnamee,GBR,0,00:09:15,00:00:00,00:35:57,00:00:00,00:19:02,8,01:04:13
Norman,Lacourt,BEL,0,00:10:22,00:00:00,00:35:25,00:00:00,00:18:45,9,01:04:33
Bob,Martens,NED,0,00:10:16,00:00:00,00:35:33,00:00:00,00:18:48,10,01:04:37
Peter,Denteneer,BEL,162,00:09:27,00:00:00,00:35:51,00:00:00,00:19:19,11,01:04:38
Daniel,Herlbauer,AUT,156,00:09:57,00:00:00,00:35:26,00:00:00,00:19:34,12,01:04:57
Benoit,Frémalle,BEL,0,00:09:54,00:00:00,00:35:53,00:00:00,00:19:34,13,01:05:20
Maarten,De Bolster,BEL,0,00:10:25,00:00:00,00:35:21,00:00:00,00:20:16,14,01:06:01
Niels ,Strijk,NED,0,00:09:30,00:00:00,00:35:40,00:00:00,00:20:59,15,01:06:10
Frank,Heestermans,NED,0,00:10:24,00:00:00,00:36:35,00:00:00,00:19:14,16,01:06:12
Jeroen,Vandael,NED,0,00:09:45,00:00:00,00:37:32,00:00:00,00:19:11,17,01:06:29
Maikel,Zuijderhoudt,NED,0,00:09:48,00:00:00,00:37:38,00:00:00,00:20:01,18,01:07:27
Bader,Regis,NED,0,00:10:22,00:00:00,00:38:18,00:00:00,00:18:56,19,01:07:37
Perttu,Paloniemi,NED,0,00:09:50,00:00:00,00:36:56,00:00:00,00:20:52,20,01:07:37
Jeffrey,Vd Bersselaar,NED,0,00:10:43,00:00:00,00:38:32,00:00:00,00:18:51,21,01:08:07
Michael,Groen,NED,0,00:10:32,00:00:00,00:38:10,00:00:00,00:19:47,22,01:08:29
Peter,De Vries,NED,0,00:09:57,00:00:00,00:37:01,00:00:00,00:21:32,23,01:08:30
Christopher,Larcher,AUT,152,00:10:34,00:00:00,00:38:15,00:00:00,00:19:56,24,01:08:45
Jesper,Van Arkel,NED,0,00:10:09,00:00:00,00:35:00,00:00:00,00:23:44,25,01:08:54
Kevin,Lini,BEL,0,00:11:02,00:00:00,00:37:58,00:00:00,00:20:30,26,01:09:30
Alex ,Van Arkel,NED,0,00:10:28,00:00:00,00:38:47,00:00:00,00:20:19,27,01:09:36
Mike,Van De Mosselaar,NED,0,00:10:39,00:00:00,00:37:58,00:00:00,00:21:33,28,01:10:10
Wannes,Swinnen,BEL,164,00:11:07,00:00:00,00:39:37,00:00:00,00:19:38,29,01:10:23
Andreas,Helbo Beck,NED,0,00:10:14,00:00:00,00:38:12,00:00:00,00:22:22,30,01:10:48
Jeroen,Leemans,NED,0,00:10:18,00:00:00,00:37:09,00:00:00,00:23:21,31,01:10:49
Erik,Vd Heijden,NED,0,00:12:10,00:00:00,00:38:37,00:00:00,00:20:17,32,01:11:04
Juul,Van De Kruijs,NED,0,00:11:28,00:00:00,00:40:52,00:00:00,00:19:38,33,01:11:59
Marwin,Iedema,NED,0,00:10:43,00:00:00,00:39:55,00:00:00,00:22:01,34,01:12:40
Joeri,Baarda,NED,0,00:12:22,00:00:00,00:40:22,00:00:00,00:20:26,35,01:13:12
Stef,De Boer,NED,0,00:10:37,00:00:00,00:40:14,00:00:00,00:22:52,36,01:13:43
Stephan,Van Leeuwen,NED,0,00:13:58,00:00:00,00:39:26,00:00:00,00:20:47,37,01:14:12
Blaž,Žmav&#269;i&#269;,SLO,160,00:10:33,00:00:00,00:40:12,00:00:00,00:23:37,38,01:14:22
Gilles,Cottyn,BEL,159,00:10:27,00:00:00,00:35:22,00:00:00,00:00:00,DNF,00:00:00
Gertjan,De Wilde,BEL,0,00:11:57,00:00:00,00:38:54,00:00:00,00:00:00,DNF,00:00:00
Hielke,Schurer,NED,0,00:11:18,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
