ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Brad,Kahlefeldt,AUS,2,00:18:04,00:01:06,01:01:29,00:00:14,00:30:57,1,01:51:52
Brendan,Sexton,AUS,35,00:18:24,00:01:01,01:01:14,00:00:14,00:30:57,2,01:51:55
David,Hauss,FRA,5,00:18:00,00:01:03,01:01:35,00:00:14,00:31:00,3,01:51:55
Ruedi,Wild,SUI,26,00:18:18,00:01:08,01:00:25,00:00:17,00:31:58,4,01:52:07
Javier,Gomez Noya,ESP,1,00:18:18,00:01:01,01:01:21,00:00:16,00:31:17,5,01:52:16
Courtney,Atkinson,AUS,3,00:18:05,00:00:59,01:01:34,00:00:14,00:31:30,6,01:52:26
Sven,Riederer,SUI,4,00:18:11,00:01:04,01:01:23,00:00:16,00:31:36,7,01:52:32
Stuart,Hayes,GBR,7,00:18:06,00:01:03,01:00:14,00:00:16,00:32:56,8,01:52:38
Crisanto,Grajales,MEX,34,00:18:18,00:01:06,01:01:21,00:00:14,00:31:38,9,01:52:41
Attila,Fecskovics,HUN,65,00:18:20,00:01:10,00:59:54,00:00:16,00:33:06,10,01:52:48
William,Clarke,GBR,8,00:18:00,00:01:03,01:01:38,00:00:14,00:31:51,11,01:52:52
Laurent,Vidal,FRA,6,00:18:08,00:01:04,01:01:25,00:00:14,00:32:04,12,01:52:59
Leonardo,Chacon,CRC,9,00:18:14,00:01:06,01:00:24,00:00:17,00:32:57,13,01:53:01
Artem,Parienko,RUS,62,00:18:14,00:01:11,01:01:17,00:00:17,00:32:04,14,01:53:08
Bruno,Matheus,BRA,44,00:18:25,00:01:04,01:01:13,00:00:16,00:32:08,15,01:53:09
Manuel,Huerta,PUR,37,00:18:09,00:01:04,01:01:31,00:00:17,00:32:08,16,01:53:13
Christian,Prochnow,GER,27,00:18:18,00:01:08,01:01:18,00:00:17,00:32:17,17,01:53:22
Cameron,Good,AUS,32,00:18:55,00:01:03,01:00:52,00:00:17,00:32:14,18,01:53:24
Jan,Celustka,CZE,33,00:18:19,00:01:08,01:01:14,00:00:14,00:32:25,19,01:53:24
Grégory,Rouault,ITU,52,00:18:41,00:01:06,01:00:58,00:00:16,00:32:20,20,01:53:25
Diogo,Sclebin,BRA,12,00:18:52,00:01:03,00:59:51,00:00:17,00:33:22,21,01:53:25
Vincent,Luis,FRA,57,00:18:05,00:01:04,01:01:29,00:00:14,00:32:31,22,01:53:27
Premysl,Svarc,CZE,48,00:18:11,00:01:08,01:01:22,00:00:17,00:32:27,23,01:53:27
Andreas,Giglmayr,AUT,25,00:18:09,00:01:04,01:01:24,00:00:22,00:32:29,24,01:53:31
Alessandro,Fabian,ITA,30,00:18:04,00:01:03,01:01:29,00:00:17,00:32:34,25,01:53:31
Ramon,Ejeda Medina,ESP,53,00:18:14,00:01:08,01:01:27,00:00:16,00:32:25,26,01:53:32
Ivan,Vasiliev,RUS,19,00:18:00,00:01:08,01:01:36,00:00:17,00:32:28,27,01:53:33
Arturo,Garza,MEX,66,00:18:12,00:01:03,01:00:28,00:00:17,00:33:34,28,01:53:37
Adam,Bowden,GBR,15,00:18:21,00:01:08,01:01:20,00:00:17,00:32:30,29,01:53:39
James,Elvery,NZL,24,00:18:20,00:01:03,01:01:22,00:00:14,00:32:42,30,01:53:40
Gavin,Noble,IRL,49,00:18:47,00:01:06,01:00:55,00:00:16,00:32:35,31,01:53:41
Oleksiy,Syutkin,UKR,63,00:18:29,00:01:03,01:01:10,00:00:17,00:32:44,32,01:53:47
Drew,Box,AUS,23,00:18:22,00:01:03,01:01:20,00:00:16,00:32:44,33,01:53:48
Tony,Dodds,NZL,10,00:18:03,00:01:04,01:01:37,00:00:14,00:32:57,34,01:54:00
Clark,Ellice,NZL,14,00:18:49,00:01:06,01:00:53,00:00:17,00:32:56,35,01:54:03
Ivan,Rana,ESP,31,00:18:31,00:01:03,01:01:03,00:00:19,00:33:06,36,01:54:05
Aleksandr,Latin,EST,68,00:18:17,00:01:10,01:01:24,00:00:17,00:33:02,37,01:54:12
Fabio,Carvalho,BRA,38,00:18:22,00:01:08,01:00:14,00:00:16,00:34:10,38,01:54:15
Dan,Alterman,ISR,41,00:18:08,00:01:03,01:01:33,00:00:16,00:33:13,39,01:54:17
Marc-Yvan,De Kaenel,SUI,43,00:18:11,00:01:06,01:01:27,00:00:14,00:33:17,40,01:54:19
Balazs,Pocsai,HUN,59,00:18:19,00:01:06,01:01:20,00:00:19,00:33:17,41,01:54:22
Vladimir,Turbayevskiy,RUS,11,00:18:19,00:01:10,01:01:14,00:00:17,00:33:26,42,01:54:29
Francisco,Serrano,MEX,46,00:18:18,00:01:06,01:01:10,00:00:17,00:33:32,43,01:54:29
Claude,Eksteen,RSA,39,00:18:21,00:01:04,01:01:14,00:00:17,00:33:30,44,01:54:29
Kevin,Collington,USA,40,00:18:12,00:01:11,01:01:27,00:00:16,00:33:23,45,01:54:31
Dmitriy,Gaag,KAZ,61,00:18:19,00:01:08,01:01:14,00:00:17,00:33:30,46,01:54:32
Hendrik,De Villiers,RSA,28,00:18:28,00:01:06,01:01:13,00:00:17,00:33:28,47,01:54:34
Jamie,Huggett,AUS,20,00:18:26,00:01:03,01:01:12,00:00:14,00:33:42,48,01:54:39
Juraci,Moreira,BRA,36,00:18:12,00:01:13,01:01:23,00:00:17,00:33:36,49,01:54:43
Steven,Sexton,USA,55,00:18:12,00:01:08,01:01:29,00:00:21,00:33:43,50,01:54:57
Csaba,Rendes,HUN,50,00:18:21,00:01:08,01:01:21,00:00:16,00:33:54,51,01:55:02
Aaron,Royle,AUS,18,00:18:17,00:01:06,01:01:21,00:00:16,00:34:00,52,01:55:03
Samuel,Betten,AUS,29,00:18:53,00:01:03,01:00:41,00:00:14,00:34:17,53,01:55:09
Felipe,Van De Wyngard,CHI,45,00:18:32,00:01:04,01:01:14,00:00:19,00:33:57,54,01:55:11
Jesse,Featonby,AUS,51,00:18:55,00:01:03,01:00:50,00:00:14,00:34:09,55,01:55:15
Jens,Toft,DEN,70,00:17:57,00:01:06,01:00:22,00:00:17,00:35:40,56,01:55:25
Kuniaki,Takahama,JPN,56,00:18:50,00:01:10,01:00:51,00:00:16,00:34:18,57,01:55:27
James,Seear,AUS,17,00:18:10,00:01:04,01:01:23,00:00:14,00:34:42,58,01:55:37
Dmitriy,Smurov,KAZ,67,00:18:37,00:01:10,01:00:55,00:00:17,00:34:51,59,01:55:52
Aurelien,Raphael,FRA,42,00:17:59,00:01:06,01:01:34,00:00:14,00:35:02,60,01:55:56
Ron,Darmon,ISR,71,00:18:10,00:01:03,01:01:35,00:00:16,00:35:01,61,01:56:06
Martin,Van Barneveld,NZL,21,00:18:12,00:01:06,01:01:21,00:00:17,00:35:17,62,01:56:15
Benjamin,Shaw,IRL,76,00:18:06,00:01:03,01:01:39,00:00:14,00:35:18,63,01:56:22
Peter,Bajai,HUN,60,00:18:11,00:01:10,01:01:25,00:00:16,00:35:28,64,01:56:33
Franz,Hofer,AUT,73,00:18:26,00:01:06,01:01:08,00:00:17,00:35:40,65,01:56:41
Barrett,Brandon,USA,47,00:18:20,00:01:10,01:01:20,00:00:21,00:36:14,66,01:57:27
Chris,Foster,USA,22,00:21:33,00:01:03,01:01:09,00:00:17,00:33:43,67,01:57:49
Sylwester,Kuster,POL,69,00:19:02,00:01:06,01:03:39,00:00:19,00:34:22,68,01:58:30
Dylan,Mcneice,NZL,72,00:18:24,00:01:04,01:00:17,00:00:14,00:38:36,69,01:58:38
Andriy,Glushchenko,UKR,58,00:18:08,00:01:08,01:01:27,00:00:14,00:37:51,70,01:58:52
Mauro,Cavanha Conceicao,BRA,54,00:19:00,00:01:08,01:03:39,00:00:17,00:36:24,71,02:00:32
Jeffrey,Phillips,CAN,74,00:18:53,00:01:06,01:03:46,00:00:12,00:36:51,72,02:00:51
Jae Hun,Choi,KOR,75,00:19:18,00:01:13,01:03:16,00:00:17,00:37:17,73,02:01:24
Reinaldo,Colucci,BRA,16,00:18:53,00:01:08,01:00:48,00:00:14,00:00:00,,00:00:00
Ben,Pattle,NZL,64,00:19:34,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00
