ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Kris,Gemmell,NZL,5,00:18:36   ,00:00:54   ,01:11:26   ,00:00:19   ,00:32:08   ,1,02:03:23
Jarrod,Shoemaker,USA,7,00:18:42   ,00:00:54   ,01:11:25   ,00:00:17   ,00:32:14   ,2,02:03:32
Laurent,Vidal,FRA,3,00:18:35   ,00:00:54   ,01:11:28   ,00:00:16   ,00:33:09   ,3,02:04:22
Thomas,Springer,AUT,23,00:18:56   ,00:00:52   ,01:11:09   ,00:00:16   ,00:33:27   ,4,02:04:40
Leonardo,Chacon,CRC,11,00:18:39   ,00:00:53   ,01:11:27   ,00:00:21   ,00:33:27   ,5,02:04:47
Francisco,Serrano,MEX,15,00:18:44   ,00:00:52   ,01:11:20   ,00:00:17   ,00:34:02   ,6,02:05:15
Michael,Raelert,GER,25,00:18:41   ,00:00:54   ,01:11:22   ,00:00:19   ,00:34:06   ,7,02:05:22
Crisanto,Grajales,MEX,20,00:18:37   ,00:00:52   ,01:11:31   ,00:00:51   ,00:33:41   ,8,02:05:32
Matt,Chrabot,USA,6,00:18:40   ,00:00:51   ,01:11:28   ,00:00:21   ,00:34:30   ,9,02:05:50
Tony,Moulai,FRA,1,00:18:38   ,00:00:56   ,01:11:24   ,00:00:21   ,00:35:02   ,10,02:06:21
Ethan,Brown,USA,10,00:18:41   ,00:00:55   ,01:10:51   ,00:00:55   ,00:35:07   ,11,02:06:29
Brian,Fleischmann,USA,14,00:18:23   ,00:01:01   ,01:11:04   ,00:00:53   ,00:35:14   ,12,02:06:35
Arturo,Garza,MEX,16,00:18:48   ,00:00:53   ,01:10:52   ,00:00:47   ,00:35:22   ,13,02:06:42
Ran,Alterman,ISR,19,00:18:42   ,00:00:53   ,01:10:57   ,00:00:47   ,00:35:58   ,14,02:07:17
Matthew,Reed,USA,2,00:18:33   ,00:01:00   ,01:11:24   ,00:00:28   ,00:36:18   ,15,02:07:43
Dan,Alterman,ISR,21,00:18:37   ,00:00:53   ,01:11:04   ,00:00:43   ,00:36:49   ,16,02:08:06
Mark,Fretta,USA,9,00:18:41   ,00:00:58   ,01:11:22   ,00:00:21   ,00:37:05   ,17,02:08:27
Sebastien,Gacond,SUI,22,00:18:39   ,00:00:58   ,01:11:25   ,00:00:20   ,00:37:24   ,18,02:08:46
Leonardo,Saucedo,MEX,18,00:18:36   ,00:00:55   ,01:11:28   ,00:00:20   ,00:37:43   ,19,02:09:02
Kyle,Jones,CAN,4,00:18:42   ,00:00:53   ,01:11:27   ,00:00:18   ,00:38:39   ,20,02:09:59
Premysl,Svarc,CZE,12,00:18:39   ,00:00:55   ,01:15:44   ,00:00:58   ,00:38:49   ,21,02:15:05
Ludovic,Dernier,BEL,24,00:18:38   ,00:01:00   ,01:10:55   ,00:00:21   ,00:00:00,DNF,00:00:00
Chris,Lieto,USA,32,00:18:45   ,00:01:01   ,01:11:16   ,00:00:25   ,00:00:00,DNF,00:00:00
Sergio,Sarmiento,MEX,26,00:18:42   ,00:01:06   ,01:15:17   ,00:00:26   ,00:00:00,DNF,00:00:00
Kevin,Collington,USA,8,00:18:39   ,00:00:56   ,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Jose Manuel,Martinez,MEX,29,00:18:41   ,00:00:55   ,00:00:00,00:00:00,00:00:00,DNF,00:00:00
César,Cárdenas,MEX,30,00:18:43   ,00:01:11   ,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Andres,Cabascango,ECU,28,00:19:03   ,00:00:59   ,00:00:00,00:00:00,00:00:00,DNF,00:00:00
David,Matthews,AUS,17,00:19:58   ,00:01:00   ,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Rodrigo,Gonzalez,MEX,31,00:20:02   ,00:00:57   ,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Carlos,Arcadia,MEX,27,00:20:03   ,00:00:53   ,00:00:00,00:00:00,00:00:00,DNF,00:00:00
