ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Alistair,Brownlee,GBR,29,00:16:06,00:01:11,01:00:07,00:00:24,00:29:30,1,01:47:16
Richard,Murray,RSA,28,00:16:53,00:01:07,00:59:25,00:00:25,00:29:50,2,01:47:38
Joao,Silva,POR,3,00:16:47,00:01:10,00:59:32,00:00:23,00:30:03,3,01:47:52
Steffen,Justus,GER,19,00:16:51,00:01:04,00:59:31,00:00:23,00:30:27,4,01:48:14
Mario,Mola,ESP,2,00:16:48,00:01:09,00:59:32,00:00:25,00:30:27,5,01:48:18
Adam,Bowden,GBR,33,00:16:47,00:01:11,00:59:31,00:00:24,00:30:31,6,01:48:22
Dmitry,Polyanskiy,RUS,25,00:16:27,00:01:10,00:59:51,00:00:24,00:30:39,7,01:48:28
Javier,Gomez Noya,ESP,1,00:16:11,00:01:05,01:00:11,00:00:25,00:30:48,8,01:48:38
Sven,Riederer,SUI,26,00:16:41,00:01:11,00:59:33,00:00:24,00:30:59,9,01:48:47
David,Mcnamee,GBR,30,00:16:52,00:01:07,00:59:28,00:00:25,00:31:04,10,01:48:54
Fernando,Alarza,ESP,35,00:16:13,00:01:05,01:00:12,00:00:24,00:31:05,11,01:48:57
Clark,Ellice,NZL,8,00:16:40,00:01:10,00:59:25,00:00:25,00:31:29,12,01:49:08
Ivan,Vasiliev,RUS,18,00:16:12,00:01:07,01:00:10,00:00:24,00:31:21,13,01:49:13
Matt,Chrabot,USA,9,00:16:54,00:01:07,00:59:27,00:00:25,00:31:31,14,01:49:23
Laurent,Vidal,FRA,4,00:16:44,00:01:13,00:59:31,00:00:25,00:31:37,15,01:49:27
Jesus,Gomar,ESP,51,00:16:35,00:01:14,00:59:18,00:00:26,00:32:00,16,01:49:30
Ivan,Rana,ESP,36,00:16:52,00:01:11,00:59:22,00:00:23,00:31:47,17,01:49:32
Aurelien,Raphael,FRA,32,00:16:09,00:01:04,01:00:14,00:00:24,00:31:45,18,01:49:34
Bruno,Matheus,BRA,48,00:16:55,00:01:08,00:59:26,00:00:23,00:31:44,19,01:49:35
Joe,Maloy,USA,49,00:16:17,00:01:08,01:00:06,00:00:23,00:31:45,20,01:49:36
Ryan,Sissons,NZL,11,00:17:01,00:01:05,01:00:11,00:00:25,00:30:57,21,01:49:37
Simon,De Cuyper,BEL,37,00:17:00,00:01:08,01:00:08,00:00:22,00:31:03,22,01:49:40
Leonardo,Chacon,CRC,39,00:16:49,00:01:12,00:59:29,00:00:25,00:31:51,23,01:49:43
Mark,Buckingham,GBR,50,00:17:02,00:01:08,01:00:04,00:00:26,00:31:11,24,01:49:49
Hunter,Kemper,USA,43,00:17:07,00:01:14,00:59:55,00:00:26,00:31:17,25,01:49:56
Uxio,Abuin Ares,ESP,47,00:16:35,00:01:12,00:59:39,00:00:24,00:32:16,26,01:50:02
Igor,Polyanskiy,RUS,21,00:16:18,00:01:15,00:59:53,00:00:24,00:32:40,27,01:50:29
Crisanto,Grajales,MEX,34,00:17:01,00:01:12,01:00:02,00:00:24,00:31:56,28,01:50:33
Fabio,Carvalho,BRA,54,00:17:06,00:01:10,01:00:01,00:00:26,00:31:56,29,01:50:37
Reinaldo,Colucci,BRA,40,00:17:04,00:01:16,00:59:59,00:00:23,00:32:09,30,01:50:49
Bryce,Mcmaster,NZL,20,00:16:35,00:01:14,00:59:39,00:00:26,00:33:05,31,01:50:57
Tommy,Zaferes,USA,46,00:16:03,00:01:05,01:00:21,00:00:24,00:33:22,32,01:51:13
Benjamin,Shaw,IRL,17,00:16:21,00:01:11,00:59:56,00:00:24,00:33:35,33,01:51:25
Denis,Vasiliev,RUS,24,00:16:17,00:01:14,00:59:32,00:00:25,00:34:04,34,01:51:29
Aaron,Royle,AUS,6,00:16:09,00:01:08,01:01:00,00:00:23,00:33:07,35,01:51:45
Andrey,Bryukhankov,RUS,22,00:16:47,00:01:12,00:59:06,00:00:29,00:34:19,36,01:51:50
Sebastian,Rank,GER,56,00:16:52,00:01:10,01:00:16,00:00:22,00:33:20,37,01:51:58
Andrew,Yorke,CAN,14,00:16:55,00:01:10,01:00:14,00:00:24,00:34:06,38,01:52:47
Matthew,Sharpe,CAN,42,00:16:24,00:01:13,00:59:53,00:00:23,00:35:27,39,01:53:18
Gregor,Buchholz,GER,12,00:16:56,00:01:05,01:04:56,00:00:25,00:31:23,40,01:54:44
Carlos Javier,Quinchara Forero,COL,38,00:17:06,00:01:12,01:00:02,00:00:24,00:36:31,41,01:55:13
Henri,Schoeman,RSA,52,00:16:09,00:01:10,01:00:12,00:00:23,00:38:24,42,01:56:16
Premysl,Svarc,CZE,41,00:16:41,00:01:15,01:00:24,00:00:30,00:37:35,43,01:56:23
John,Dahlz,USA,57,00:17:04,00:01:07,01:05:02,00:00:26,00:33:45,44,01:57:22
William,Huffman,USA,55,00:16:56,00:01:06,01:05:10,00:00:26,00:34:43,45,01:58:19
Andrew,Mccartney,CAN,53,00:16:25,00:01:13,01:05:35,00:00:24,00:36:15,46,01:59:51
Bruno,Pais,POR,44,00:17:24,00:01:16,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Sylwester,Kuster,POL,45,00:17:03,00:01:07,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Kyle,Jones,CAN,23,00:16:50,00:01:08,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Alexander,Bryukhankov,RUS,27,00:16:34,00:01:10,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Jarrod,Shoemaker,USA,31,00:16:51,00:01:11,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Tony,Moulai,FRA,15,00:16:49,00:01:11,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Richard,Varga,SVK,16,00:16:08,00:01:13,01:00:06,00:00:25,00:00:00,DNF,00:00:00
Jan,Frodeno,GER,7,00:16:43,00:01:11,00:59:32,00:00:23,00:00:00,DNF,00:00:00
Franz,Loeschke,GER,10,00:17:39,00:01:09,00:00:00,00:00:00,00:00:00,DNF,00:00:00
