People QuickFacts,St. Croix County,Wisconsin
"Population, 2013 estimate    ",,"5,742,713"
"Population, 2012 estimate    ","85,242","5,724,554"
"Population, 2010 (April 1) estimates base    ","84,345","5,686,983"
"Population, percent change, April 1, 2010 to July 1, 2013    ",,1.0%
"Population, percent change, April 1, 2010 to July 1, 2012    ",1.1%,0.7%
"Population, 2010    ","84,345","5,686,986"
"Persons under 5 years, percent, 2012    ",6.7%,6.1%
"Persons under 18 years, percent, 2012    ",26.6%,23.0%
"Persons 65 years and over, percent, 2012    ",11.1%,14.4%
"Female persons, percent, 2012    ",50.0%,50.4%
,,
"White alone, percent, 2012 (a)    ",96.5%,88.2%
"Black or African American alone, percent, 2012 (a)    ",0.7%,6.5%
"American Indian and Alaska Native alone, percent, 2012 (a)    ",0.5%,1.1%
"Asian alone, percent, 2012 (a)    ",1.1%,2.5%
"Native Hawaiian and Other Pacific Islander alone, percent, 2012 (a)    ",Z,Z
"Two or More Races, percent, 2012    ",1.3%,1.7%
"Hispanic or Latino, percent, 2012 (b)    ",2.1%,6.2%
"White alone, not Hispanic or Latino, percent, 2012    ",94.7%,82.8%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",88.1%,85.8%
"Foreign born persons, percent, 2008-2012    ",2.0%,4.6%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",3.8%,8.6%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",94.6%,90.2%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",32.6%,26.4%
"Veterans, 2008-2012    ","6,032","423,264"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",27.6,21.6
"Housing units, 2012    ","34,187","2,632,581"
"Homeownership rate, 2008-2012    ",78.9%,68.6%
"Housing units in multi-unit structures, percent, 2008-2012    ",14.4%,25.3%
"Median value of owner-occupied housing units, 2008-2012    ","$213,100","$169,000"
"Households, 2008-2012    ","32,026","2,286,339"
"Persons per household, 2008-2012    ",2.61,2.42
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$31,805","$27,426"
"Median household income, 2008-2012    ","$68,139","$52,627"
"Persons below poverty level, percent, 2008-2012    ",7.5%,12.5%
,,
Business QuickFacts,St. Croix County,Wisconsin
"Private nonfarm establishments, 2011    ","2,053","138,045"
"Private nonfarm employment, 2011    ","24,636","2,354,284"
"Private nonfarm employment, percent change, 2010-2011    ",1.3%,1.4%
"Nonemployer establishments, 2011    ","6,167","334,657"
,,
"Total number of firms, 2007    ","8,287","433,797"
"Black-owned firms, percent, 2007    ",F,2.6%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",S,0.6%
"Asian-owned firms, percent, 2007    ",0.6%,1.6%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,S
"Hispanic-owned firms, percent, 2007    ",0.3%,1.3%
"Women-owned firms, percent, 2007    ",25.4%,25.9%
,,
"Manufacturers shipments, 2007 ($1000)    ","1,347,251","163,563,195"
"Merchant wholesaler sales, 2007 ($1000)    ","1,986,968","59,996,244"
"Retail sales, 2007 ($1000)    ","933,401","72,283,321"
"Retail sales per capita, 2007    ","$11,509","$12,904"
"Accommodation and food services sales, 2007 ($1000)    ","110,863","9,247,311"
"Building permits, 2012    ",281,"12,041"
,,
Geography QuickFacts,St. Croix County,Wisconsin
"Land area in square miles, 2010    ",722.33,"54,157.80"
"Persons per square mile, 2010    ",116.8,105
FIPS Code    ,109,55
Metropolitan or Micropolitan Statistical Area    ,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area", 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
