ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Chris,Mccormack,AUS,0,00:17:56,00:00:00,00:58:38,00:00:00,00:31:38,1,01:48:12
Miles,Stewart,AUS,0,00:17:28,00:00:00,00:59:02,00:00:00,00:32:00,2,01:48:31
Jamie,Hunt,NZL,0,00:17:37,00:00:00,00:58:57,00:00:00,00:32:00,3,01:48:37
Carl,Blasco,FRA,0,00:17:32,00:00:00,00:59:05,00:00:00,00:32:27,4,01:49:05
Sebastien,Berlier,FRA,0,00:17:49,00:00:00,00:58:46,00:00:00,00:32:51,5,01:49:28
Samuel,Pierreclaud,FRA,0,00:17:42,00:00:00,00:59:01,00:00:00,00:32:48,6,01:49:32
Craig,Walton,AUS,0,00:17:17,00:00:00,00:59:16,00:00:00,00:33:12,7,01:49:46
Stefan,Vuckovic,GER,0,00:17:44,00:00:00,00:58:59,00:00:00,00:33:09,8,01:49:53
Dennis,Looze,NED,0,00:17:29,00:00:00,00:59:11,00:00:00,00:33:27,9,01:50:07
Stephane,Poulat,FRA,0,00:17:27,00:00:00,00:59:08,00:00:00,00:33:46,10,01:50:22
Greg,Bennett,USA,0,00:17:45,00:00:00,00:58:31,00:00:00,00:34:12,11,01:50:28
Dmitriy,Gaag,KAZ,0,00:17:48,00:00:00,01:00:07,00:00:00,00:32:52,12,01:50:50
Hamish,Carter,NZL,0,00:17:23,00:00:00,00:59:11,00:00:00,00:34:26,13,01:51:03
Benjamin,Sanson,FRA,0,00:16:44,00:00:00,00:59:49,00:00:00,00:34:31,14,01:51:06
Gareth,Mccarthy,IRL,0,00:17:22,00:00:00,00:59:20,00:00:00,00:34:34,15,01:51:17
Glynde,Mangum,USA,0,00:17:33,00:00:00,00:59:05,00:00:00,00:35:07,16,01:51:47
Timothy,Deboom,USA,0,00:17:29,00:00:00,01:00:37,00:00:00,00:33:48,17,01:51:55
Hideo,Fukui,JPN,0,00:17:29,00:00:00,00:59:07,00:00:00,00:35:29,18,01:52:04
Hayden,Woolley,NZL,0,00:17:23,00:00:00,00:59:21,00:00:00,00:35:23,19,01:52:08
Eric,Van Der Linden,NED,0,00:17:47,00:00:00,00:58:59,00:00:00,00:35:40,20,01:52:28
Conrad,Stoltz,RSA,0,00:17:36,00:00:00,00:59:08,00:00:00,00:35:58,21,01:52:43
Volodymyr,Polikarpenko,UKR,0,00:17:19,00:00:00,01:01:51,00:00:00,00:33:45,22,01:52:56
Fabrizio,Ferraresi,ITA,0,00:18:37,00:00:00,01:00:22,00:00:00,00:34:03,23,01:53:04
Paul,Amey,GBR,0,00:17:36,00:00:00,01:00:22,00:00:00,00:35:09,24,01:53:10
Ralf,Eggert,GER,0,00:18:55,00:00:00,01:00:10,00:00:00,00:34:13,25,01:53:21
