People QuickFacts,Forest CDP,Virginia
"Population, 2012 estimate    ",X,"8,185,867"
"Population, 2010 (April 1) estimates base    ",X,"8,001,031"
"Population, percent change, April 1, 2010 to July 1, 2012    ",X,2.3%
"Population, 2010    ","9,106","8,001,024"
"Persons under 5 years, percent, 2010    ",4.4%,6.4%
"Persons under 18 years, percent, 2010    ",23.5%,23.2%
"Persons 65 years and over, percent,  2010    ",15.0%,12.2%
"Female persons, percent, 2010    ",52.1%,50.9%
,,
"White persons, percent, 2010 (a)    ",87.8%,68.6%
"Black persons, percent, 2010 (a)    ",7.2%,19.4%
"American Indian and Alaska Native persons, percent, 2010 (a)    ",0.1%,0.4%
"Asian persons, percent, 2010 (a)    ",3.0%,5.5%
"Native Hawaiian and Other Pacific Islander, percent, 2010 (a)    ",Z,0.1%
"Persons reporting two or more races, percent, 2010    ",0.9%,2.9%
"Persons of Hispanic or Latino origin, percent, 2010 (b)    ",2.9%,7.9%
"White persons not Hispanic, percent, 2010    ",85.9%,64.8%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",90.5%,84.3%
"Foreign born persons, percent, 2007-2011    ",3.4%,11.0%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",6.4%,14.4%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",94.0%,86.6%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",42.5%,34.4%
"Veterans, 2007-2011    ",753,"743,070"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",17.6,27.3
,,
"Housing units, 2010    ","3,922","3,364,939"
"Homeownership rate, 2007-2011    ",78.7%,68.4%
"Housing units in multi-unit structures, percent, 2007-2011    ",14.9%,21.4%
"Median value of owner-occupied housing units, 2007-2011    ","$217,500","$254,600"
"Households, 2007-2011    ","3,815","2,991,025"
"Persons per household, 2007-2011    ",2.41,2.57
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$30,178","$33,040"
"Median household income, 2007-2011    ","$63,958","$63,302"
"Persons below poverty level, percent, 2007-2011    ",6.7%,10.7%
,,
Business QuickFacts,Forest CDP,Virginia
"Total number of firms, 2007    ",951,"638,643"
"Black-owned firms, percent, 2007    ",S,9.9%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.5%
"Asian-owned firms, percent, 2007    ",S,7.0%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",F,4.5%
"Women-owned firms, percent, 2007    ",17.2%,30.1%
,,
"Manufacturers shipments, 2007 ($1000)    ","253,430","92,417,797"
"Merchant wholesaler sales, 2007 ($1000)    ","107,663","60,513,396"
"Retail sales, 2007 ($1000)    ","180,815","105,663,299"
"Retail sales per capita, 2007    ",,"$13,687"
"Accommodation and food services sales, 2007 ($1000)    ","8,597","15,340,483"
,,
Geography QuickFacts,Forest CDP,Virginia
"Land area in square miles, 2010    ",13.74,"39,490.09"
"Persons per square mile, 2010    ",662.8,202.6
FIPS Code    ,28688,51
Counties    ,"Bedford County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
