ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Javier,Gomez,ESP,1,00:18:22,00:00:54,01:02:05,00:00:32,00:29:55,1,01:51:47
Brad,Kahlefeldt,AUS,5,00:18:55,00:00:54,01:01:31,00:00:28,00:30:10,2,01:51:59
Simon,Whitfield,CAN,3,00:18:41,00:00:52,01:01:49,00:00:28,00:30:16,3,01:52:04
Tim,Don,GBR,8,00:18:38,00:00:53,01:01:32,00:00:28,00:30:46,4,01:52:19
Ivan,Rana,ESP,9,00:18:36,00:00:57,01:01:31,00:00:28,00:31:00,5,01:52:32
Bevan,Docherty,NZL,2,00:19:01,00:00:56,01:01:23,00:00:31,00:30:49,6,01:52:39
Alexander,Bryukhankov,RUS,4,00:18:26,00:00:56,01:01:44,00:00:35,00:31:02,7,01:52:43
William,Clarke,GBR,22,00:18:41,00:00:57,01:01:39,00:00:30,00:31:04,8,01:52:53
Stuart,Hayes,GBR,23,00:18:31,00:00:52,01:01:42,00:00:30,00:31:25,9,01:52:58
Andreas,Raelert,GER,15,00:18:54,00:01:00,01:01:29,00:00:34,00:31:04,10,01:53:02
Charles,Rusterholz,SUI,59,00:19:10,00:00:52,01:01:21,00:00:28,00:31:12,11,01:53:02
Bruno,Pais,POR,21,00:18:59,00:00:52,01:01:33,00:00:32,00:31:16,12,01:53:09
Stephane,Poulat,FRA,41,00:18:23,00:01:02,01:01:57,00:00:30,00:31:22,13,01:53:14
Laurent,Vidal,FRA,11,00:19:07,00:00:56,01:01:18,00:00:28,00:31:29,14,01:53:16
Dan,Wilson,AUS,26,00:18:44,00:00:57,01:01:39,00:00:33,00:31:25,15,01:53:19
Samuel,Pierreclaud,FRA,19,00:18:52,00:01:00,01:01:14,00:00:33,00:31:42,16,01:53:20
Franz,Hofer,AUT,52,00:18:38,00:00:56,01:01:50,00:00:34,00:31:29,17,01:53:28
