People QuickFacts,West Baton Rouge Parish,Louisiana
"Population, 2013 estimate    ","24,573","4,625,470"
"Population, 2012 estimate    ","24,092","4,602,134"
"Population, 2010 (April 1) estimates base    ","23,788","4,533,372"
"Population, percent change, April 1, 2010 to July 1, 2013    ",3.3%,2.0%
"Population, percent change, April 1, 2010 to July 1, 2012    ",1.3%,1.5%
"Population, 2010    ","23,788","4,533,372"
"Persons under 5 years, percent, 2012    ",7.0%,6.8%
"Persons under 18 years, percent, 2012    ",24.6%,24.3%
"Persons 65 years and over, percent, 2012    ",11.6%,12.9%
"Female persons, percent, 2012    ",50.8%,51.1%
,,
"White alone, percent, 2012 (a)    ",60.6%,63.7%
"Black or African American alone, percent, 2012 (a)    ",37.6%,32.4%
"American Indian and Alaska Native alone, percent, 2012 (a)    ",0.2%,0.7%
"Asian alone, percent, 2012 (a)    ",0.5%,1.7%
"Native Hawaiian and Other Pacific Islander alone, percent, 2012 (a)    ",Z,0.1%
"Two or More Races, percent, 2012    ",1.1%,1.4%
"Hispanic or Latino, percent, 2012 (b)    ",2.8%,4.5%
"White alone, not Hispanic or Latino, percent, 2012    ",58.2%,59.9%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",84.9%,85.5%
"Foreign born persons, percent, 2008-2012    ",1.4%,3.7%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",5.1%,8.7%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",83.5%,82.2%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",16.6%,21.4%
"Veterans, 2008-2012    ","1,362","313,006"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",22.9,24.9
"Housing units, 2012    ","9,669","1,986,981"
"Homeownership rate, 2008-2012    ",73.3%,67.4%
"Housing units in multi-unit structures, percent, 2008-2012    ",9.5%,18.3%
"Median value of owner-occupied housing units, 2008-2012    ","$135,500","$137,700"
"Households, 2008-2012    ","8,700","1,696,499"
"Persons per household, 2008-2012    ",2.65,2.59
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$24,641","$24,264"
"Median household income, 2008-2012    ","$50,788","$44,673"
"Persons below poverty level, percent, 2008-2012    ",14.9%,18.7%
,,
Business QuickFacts,West Baton Rouge Parish,Louisiana
"Private nonfarm establishments, 2011    ",514,"103,216"
"Private nonfarm employment, 2011    ","10,451","1,617,229"
"Private nonfarm employment, percent change, 2010-2011    ",-1.3%,1.1%
"Nonemployer establishments, 2011    ","1,565","336,328"
,,
"Total number of firms, 2007    ","1,937","375,808"
"Black-owned firms, percent, 2007    ",23.2%,15.9%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.7%
"Asian-owned firms, percent, 2007    ",S,2.8%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.0%
"Hispanic-owned firms, percent, 2007    ",4.1%,2.9%
"Women-owned firms, percent, 2007    ",32.7%,27.4%
,,
"Manufacturers shipments, 2007 ($1000)    ",D,"205,054,723"
"Merchant wholesaler sales, 2007 ($1000)    ","602,245","51,415,553"
"Retail sales, 2007 ($1000)    ","319,730","56,543,203"
"Retail sales per capita, 2007    ","$14,125","$12,921"
"Accommodation and food services sales, 2007 ($1000)    ","35,180","9,729,869"
"Building permits, 2012    ",172,"13,018"
,,
Geography QuickFacts,West Baton Rouge Parish,Louisiana
"Land area in square miles, 2010    ",192.39,"43,203.90"
"Persons per square mile, 2010    ",123.6,104.9
FIPS Code    ,121,22
Metropolitan or Micropolitan Statistical Area    ,"Baton Rouge, LA Metro Area", 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
