People QuickFacts,Centralia,Washington
"Population, 2012 estimate    ","16,505","6,895,318"
"Population, 2010 (April 1) estimates base    ","16,336","6,724,543"
"Population, percent change, April 1, 2010 to July 1, 2012    ",1.0%,2.5%
"Population, 2010    ","16,336","6,724,540"
"Persons under 5 years, percent, 2010    ",8.0%,6.5%
"Persons under 18 years, percent, 2010    ",24.7%,23.5%
"Persons 65 years and over, percent,  2010    ",16.6%,12.3%
"Female persons, percent, 2010    ",51.7%,50.2%
,,
"White alone, percent, 2010 (a)    ",85.1%,77.3%
"Black or African American alone, percent, 2010 (a)    ",0.6%,3.6%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",1.4%,1.5%
"Asian alone, percent, 2010 (a)    ",1.0%,7.2%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.3%,0.6%
"Two or More Races, percent, 2010    ",4.1%,4.7%
"Hispanic or Latino, percent, 2010 (b)    ",16.1%,11.2%
"White alone, not Hispanic or Latino, percent, 2010    ",77.9%,72.5%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",78.1%,82.6%
"Foreign born persons, percent, 2008-2012    ",9.0%,13.0%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",16.2%,18.2%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",81.2%,90.0%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",14.8%,31.6%
"Veterans, 2008-2012    ","1,522","594,914"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",20.4,25.5
"Housing units, 2010    ","7,265","2,885,677"
"Homeownership rate, 2008-2012    ",51.9%,63.8%
"Housing units in multi-unit structures, percent, 2008-2012    ",28.0%,25.7%
"Median value of owner-occupied housing units, 2008-2012    ","$161,400","$272,900"
"Households, 2008-2012    ","6,704","2,619,995"
"Persons per household, 2008-2012    ",2.39,2.52
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$18,702","$30,661"
"Median household income, 2008-2012    ","$34,777","$59,374"
"Persons below poverty level, percent, 2008-2012    ",21.6%,12.9%
,,
Business QuickFacts,Centralia,Washington
"Total number of firms, 2007    ","1,384","551,340"
"Black-owned firms, percent, 2007    ",F,S
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,1.2%
"Asian-owned firms, percent, 2007    ",S,6.8%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.2%
"Hispanic-owned firms, percent, 2007    ",2.2%,3.2%
"Women-owned firms, percent, 2007    ",23.9%,28.7%
,,
"Manufacturers shipments, 2007 ($1000)    ","167,361","112,053,283"
"Merchant wholesaler sales, 2007 ($1000)    ","71,939","76,790,966"
"Retail sales, 2007 ($1000)    ","261,448","92,968,519"
"Retail sales per capita, 2007    ","$16,763","$14,380"
"Accommodation and food services sales, 2007 ($1000)    ","46,324","12,389,422"
,,
Geography QuickFacts,Centralia,Washington
"Land area in square miles, 2010    ",7.42,"66,455.52"
"Persons per square mile, 2010    ","2,202.8",101.2
FIPS Code    ,11160,53
Counties    ,"Lewis County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
