ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Bart,Aernouts,BEL,25,00:19:43,00:00:21,00:54:21,00:00:27,00:28:37,1,01:43:29
Andrea,D'Aquino,ITA,17,00:17:56,00:00:23,00:54:12,00:00:27,00:30:34,2,01:43:31
Svyatoslav,Tsvetkov,UKR,22,00:17:57,00:00:25,00:56:01,00:00:30,00:28:47,3,01:43:39
Aurélien,Lescure,FRA,6,00:17:42,00:00:20,00:56:25,00:00:24,00:28:50,4,01:43:41
Adam,Bowden,GBR,8,00:17:46,00:00:23,00:56:23,00:00:25,00:28:57,5,01:43:51
Dmitry,Polyanskiy,RUS,2,00:17:28,00:00:23,00:56:33,00:00:21,00:29:08,6,01:43:54
Alexander,Bryukhankov,RUS,1,00:17:26,00:00:23,00:56:43,00:00:27,00:29:03,7,01:43:59
Yulian,Malyshev,RUS,3,00:17:31,00:00:19,00:56:47,00:00:23,00:29:12,8,01:44:10
Igor,Sysoev,RUS,7,00:17:33,00:00:21,00:56:35,00:00:26,00:29:18,9,01:44:13
Todd,Leckie,GBR,27,00:17:56,00:00:23,00:56:13,00:00:27,00:29:17,10,01:44:14
Simon,De Cuyper,BEL,23,00:18:02,00:00:20,00:56:01,00:00:21,00:29:40,11,01:44:23
Dmitriy,Gaag,KAZ,11,00:17:57,00:00:21,00:56:08,00:00:24,00:29:43,12,01:44:32
Ivan,Vasiliev,RUS,4,00:17:29,00:00:23,00:56:36,00:00:33,00:29:34,13,01:44:34
Anatoly,Fedotov,RUS,41,00:17:44,00:00:21,00:56:21,00:00:28,00:29:43,14,01:44:37
Ivan,Ivanov,UKR,48,00:17:57,00:00:23,00:56:10,00:00:25,00:29:49,15,01:44:45
Davide,Uccellari,ITA,71,00:18:12,00:00:24,00:55:59,00:00:25,00:29:51,16,01:44:49
Maxim,Laba,RUS,51,00:17:52,00:00:23,00:56:13,00:00:32,00:29:55,17,01:44:53
Hervé,Banti,MON,35,00:18:07,00:00:24,00:56:00,00:00:30,00:29:57,18,01:44:55
Przemyslaw,Szymanowski,POL,36,00:18:47,00:00:21,00:55:16,00:00:27,00:30:14,19,01:45:06
Kirill,Goldovsky,RUS,28,00:17:30,00:00:20,00:54:48,00:00:23,00:32:21,20,01:45:21
Igor,Polyanskiy,RUS,15,00:17:27,00:00:23,00:56:36,00:00:23,00:30:52,21,01:45:38
Grégory,Rouault,USA,18,00:17:43,00:00:20,00:56:25,00:00:24,00:31:07,22,01:45:59
Anton,Chuchko,RUS,10,00:18:04,00:00:21,00:54:13,00:00:28,00:33:11,23,01:46:15
Aurélien,Lebrun,FRA,30,00:17:52,00:00:20,00:56:19,00:00:24,00:31:49,24,01:46:43
Andrey,Lyatskiy,RUS,68,00:17:55,00:00:30,00:56:08,00:00:26,00:32:08,25,01:47:06
Piotr,Grzegorzek,POL,26,00:17:45,00:00:26,00:56:18,00:00:25,00:32:17,26,01:47:08
Ivan,Kalashnikov,RUS,63,00:17:44,00:00:25,00:56:21,00:00:25,00:32:24,27,01:47:20
Matija,Lukina,CRO,40,00:18:14,00:00:24,00:55:45,00:00:23,00:32:41,28,01:47:25
Oly,Stanley,GBR,56,00:17:47,00:00:23,00:56:15,00:00:25,00:32:39,29,01:47:28
Frantisek,Kubinek,CZE,37,00:18:05,00:00:21,00:56:02,00:00:32,00:32:45,30,01:47:44
Roman,Korol,UKR,12,00:17:39,00:00:20,00:56:25,00:00:31,00:33:40,31,01:48:35
Dmitriy,Smurov,KAZ,9,00:18:10,00:00:20,00:58:42,00:00:28,00:31:14,32,01:48:52
Dmitry,Nosarev,RUS,50,00:17:59,00:00:27,00:56:05,00:00:45,00:34:12,33,01:49:26
Alexander,Abramov,RUS,70,00:18:46,00:00:25,00:57:55,00:00:30,00:32:01,34,01:49:33
