People QuickFacts,Micco CDP,Florida
"Population, 2011 estimate    ",X,"19,082,262"
"Population, 2010 (April 1) estimates base    ",X,"18,802,690"
"Population, percent change, April 1, 2010 to July 1, 2011    ",X,1.5%
"Population, 2010    ","9,052","18,801,310"
"Persons under 5 years, percent, 2010    ",1.6%,5.7%
"Persons under 18 years, percent, 2010    ",5.6%,21.3%
"Persons 65 years and over, percent,  2010    ",56.0%,17.3%
"Female persons, percent, 2010    ",53.1%,51.1%
,,
"White persons, percent, 2010 (a)    ",97.5%,75.0%
"Black persons, percent, 2010 (a)    ",0.4%,16.0%
"American Indian and Alaska Native persons, percent, 2010 (a)    ",0.3%,0.4%
"Asian persons, percent, 2010 (a)    ",0.3%,2.4%
"Native Hawaiian and Other Pacific Islander, percent, 2010 (a)    ",0.0%,0.1%
"Persons reporting two or more races, percent, 2010    ",1.0%,2.5%
"Persons of Hispanic or Latino origin, percent, 2010 (b)    ",1.7%,22.5%
"White persons not Hispanic, percent, 2010    ",96.4%,57.9%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",83.4%,83.5%
"Foreign born persons, percent, 2007-2011    ",1.8%,19.2%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",4.1%,27.0%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",83.4%,85.5%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",11.5%,26.0%
"Veterans, 2007-2011    ","2,311","1,637,466"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",27.6,25.7
,,
"Housing units, 2010    ","6,562","8,989,580"
"Homeownership rate, 2007-2011    ",87.6%,69.0%
"Housing units in multi-unit structures, percent, 2007-2011    ",1.9%,29.9%
"Median value of owner-occupied housing units, 2007-2011    ","$78,400","$188,600"
"Households, 2007-2011    ","4,909","7,140,096"
"Persons per household, 2007-2011    ",1.87,2.56
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$22,372","$26,733"
"Median household income, 2007-2011    ","$32,380","$47,827"
"Persons below poverty level, percent, 2007-2011    ",9.7%,14.7%
,,
Business QuickFacts,Micco CDP,Florida
"Total number of firms, 2007    ",369,"2,009,589"
"Black-owned firms, percent, 2007    ",F,9.0%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.5%
"Asian-owned firms, percent, 2007    ",F,3.2%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",F,22.4%
"Women-owned firms, percent, 2007    ",S,28.9%
,,
"Manufacturers shipments, 2007 ($1000)    ",,"104,832,907"
"Merchant wholesaler sales, 2007 ($1000)    ",D,"221,641,518"
"Retail sales, 2007 ($1000)    ","39,404","262,341,127"
"Retail sales per capita, 2007    ",,"$14,353"
"Accommodation and food services sales, 2007 ($1000)    ","1,129","41,922,059"
,,
Geography QuickFacts,Micco CDP,Florida
"Land area in square miles, 2010    ",7.62,"53,624.76"
"Persons per square mile, 2010    ","1,188.2",350.6
FIPS Code    ,45275,12
Counties    ,"Brevard County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
