People QuickFacts,El Monte,California
"Population, 2013 estimate    ","115,708","38,332,521"
"Population, 2010 (April 1) estimates base    ","113,475","37,253,959"
"Population, percent change, April 1, 2010 to July 1, 2013    ",2.0%,2.9%
"Population, 2010    ","113,475","37,253,956"
"Persons under 5 years, percent, 2010    ",7.9%,6.8%
"Persons under 18 years, percent, 2010    ",28.4%,25.0%
"Persons 65 years and over, percent,  2010    ",9.3%,11.4%
"Female persons, percent, 2010    ",49.8%,50.3%
,,
"White alone, percent, 2010 (a)    ",38.8%,57.6%
"Black or African American alone, percent, 2010 (a)    ",0.8%,6.2%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",1.0%,1.0%
"Asian alone, percent, 2010 (a)    ",25.1%,13.0%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.1%,0.4%
"Two or More Races, percent, 2010    ",3.2%,4.9%
"Hispanic or Latino, percent, 2010 (b)    ",69.0%,37.6%
"White alone, not Hispanic or Latino, percent, 2010    ",4.9%,40.1%
,,
"Living in same house 1 year & over, percent, 2009-2013    ",91.3%,84.2%
"Foreign born persons, percent, 2009-2013    ",51.4%,27.0%
"Language other than English spoken at home, pct age 5+, 2009-2013    ",86.1%,43.7%
"High school graduate or higher, percent of persons age 25+, 2009-2013    ",56.8%,81.2%
"Bachelor's degree or higher, percent of persons age 25+, 2009-2013    ",12.0%,30.7%
"Veterans, 2009-2013    ","1,950","1,893,539"
"Mean travel time to work (minutes), workers age 16+, 2009-2013    ",30.3,27.2
"Housing units, 2010    ","29,069","13,680,081"
"Homeownership rate, 2009-2013    ",40.3%,55.3%
"Housing units in multi-unit structures, percent, 2009-2013    ",27.0%,31.0%
"Median value of owner-occupied housing units, 2009-2013    ","$345,200","$366,400"
"Households, 2009-2013    ","29,021","12,542,460"
"Persons per household, 2009-2013    ",3.9,2.94
"Per capita money income in past 12 months (2013 dollars), 2009-2013    ","$14,735","$29,527"
"Median household income, 2009-2013    ","$39,535","$61,094"
"Persons below poverty level, percent, 2009-2013    ",24.3%,15.9%
,,
Business QuickFacts,El Monte,California
"Total number of firms, 2007    ","7,608","3,425,510"
"Black-owned firms, percent, 2007    ",S,4.0%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",S,1.3%
"Asian-owned firms, percent, 2007    ",39.5%,14.9%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.3%
"Hispanic-owned firms, percent, 2007    ",31.5%,16.5%
"Women-owned firms, percent, 2007    ",S,30.3%
,,
"Manufacturers shipments, 2007 ($1000)    ","806,705","491,372,092"
"Merchant wholesaler sales, 2007 ($1000)    ","858,890","598,456,486"
"Retail sales, 2007 ($1000)    ","2,140,421","455,032,270"
"Retail sales per capita, 2007    ","$17,754","$12,561"
"Accommodation and food services sales, 2007 ($1000)    ","83,954","80,852,787"
,,
Geography QuickFacts,El Monte,California
"Land area in square miles, 2010    ",9.56,"155,779.22"
"Persons per square mile, 2010    ","11,867.3",239.1
FIPS Code    ,22230,6
Counties    ,"Los Angeles County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
