People QuickFacts,Loveland,Ohio
"Population, 2013 estimate    ","12,326","11,570,808"
"Population, 2010 (April 1) estimates base    ","12,081","11,536,503"
"Population, percent change, April 1, 2010 to July 1, 2013    ",2.0%,0.3%
"Population, 2010    ","12,081","11,536,504"
"Persons under 5 years, percent, 2010    ",7.4%,6.2%
"Persons under 18 years, percent, 2010    ",27.9%,23.7%
"Persons 65 years and over, percent,  2010    ",12.8%,14.1%
"Female persons, percent, 2010    ",52.1%,51.2%
,,
"White alone, percent, 2010 (a)    ",93.5%,82.7%
"Black or African American alone, percent, 2010 (a)    ",2.1%,12.2%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.1%,0.2%
"Asian alone, percent, 2010 (a)    ",1.7%,1.7%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.1%,0.0%
"Two or More Races, percent, 2010    ",1.9%,2.1%
"Hispanic or Latino, percent, 2010 (b)    ",2.4%,3.1%
"White alone, not Hispanic or Latino, percent, 2010    ",91.9%,81.1%
,,
"Living in same house 1 year & over, percent, 2009-2013    ",88.6%,85.5%
"Foreign born persons, percent, 2009-2013    ",4.8%,4.0%
"Language other than English spoken at home, pct age 5+, 2009-2013    ",7.8%,6.6%
"High school graduate or higher, percent of persons age 25+, 2009-2013    ",94.0%,88.5%
"Bachelor's degree or higher, percent of persons age 25+, 2009-2013    ",43.3%,25.2%
"Veterans, 2009-2013    ",751,"864,923"
"Mean travel time to work (minutes), workers age 16+, 2009-2013    ",23.4,23
"Housing units, 2010    ","4,961","5,127,508"
"Homeownership rate, 2009-2013    ",79.0%,67.5%
"Housing units in multi-unit structures, percent, 2009-2013    ",24.9%,22.9%
"Median value of owner-occupied housing units, 2009-2013    ","$167,300","$130,800"
"Households, 2009-2013    ","4,736","4,557,655"
"Persons per household, 2009-2013    ",2.59,2.4699999999999998
"Per capita money income in past 12 months (2013 dollars), 2009-2013    ","$34,896","$26,046"
"Median household income, 2009-2013    ","$74,020","$48,308"
"Persons below poverty level, percent, 2009-2013    ",8.0%,15.8%
,,
Business QuickFacts,Loveland,Ohio
"Total number of firms, 2007    ","1,359","897,939"
"Black-owned firms, percent, 2007    ",F,5.8%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.3%
"Asian-owned firms, percent, 2007    ",S,2.0%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,S
"Hispanic-owned firms, percent, 2007    ",F,1.1%
"Women-owned firms, percent, 2007    ",36.4%,27.7%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"295,890,890"
"Merchant wholesaler sales, 2007 ($1000)    ","163,168","135,575,279"
"Retail sales, 2007 ($1000)    ","165,489","138,816,008"
"Retail sales per capita, 2007    ","$14,054","$12,049"
"Accommodation and food services sales, 2007 ($1000)    ","14,635","17,779,905"
,,
Geography QuickFacts,Loveland,Ohio
"Land area in square miles, 2010    ",4.93,"40,860.69"
"Persons per square mile, 2010    ","2,452.0",282.3
FIPS Code    ,45108,39
Counties    ,"Clermont County
 Hamilton County
 Warren County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
