People QuickFacts,Walla Walla County,Washington
"Population, 2013 estimate    ",,"6,971,406"
"Population, 2012 estimate    ","59,404","6,895,318"
"Population, 2010 (April 1) estimates base    ","58,781","6,724,543"
"Population, percent change, April 1, 2010 to July 1, 2013    ",,3.7%
"Population, percent change, April 1, 2010 to July 1, 2012    ",1.1%,2.5%
"Population, 2010    ","58,781","6,724,540"
"Persons under 5 years, percent, 2012    ",5.9%,6.4%
"Persons under 18 years, percent, 2012    ",22.2%,23.0%
"Persons 65 years and over, percent, 2012    ",15.6%,13.2%
"Female persons, percent, 2012    ",49.3%,50.1%
,,
"White alone, percent, 2012 (a)    ",92.7%,81.6%
"Black or African American alone, percent, 2012 (a)    ",1.9%,3.9%
"American Indian and Alaska Native alone, percent, 2012 (a)    ",1.3%,1.8%
"Asian alone, percent, 2012 (a)    ",1.4%,7.7%
"Native Hawaiian and Other Pacific Islander alone, percent, 2012 (a)    ",0.3%,0.7%
"Two or More Races, percent, 2012    ",2.4%,4.3%
"Hispanic or Latino, percent, 2012 (b)    ",20.7%,11.7%
"White alone, not Hispanic or Latino, percent, 2012    ",73.4%,71.6%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",82.6%,82.6%
"Foreign born persons, percent, 2008-2012    ",11.0%,13.0%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",19.7%,18.2%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",87.6%,90.0%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",25.7%,31.6%
"Veterans, 2008-2012    ","5,368","594,914"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",15.1,25.5
"Housing units, 2012    ","23,635","2,914,607"
"Homeownership rate, 2008-2012    ",62.5%,63.8%
"Housing units in multi-unit structures, percent, 2008-2012    ",22.6%,25.7%
"Median value of owner-occupied housing units, 2008-2012    ","$206,300","$272,900"
"Households, 2008-2012    ","21,497","2,619,995"
"Persons per household, 2008-2012    ",2.49,2.52
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$23,698","$30,661"
"Median household income, 2008-2012    ","$47,166","$59,374"
"Persons below poverty level, percent, 2008-2012    ",17.8%,12.9%
,,
Business QuickFacts,Walla Walla County,Washington
"Private nonfarm establishments, 2011    ","1,370","173,511"
"Private nonfarm employment, 2011    ","19,298","2,355,123"
"Private nonfarm employment, percent change, 2010-2011    ",-2.0%,1.2%
"Nonemployer establishments, 2011    ","3,125","409,989"
,,
"Total number of firms, 2007    ","4,437","551,340"
"Black-owned firms, percent, 2007    ",F,S
"American Indian- and Alaska Native-owned firms, percent, 2007    ",S,1.2%
"Asian-owned firms, percent, 2007    ",S,6.8%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.2%
"Hispanic-owned firms, percent, 2007    ",5.5%,3.2%
"Women-owned firms, percent, 2007    ",S,28.7%
,,
"Manufacturers shipments, 2007 ($1000)    ","2,155,540","112,053,283"
"Merchant wholesaler sales, 2007 ($1000)    ","257,492","76,790,966"
"Retail sales, 2007 ($1000)    ","534,054","92,968,519"
"Retail sales per capita, 2007    ","$9,286","$14,380"
"Accommodation and food services sales, 2007 ($1000)    ","75,763","12,389,422"
"Building permits, 2012    ",150,"28,118"
,,
Geography QuickFacts,Walla Walla County,Washington
"Land area in square miles, 2010    ","1,270.13","66,455.52"
"Persons per square mile, 2010    ",46.3,101.2
FIPS Code    ,71,53
Metropolitan or Micropolitan Statistical Area    ,"Walla Walla, WA Micro Area", 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
