People QuickFacts,Richland County,Montana
"Population, 2013 estimate    ",,"1,015,165"
"Population, 2012 estimate    ","10,810","1,005,494"
"Population, 2010 (April 1) estimates base    ","9,746","989,417"
"Population, percent change, April 1, 2010 to July 1, 2013    ",,2.6%
"Population, percent change, April 1, 2010 to July 1, 2012    ",10.9%,1.6%
"Population, 2010    ","9,746","989,415"
"Persons under 5 years, percent, 2012    ",6.8%,6.1%
"Persons under 18 years, percent, 2012    ",23.7%,22.1%
"Persons 65 years and over, percent, 2012    ",13.8%,15.7%
"Female persons, percent, 2012    ",47.8%,49.8%
,,
"White alone, percent, 2012 (a)    ",95.7%,89.7%
"Black or African American alone, percent, 2012 (a)    ",0.3%,0.6%
"American Indian and Alaska Native alone, percent, 2012 (a)    ",1.7%,6.5%
"Asian alone, percent, 2012 (a)    ",0.3%,0.7%
"Native Hawaiian and Other Pacific Islander alone, percent, 2012 (a)    ",Z,0.1%
"Two or More Races, percent, 2012    ",1.9%,2.5%
"Hispanic or Latino, percent, 2012 (b)    ",3.9%,3.1%
"White alone, not Hispanic or Latino, percent, 2012    ",92.1%,87.2%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",83.7%,83.6%
"Foreign born persons, percent, 2008-2012    ",1.7%,2.0%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",3.2%,4.6%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",88.7%,91.9%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",16.7%,28.5%
"Veterans, 2008-2012    ",723,"97,991"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",17.7,18
"Housing units, 2012    ","4,827","486,141"
"Homeownership rate, 2008-2012    ",67.7%,68.5%
"Housing units in multi-unit structures, percent, 2008-2012    ",14.9%,16.6%
"Median value of owner-occupied housing units, 2008-2012    ","$136,000","$183,000"
"Households, 2008-2012    ","4,186","405,508"
"Persons per household, 2008-2012    ",2.36,2.37
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$30,411","$25,002"
"Median household income, 2008-2012    ","$56,050","$45,456"
"Persons below poverty level, percent, 2008-2012    ",15.8%,14.8%
,,
Business QuickFacts,Richland County,Montana
"Private nonfarm establishments, 2011    ",502,"35,687"
"Private nonfarm employment, 2011    ","4,854","336,110"
"Private nonfarm employment, percent change, 2010-2011    ",14.8%,-0.7%
"Nonemployer establishments, 2011    ",875,"84,070"
,,
"Total number of firms, 2007    ","1,060","114,398"
"Black-owned firms, percent, 2007    ",F,0.2%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,2.0%
"Asian-owned firms, percent, 2007    ",F,0.6%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,S
"Hispanic-owned firms, percent, 2007    ",F,1.0%
"Women-owned firms, percent, 2007    ",20.3%,24.6%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"10,638,145"
"Merchant wholesaler sales, 2007 ($1000)    ","235,835","8,202,782"
"Retail sales, 2007 ($1000)    ","128,640","14,686,854"
"Retail sales per capita, 2007    ","$14,138","$15,343"
"Accommodation and food services sales, 2007 ($1000)    ","19,700","2,079,426"
"Building permits, 2012    ",164,"2,736"
,,
Geography QuickFacts,Richland County,Montana
"Land area in square miles, 2010    ","2,084.14","145,545.80"
"Persons per square mile, 2010    ",4.7,6.8
FIPS Code    ,83,30
Metropolitan or Micropolitan Statistical Area    ,None, 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
