People QuickFacts,University Place,Washington
"Population, 2013 estimate    ","32,040","6,971,406"
"Population, 2010 (April 1) estimates base    ","31,146","6,724,543"
"Population, percent change, April 1, 2010 to July 1, 2013    ",2.9%,3.7%
"Population, 2010    ","31,144","6,724,540"
"Persons under 5 years, percent, 2010    ",5.9%,6.5%
"Persons under 18 years, percent, 2010    ",23.6%,23.5%
"Persons 65 years and over, percent,  2010    ",14.1%,12.3%
"Female persons, percent, 2010    ",53.0%,50.2%
,,
"White alone, percent, 2010 (a)    ",71.0%,77.3%
"Black or African American alone, percent, 2010 (a)    ",8.5%,3.6%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.8%,1.5%
"Asian alone, percent, 2010 (a)    ",9.0%,7.2%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.8%,0.6%
"Two or More Races, percent, 2010    ",8.2%,4.7%
"Hispanic or Latino, percent, 2010 (b)    ",6.7%,11.2%
"White alone, not Hispanic or Latino, percent, 2010    ",67.9%,72.5%
,,
"Living in same house 1 year & over, percent, 2009-2013    ",84.7%,82.7%
"Foreign born persons, percent, 2009-2013    ",12.8%,13.2%
"Language other than English spoken at home, pct age 5+, 2009-2013    ",15.0%,18.5%
"High school graduate or higher, percent of persons age 25+, 2009-2013    ",94.3%,90.0%
"Bachelor's degree or higher, percent of persons age 25+, 2009-2013    ",34.1%,31.9%
"Veterans, 2009-2013    ","3,379","582,265"
"Mean travel time to work (minutes), workers age 16+, 2009-2013    ",25.8,25.7
"Housing units, 2010    ","13,573","2,885,677"
"Homeownership rate, 2009-2013    ",55.4%,63.2%
"Housing units in multi-unit structures, percent, 2009-2013    ",34.7%,25.6%
"Median value of owner-occupied housing units, 2009-2013    ","$286,100","$262,100"
"Households, 2009-2013    ","12,953","2,629,126"
"Persons per household, 2009-2013    ",2.42,2.54
"Per capita money income in past 12 months (2013 dollars), 2009-2013    ","$32,024","$30,742"
"Median household income, 2009-2013    ","$57,591","$59,478"
"Persons below poverty level, percent, 2009-2013    ",10.4%,13.4%
,,
Business QuickFacts,University Place,Washington
"Total number of firms, 2007    ","2,202","551,340"
"Black-owned firms, percent, 2007    ",4.2%,S
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,1.2%
"Asian-owned firms, percent, 2007    ",6.0%,6.8%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.2%
"Hispanic-owned firms, percent, 2007    ",S,3.2%
"Women-owned firms, percent, 2007    ",34.3%,28.7%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"112,053,283"
"Merchant wholesaler sales, 2007 ($1000)    ","96,607","76,790,966"
"Retail sales, 2007 ($1000)    ","184,958","92,968,519"
"Retail sales per capita, 2007    ","$6,118","$14,380"
"Accommodation and food services sales, 2007 ($1000)    ","17,769","12,389,422"
,,
Geography QuickFacts,University Place,Washington
"Land area in square miles, 2010    ",8.42,"66,455.52"
"Persons per square mile, 2010    ","3,697.9",101.2
FIPS Code    ,73465,53
Counties    ,"Pierce County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
