ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Simon,Whitfield,CAN,2,00:18:04,00:00:00,01:02:51,00:00:00,00:30:17,1,01:51:10
Colin,Jenkins,CAN,5,00:17:41,00:00:00,01:00:58,00:00:00,00:32:57,2,01:51:36
Brent,Mcmahon,CAN,6,00:17:56,00:00:00,01:02:58,00:00:00,00:30:53,3,01:51:45
Paul,Tichelaar,CAN,4,00:18:00,00:00:00,01:02:57,00:00:00,00:31:24,4,01:52:20
Sean,Bechtel,CAN,0,00:17:40,00:00:00,01:01:05,00:00:00,00:34:53,5,01:53:37
Kyle,Jones,CAN,4,00:18:21,00:00:00,01:02:34,00:00:00,00:33:07,6,01:54:01
Courtney,Atkinson,AUS,1,00:17:41,00:00:00,01:01:03,00:00:00,00:35:41,7,01:54:23
James,Loaring,CAN,22,00:18:18,00:00:00,01:02:42,00:00:00,00:33:52,8,01:54:52
Julien,Periard,CAN,14,00:18:24,00:00:00,01:02:36,00:00:00,00:34:17,9,01:55:18
Adrian,Cominotto,AUS,34,00:18:02,00:00:00,01:02:54,00:00:00,00:35:05,10,01:56:01
James,Hadley,GBR,11,00:19:02,00:00:00,01:04:00,00:00:00,00:34:04,11,01:57:04
Nick,Hastie,CAN,7,00:18:14,00:00:00,01:06:27,00:00:00,00:32:40,12,01:57:23
Michael,Orton,USA,16,00:18:21,00:00:00,01:06:20,00:00:00,00:33:04,13,01:57:45
Jordan,Bryden,CAN,17,00:18:10,00:00:00,01:05:41,00:00:00,00:35:05,14,01:58:54
Martin,Van Barneveld,NZL,10,00:18:22,00:00:00,01:06:16,00:00:00,00:34:25,15,01:59:03
Grant,Burwash,CAN,0,00:19:12,00:00:00,01:07:01,00:00:00,00:34:19,16,02:00:33
Brent,Poulesh,USA,0,00:18:43,00:00:00,01:06:05,00:00:00,00:35:47,17,02:00:35
David James,Tache,CAN,19,00:18:18,00:00:00,01:02:42,00:00:00,00:40:09,18,02:01:10
Michael,Simpson,CAN,0,00:19:42,00:00:00,01:05:53,00:00:00,00:35:58,19,02:01:33
Carlos,Robles,MEX,26,00:19:18,00:00:00,01:07:00,00:00:00,00:36:20,20,02:02:38
Alexis,Ascah,CAN,33,00:19:16,00:00:00,01:07:12,00:00:00,00:37:13,21,02:03:40
Andrew,Russell,CAN,0,00:20:51,00:00:00,01:05:26,00:00:00,00:37:49,22,02:04:05
Jamie,Stephenson,CAN,24,00:18:32,00:00:00,01:06:14,00:00:00,00:40:05,23,02:04:51
David,Clinkard,CAN,0,00:18:42,00:00:00,01:07:34,00:00:00,00:38:57,24,02:05:13
François,Chaput,CAN,0,00:21:52,00:00:00,01:07:10,00:00:00,00:36:15,25,02:05:17
Jeremy,Tucker,CAN,0,00:19:17,00:00:00,01:06:56,00:00:00,00:39:12,26,02:05:24
Julien,Maynard (1980),CAN,0,00:20:30,00:00:00,01:05:58,00:00:00,00:39:08,27,02:05:35
David,Thomas,CAN,30,00:19:16,00:00:00,01:07:10,00:00:00,00:40:22,28,02:06:48
Mathieu,Bilodeau,CAN,0,00:18:57,00:00:00,01:07:22,00:00:00,00:40:55,29,02:07:13
Patrice,Hamelin,CAN,28,00:18:23,00:00:00,01:07:53,00:00:00,00:41:01,30,02:07:16
John,Dahlz,USA,0,00:18:40,00:00:00,01:06:11,00:00:00,00:42:37,31,02:07:27
Paul,Krochak,CAN,29,00:19:13,00:00:00,01:07:10,00:00:00,00:42:11,32,02:08:34
Travis,Charter,CAN,0,00:18:38,00:00:00,01:07:40,00:00:00,00:42:37,33,02:08:55
Stephen,Partridge,CAN,0,00:18:36,00:00:00,01:07:41,00:00:00,00:42:45,34,02:09:00
Shane,Besler,CAN,0,00:19:58,00:00:00,01:06:35,00:00:00,00:49:19,35,02:15:51
Colin,Edwards,CAN,7,00:18:28,00:00:00,01:02:31,00:00:00,00:00:00,DNF,00:00:00
Daniel,Wells,CAN,21,00:17:42,00:00:00,01:07:04,00:00:00,00:00:00,DNF,00:00:00
Aaron,Webb,CAN,18,00:20:31,00:00:00,01:05:44,00:00:00,00:00:00,DNF,00:00:00
Johnny,Rockliff,AUS,32,00:17:37,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
David,Kuendig,USA,15,00:17:55,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Andre Paul,Baillargeon Smith,CAN,23,00:18:13,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Manuel,Huerta,PUR,8,00:18:19,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Ethan,Brown,USA,0,00:18:25,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Steve,Hewick,CAN,27,00:19:15,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Brad,Zoller,USA,0,00:19:25,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Jason,Thompson,CAN,0,00:20:15,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Pierre Etienne,Lambert,CAN,0,00:20:20,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Marc,Decaul,GRN,31,00:20:26,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Paul,Bregin,CAN,0,00:20:30,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Hank,Campbell,USA,0,00:21:10,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Julien,Biboud,CAN,0,00:23:27,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Stephen,Kilshaw,CAN,0,00:23:54,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Andre,Simon,CAN,0,00:24:09,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
