ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Courtney,Atkinson,AUS,8,00:16:48,00:00:00,01:00:28,00:00:00,00:30:44,1,01:48:03
Hunter,Kemper,USA,3,00:17:07,00:00:00,01:00:14,00:00:00,00:30:41,2,01:48:04
Andy,Potts,USA,10,00:16:46,00:00:00,01:00:39,00:00:00,00:30:46,3,01:48:11
Kris,Gemmell,NZL,4,00:16:52,00:00:00,01:00:27,00:00:00,00:31:02,4,01:48:22
Matthew,Reed,USA,11,00:17:00,00:00:00,01:00:25,00:00:00,00:31:22,5,01:48:47
Mark,Fretta,USA,1,00:17:09,00:00:00,00:59:57,00:00:00,00:32:14,6,01:49:20
Hirokatsu,Tayama,JPN,22,00:16:45,00:00:00,01:00:36,00:00:00,00:32:15,7,01:49:36
Bevan,Docherty,NZL,2,00:16:52,00:00:00,01:00:28,00:00:00,00:32:30,8,01:49:52
Leonardo,Fiorella,ITA,25,00:16:57,00:00:00,01:00:11,00:00:00,00:32:45,9,01:49:54
Stuart,Hayes,GBR,9,00:16:51,00:00:00,01:00:28,00:00:00,00:32:37,10,01:49:58
Junichi,Yamamoto,JPN,16,00:17:08,00:00:00,00:59:56,00:00:00,00:33:21,11,01:50:25
Giuseppe,Ferraro,ITA,38,00:17:07,00:00:00,01:02:10,00:00:00,00:31:22,12,01:50:40
Daniel,Torok,HUN,31,00:17:02,00:00:00,01:00:22,00:00:00,00:33:37,13,01:51:01
Andrea,D'Aquino,ITA,17,00:17:10,00:00:00,01:00:16,00:00:00,00:33:51,14,01:51:17
Sebastien,Gacond,SUI,42,00:16:56,00:00:00,01:00:25,00:00:00,00:34:10,15,01:51:32
Tamas,Nogradi,HUN,43,00:17:10,00:00:00,01:02:05,00:00:00,00:32:31,16,01:51:45
Hiroyuki,Nishiuchi,JPN,15,00:17:07,00:00:00,01:02:05,00:00:00,00:32:39,17,01:51:52
Yuichi,Hosoda,JPN,21,00:17:03,00:00:00,01:00:11,00:00:00,00:34:42,18,01:51:55
Joe,Umphenour,USA,12,00:16:52,00:00:00,01:00:28,00:00:00,00:34:36,19,01:51:59
Didier,Brocard,SUI,19,00:17:15,00:00:00,01:01:53,00:00:00,00:32:57,20,01:52:06
Danylo,Sapunov,UKR,5,00:17:08,00:00:00,01:02:04,00:00:00,00:33:09,21,01:52:22
Tsukasa,Hirano,JPN,18,00:16:50,00:00:00,01:00:36,00:00:00,00:35:18,22,01:52:44
Lorinc,Balogh,HUN,40,00:16:49,00:00:00,01:00:36,00:00:00,00:35:44,23,01:53:09
Kuniaki,Takahama,JPN,24,00:17:40,00:00:00,01:02:55,00:00:00,00:33:06,24,01:53:41
Daniel,Lee Chi Wo,HKG,6,00:18:07,00:00:00,01:02:24,00:00:00,00:33:20,25,01:53:50
Zhou,Fang,CHN,35,00:16:52,00:00:00,01:00:37,00:00:00,00:36:27,26,01:53:56
Zhihang,Jiang,CHN,20,00:17:10,00:00:00,01:02:05,00:00:00,00:34:46,27,01:54:03
Hiroki,Sugimoto,JPN,28,00:16:55,00:00:00,01:02:20,00:00:00,00:35:07,28,01:54:22
Fabrizio,Baralla,ITA,36,00:17:50,00:00:00,01:02:42,00:00:00,00:34:15,29,01:54:46
Jiajie,Kong,CHN,26,00:16:59,00:00:00,01:02:15,00:00:00,00:36:04,30,01:55:18
Brandon,Marsh,USA,37,00:17:46,00:00:00,01:02:46,00:00:00,00:35:06,31,01:55:38
Yiming,Zhang,CHN,41,00:17:17,00:00:00,01:03:19,00:00:00,00:35:36,32,01:56:12
Ronghu,Deng,CHN,33,00:17:32,00:00:00,01:03:12,00:00:00,00:36:22,33,01:57:06
David,Kuendig,USA,39,00:16:51,00:00:00,01:02:23,00:00:00,00:38:37,34,01:57:51
Ryosuke,Yamamoto,JPN,7,00:18:23,00:00:00,01:04:23,00:00:00,00:37:16,35,02:00:04
Taichi,Inudo,JPN,34,00:18:21,00:00:00,01:05:34,00:00:00,00:38:28,36,02:02:25
Michael,Arce,USA,0,00:16:47,00:00:00,01:00:38,00:00:00,00:00:00,DNF,00:00:00
Dmitriy,Gaag,KAZ,14,00:17:49,00:00:00,01:02:45,00:00:00,00:00:00,DNF,00:00:00
Harunobu,Sato,JPN,30,00:18:07,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
