People QuickFacts,Lakeville,Minnesota
"Population, 2013 estimate    ","58,562","5,420,380"
"Population, 2012 estimate    ","57,317","5,379,646"
"Population, 2010 (April 1) estimates base    ","55,954","5,303,925"
"Population, percent change, April 1, 2010 to July 1, 2013    ",4.7%,2.2%
"Population, percent change, April 1, 2010 to July 1, 2012    ",2.4%,1.4%
"Population, 2010    ","55,954","5,303,925"
"Persons under 5 years, percent, 2010    ",7.4%,6.7%
"Persons under 18 years, percent, 2010    ",31.8%,24.2%
"Persons 65 years and over, percent,  2010    ",5.8%,12.9%
"Female persons, percent, 2010    ",49.9%,50.4%
,,
"White alone, percent, 2010 (a)    ",89.3%,85.3%
"Black or African American alone, percent, 2010 (a)    ",2.5%,5.2%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.4%,1.1%
"Asian alone, percent, 2010 (a)    ",4.1%,4.0%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",Z,0.0%
"Two or More Races, percent, 2010    ",2.5%,2.4%
"Hispanic or Latino, percent, 2010 (b)    ",3.5%,4.7%
"White alone, not Hispanic or Latino, percent, 2010    ",87.3%,83.1%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",90.8%,85.5%
"Foreign born persons, percent, 2008-2012    ",5.7%,7.2%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",7.2%,10.6%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",96.7%,91.9%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",45.0%,32.2%
"Veterans, 2008-2012    ","3,333","377,522"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",26,22.7
"Housing units, 2010    ","19,456","2,347,201"
"Homeownership rate, 2008-2012    ",88.9%,73.0%
"Housing units in multi-unit structures, percent, 2008-2012    ",5.8%,21.6%
"Median value of owner-occupied housing units, 2008-2012    ","$251,800","$194,300"
"Households, 2008-2012    ","18,840","2,101,875"
"Persons per household, 2008-2012    ",2.96,2.46
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$36,699","$30,656"
"Median household income, 2008-2012    ","$92,989","$59,126"
"Persons below poverty level, percent, 2008-2012    ",4.3%,11.2%
,,
Business QuickFacts,Lakeville,Minnesota
"Total number of firms, 2007    ","5,085","496,657"
"Black-owned firms, percent, 2007    ",S,2.5%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",S,0.6%
"Asian-owned firms, percent, 2007    ",3.0%,2.3%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,S
"Hispanic-owned firms, percent, 2007    ",S,1.0%
"Women-owned firms, percent, 2007    ",29.8%,26.8%
,,
"Manufacturers shipments, 2007 ($1000)    ","714,331","107,563,060"
"Merchant wholesaler sales, 2007 ($1000)    ","255,111","82,878,056"
"Retail sales, 2007 ($1000)    ","536,860","71,384,103"
"Retail sales per capita, 2007    ","$9,991","$13,751"
"Accommodation and food services sales, 2007 ($1000)    ","54,403","10,423,660"
,,
Geography QuickFacts,Lakeville,Minnesota
"Land area in square miles, 2010    ",36.06,"79,626.74"
"Persons per square mile, 2010    ","1,551.9",66.6
FIPS Code    ,35180,27
Counties    ,"Dakota County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
