ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Bevan,Docherty,NZL,1,00:17:00,00:01:08,00:58:44,00:00:22,00:31:05,1,01:46:47
Aurélien,Lescure,FRA,33,00:17:11,00:01:08,00:58:37,00:00:24,00:31:02,2,01:46:49
Hunter,Kemper,USA,2,00:17:14,00:01:08,00:58:27,00:00:21,00:31:15,3,01:46:54
Kyle,Jones,CAN,5,00:17:02,00:01:06,00:58:44,00:00:21,00:31:23,4,01:47:06
Crisanto,Grajales,MEX,3,00:17:09,00:01:08,00:58:35,00:00:25,00:31:27,5,01:47:13
Simon,Whitfield,CAN,9,00:16:55,00:01:08,00:58:57,00:00:29,00:31:29,6,01:47:21
Akos,Vanek,HUN,54,00:17:04,00:01:08,00:58:39,00:00:22,00:31:40,7,01:47:22
Diogo,Sclebin,BRA,8,00:17:18,00:01:10,00:58:34,00:00:27,00:31:38,8,01:47:30
Hervé,Banti,MON,62,00:17:13,00:01:08,00:58:35,00:00:24,00:31:46,9,01:47:34
Aaron,Royle,AUS,18,00:16:40,00:01:06,00:59:04,00:00:24,00:31:54,10,01:47:37
Premysl,Svarc,CZE,17,00:17:08,00:01:08,00:58:40,00:00:26,00:31:54,11,01:47:41
Igor,Polyanskiy,RUS,49,00:16:58,00:01:08,00:58:46,00:00:24,00:31:59,12,01:47:44
Matthew,Sharp,GBR,76,00:17:10,00:01:08,00:00:00,00:00:00,00:00:00,13,01:47:46
Todd,Leckie,GBR,34,00:17:15,00:01:08,00:58:31,00:00:22,00:32:07,14,01:47:52
Gavin,Noble,IRL,6,00:16:55,00:01:08,00:58:55,00:00:24,00:32:14,15,01:48:05
Brent,Mcmahon,CAN,11,00:17:05,00:01:08,00:58:39,00:00:24,00:32:23,16,01:48:06
Andrew,Russell,CAN,26,00:00:00,00:00:00,00:00:00,00:00:24,00:32:23,17,01:48:09
Aleksandr,Latin,EST,60,00:17:17,00:01:10,00:58:28,00:00:21,00:32:29,18,01:48:14
Juraci,Moreira,BRA,25,00:17:09,00:01:08,00:58:34,00:00:22,00:32:39,19,01:48:24
Peter,Kerr,AUS,37,00:16:53,00:01:08,00:58:57,00:00:26,00:32:38,20,01:48:28
Tamas,Toth,HUN,61,00:17:13,00:01:08,00:58:37,00:00:26,00:32:46,21,01:48:36
Csaba,Rendes,HUN,28,00:17:10,00:01:08,00:58:31,00:00:21,00:32:58,22,01:48:39
Fabio,Carvalho,BRA,21,00:17:15,00:01:08,00:58:31,00:00:24,00:32:57,23,01:48:44
