ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Barbara,Lindquist,USA,0,00:19:45,00:00:00,01:08:11,00:00:00,00:37:07,1,02:05:57
Sheila,Taormina,USA,0,00:19:46,00:00:00,01:08:32,00:00:00,00:38:45,2,02:07:49
Becky,Gibbs,USA,0,00:20:36,00:00:00,01:11:36,00:00:00,00:37:28,3,02:10:31
Susan,Williams,USA,0,00:20:39,00:00:00,01:11:06,00:00:00,00:38:18,4,02:10:54
Natasha,Filliol,CAN,0,00:22:00,00:00:00,01:12:00,00:00:00,00:37:28,5,02:12:13
Joanna,Zieger,USA,0,00:20:40,00:00:00,01:13:30,00:00:00,00:38:16,6,02:13:19
Gina,Kehr,USA,0,00:20:47,00:00:00,01:13:21,00:00:00,00:38:25,7,02:13:27
Lauren,Groves,CAN,0,00:20:59,00:00:00,01:13:37,00:00:00,00:38:51,8,02:14:13
Julie,Swail,USA,0,00:20:37,00:00:00,01:13:36,00:00:00,00:39:58,9,02:15:07
Carolyn,Murray,CAN,0,00:21:47,00:00:00,01:14:34,00:00:00,00:38:39,10,02:15:53
Kelly,Handel,USA,0,00:20:40,00:00:00,01:16:11,00:00:00,00:38:37,11,02:16:29
Isabelle,Gagnon,CAN,0,00:21:39,00:00:00,01:12:30,00:00:00,00:41:24,12,02:16:31
Janelle,Bakke,USA,0,00:22:31,00:00:00,01:13:45,00:00:00,00:00:00,DNF,00:00:00
Kelly,Rea,USA,0,00:20:59,00:00:00,01:16:33,00:00:00,00:00:00,DNF,00:00:00
Alexis,Waddel,USA,0,00:24:16,00:00:00,01:13:22,00:00:00,00:00:00,DNF,00:00:00
Samantha,Mcglone,CAN,0,00:22:13,00:00:00,01:16:31,00:00:00,00:00:00,DNF,00:00:00
Jennifer,Maclean,CAN,0,00:23:12,00:00:00,01:18:29,00:00:00,00:00:00,DNF,00:00:00
Suzanne,Weckend,CAN,0,00:20:47,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Amanda,Pagon,USA,0,00:21:01,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Rachel,Joyce,CAN,0,00:21:48,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Thalia,Castillo,MEX,0,00:22:02,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Tiffany,Evans,CAN,0,00:22:28,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Kerry,Spearing,IRL,0,00:23:14,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Janet,Nielsen,CAN,0,00:23:13,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Jenna,Layden,CAN,0,00:24:49,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
