2002-2003 Public School and AEA Teacher Information,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Iowa Department of Education, Bureau of Planning, Research and Evaluation, Basic Educational Data Survey, Staff and Address Files 2002-2003",,,,,,,,,,,,,,,,,,,,,,,,
Notes:    ,"Figures represent average total salaries for full-time public school staff with teaching position codes and contract days >=180 and salary >=$24,500. ",,,,,,,,,,,,,,,,,,,,,,,
             ,"5,468 full-time public school staff with teaching position codes also reported that they served in the capacity of administrator and/or student support services personnel. ",,,,,,,,,,,,,,,,,,,,,,,
             ,Average salaries for these individuals would include salaries for these additional responsibilities as well.,,,,,,,,,,,,,,,,,,,,,,,
             ,The missing data '.' in the column of  'average full-time beginning teacher salary' indicates that the districts did not hire any beginning teachers in year of 2002-03.,,,,,,,,,,,,,,,,,,,,,,,
,Data under 'FT Teachers with Teaching Position Codes Only' was calculated including only teachers with teaching position codes.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
PUBLIC SCHOOL TEACHERS,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Teachers,Teachers,,FT Teacher Salary,FT Teacher Salary,FT Teacher Salary,FT Teacher Salary,,FT Teacher Experience,FT Teacher Experience,,,,FT Teachers w/ Advanced Degrees,FT Teachers w/ Advanced Degrees,,FT Teachers with Teaching Position Codes Only,FT Teachers with Teaching Position Codes Only,FT Teachers with Teaching Position Codes Only
County,AEA,District,Name,Certified Enrollment,,Full-Time (FT),Part-Time (PT),,Average ,Minimum,Maximum,Average Beginning ,,Total Experience,District Experience,, FT Teacher Average Age,,Number ,Percent ,,Number ,Average Salary,Maximum Salary
42,6,9,AGWSR,897.3,,50,15,,37353.68,25825,48674,.,,14.28,10.64,,41.32,,5,10,,44,36822.02,48674
39,11,18,ADAIR-CASEY,368.2,,34,0,,32005.21,24500,51250,28477.5,,15.5294,11.2059,,43.0882,,4,11.76470588235294,,23,30536.96,37817
25,11,27,ADEL-DESOTO-MINBURN,1444.7,,102,6,,37478.25,27236,50994,27867.67,,14.9314,11.7059,,40.5098,,13,12.745098039215685,,79,36495.65,48460
75,12,63,AKRON WESTFIELD,560.4,,52,0,,34382.6,26060,49617,26821.5,,16.3077,13.25,,42.6346,,9,17.307692307692307,,43,33563.09,44311
11,5,72,ALBERT CITY-TRUESDALE,300.9,,26,2,,30703.85,24500,44178,25215.8,,13.0385,9.8846,,40.6923,,0,0,,17,29963.35,35225
68,15,81,ALBIA,1292.6,,89,2,,37893.49,25535,56212,26782.33,,16.3708,13.6742,,42.573,,21,23.595505617977526,,70,37949.53,51818
57,10,99,ALBURNETT,617.4,,41,2,,37589.66,27249,57305,.,,15.9024,13.6098,,43.2683,,8,19.51219512195122,,36,36818.97,52949
42,6,108,ALDEN,288,,23,5,,33209.26,27519,40511,.,,13.4783,10.2174,,43.1304,,0,0,,19,33071.05,40511
55,3,126,ALGONA,1362.2,,96,5,,43560.36,25751,61236,.,,17.9167,13.7396,,42.9167,,26,27.083333333333332,,72,43840.06,61236
3,1,135,ALLAMAKEE,1553.1,,93,2,,37961.97,24569,51215,26405.67,,16.4301,13.3763,,43.6452,,23,24.731182795698924,,77,37482.32,48513
12,7,153,ALLISON-BRISTOW,342.2,,28,1,,32575.21,26000,56000,28773.33,,10.7857,8.5,,38.8571,,3,10.714285714285714,,21,31449.62,38957
11,5,171,ALTA,603.9,,41,5,,35403.83,27204,43741,.,,13.4146,11.4146,,40.878,,6,14.634146341463413,,36,35006.19,43741
85,11,225,AMES,4624,,288,41,,43007.7,25500,63205,26563.33,,16.7222,12.8993,,45.8125,,102,35.41666666666667,,253,42957.02,60080
53,10,234,ANAMOSA,1315.2,,96,4,,39045.96,28540,52730,28830,,14.7708,10.875,,41.2292,,19,19.791666666666664,,77,38847.66,52565
49,9,243,ANDREW,340,,29,1,,34476.97,25402,40328,27014.5,,16.5517,12.6897,,42.7586,,4,13.793103448275861,,21,34544.29,40328
15,13,252,ANITA,312.6,,28,2,,31643.68,26125,38116,.,,17.8571,14.7143,,44.3214,,8,28.57142857142857,,20,30836.8,38116
77,11,261,ANKENY,6221.2,,339,13,,42830.12,32212,59300,32731.3,,15.0118,10.236,,40.059,,94,27.728613569321535,,284,42478.83,57296
97,12,270,ANTHON-OTO,310.7,,27,1,,29629.07,24500,40097,25460.33,,9.2593,6.7037,,37.2963,,4,14.814814814814813,,19,29964.89,40097
12,7,279,APLINGTON,363.3,,17,5,,41814.88,28804,49030,.,,18.0588,14.6471,,43.7647,,5,29.411764705882355,,17,41814.88,49030
32,3,333,ARMSTRONG-RINGSTED,369,,34,0,,34439.88,26788,48500,27031,,18.1765,16.5882,,46.7941,,6,17.647058823529413,,26,34129.88,43753
24,12,355,AR-WE-VA,420.1,,29,5,,37784.9,30000,51294,.,,17.6897,13.5862,,44.8966,,5,17.24137931034483,,20,37236.85,42517
15,13,387,ATLANTIC,1526.5,,106,5,,39621.99,27043,52111,27647.5,,18.9245,14.6698,,44.9245,,30,28.30188679245283,,85,39250.71,48504
