People QuickFacts,Hondo,Texas
"Population, 2012 estimate    ","8,898","26,060,796"
"Population, 2010 (April 1) estimates base    ","8,806","25,145,561"
"Population, percent change, April 1, 2010 to July 1, 2012    ",1.0%,3.6%
"Population, 2010    ","8,803","25,145,561"
"Persons under 5 years, percent, 2010    ",6.5%,7.7%
"Persons under 18 years, percent, 2010    ",23.6%,27.3%
"Persons 65 years and over, percent,  2010    ",11.5%,10.3%
"Female persons, percent, 2010    ",40.6%,50.4%
,,
"White alone, percent, 2010 (a)    ",81.0%,70.4%
"Black or African American alone, percent, 2010 (a)    ",7.9%,11.8%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.6%,0.7%
"Asian alone, percent, 2010 (a)    ",1.5%,3.8%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",Z,0.1%
"Two or More Races, percent, 2010    ",1.8%,2.7%
"Hispanic or Latino, percent, 2010 (b)    ",63.5%,37.6%
"White alone, not Hispanic or Latino, percent, 2010    ",26.9%,45.3%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",78.5%,82.6%
"Foreign born persons, percent, 2008-2012    ",8.0%,16.3%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",49.2%,34.6%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",73.7%,80.8%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",15.0%,26.3%
"Veterans, 2008-2012    ",509,"1,611,660"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",17.4,24.9
"Housing units, 2010    ","2,621","9,977,436"
"Homeownership rate, 2008-2012    ",59.0%,63.9%
"Housing units in multi-unit structures, percent, 2008-2012    ",21.5%,24.1%
"Median value of owner-occupied housing units, 2008-2012    ","$83,500","$128,000"
"Households, 2008-2012    ","2,452","8,782,598"
"Persons per household, 2008-2012    ",2.62,2.8
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$14,540","$25,809"
"Median household income, 2008-2012    ","$32,917","$51,563"
"Persons below poverty level, percent, 2008-2012    ",30.0%,17.4%
,,
Business QuickFacts,Hondo,Texas
"Total number of firms, 2007    ","1,096","2,164,852"
"Black-owned firms, percent, 2007    ",F,7.1%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",S,0.9%
"Asian-owned firms, percent, 2007    ",F,5.3%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",29.2%,20.7%
"Women-owned firms, percent, 2007    ",25.2%,28.2%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"593,541,502"
"Merchant wholesaler sales, 2007 ($1000)    ",D,"424,238,194"
"Retail sales, 2007 ($1000)    ","122,984","311,334,781"
"Retail sales per capita, 2007    ","$13,854","$13,061"
"Accommodation and food services sales, 2007 ($1000)    ","9,468","42,054,592"
,,
Geography QuickFacts,Hondo,Texas
"Land area in square miles, 2010    ",9.62,"261,231.71"
"Persons per square mile, 2010    ",914.9,96.3
FIPS Code    ,34676,48
Counties    ,"Medina County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
