ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Harunobu,Sato,JPN,0,00:18:45,00:00:00,01:07:00,00:00:00,00:33:55,1,01:59:41
Hiroyuki,Nishiuchi,JPN,0,00:17:56,00:00:00,01:07:41,00:00:00,00:34:31,2,02:00:07
Kuniaki,Takahama,JPN,0,00:18:37,00:00:00,01:07:12,00:00:00,00:34:20,3,02:00:09
Junichi,Yamamoto,JPN,0,00:18:33,00:00:00,01:07:07,00:00:00,00:35:40,4,02:01:21
Tsukasa,Hirano,JPN,0,00:16:50,00:00:00,01:08:53,00:00:00,00:36:33,5,02:02:16
Hideo,Nakagome,JPN,0,00:18:38,00:00:00,01:07:07,00:00:00,00:36:50,6,02:02:36
Lieuw,Boonstra,RSA,0,00:18:46,00:00:00,01:07:03,00:00:00,00:37:00,7,02:02:48
Kodo,Hiramatsu,JPN,0,00:19:34,00:00:00,01:06:52,00:00:00,00:36:47,8,02:03:13
Jiro,Kikuchi,JPN,0,00:19:38,00:00:00,01:06:52,00:00:00,00:36:56,9,02:03:27
Tomokazu,Fukushima,JPN,0,00:18:45,00:00:00,01:07:11,00:00:00,00:37:42,10,02:03:38
Yuichi,Hosoda,JPN,0,00:17:57,00:00:00,01:07:43,00:00:00,00:38:21,11,02:04:00
Yutaro,Harada,JPN,0,00:19:00,00:00:00,01:07:38,00:00:00,00:37:46,12,02:04:24
Kenji,Umatate,JPN,0,00:18:46,00:00:00,01:07:01,00:00:00,00:39:02,13,02:04:51
Kenta,Ando,MAC,0,00:18:31,00:00:00,01:07:16,00:00:00,00:39:23,14,02:05:10
Yohei,Nakamoto,JPN,0,00:19:49,00:00:00,01:06:05,00:00:00,00:39:20,15,02:05:13
Shingo,Yoshikoshi,JPN,0,00:18:40,00:00:00,01:07:00,00:00:00,00:40:30,16,02:06:10
Sho,Higashino,JPN,0,00:19:23,00:00:00,01:07:04,00:00:00,00:41:01,17,02:07:29
Kenji,Ishigami,JPN,0,00:19:23,00:00:00,01:07:17,00:00:00,00:40:56,18,02:07:36
Satoshi,Iwata,JPN,0,00:19:31,00:00:00,01:09:27,00:00:00,00:38:49,19,02:07:46
Kazuki,Inoue,JPN,0,00:18:36,00:00:00,01:07:15,00:00:00,00:42:10,20,02:08:01
Hirotsugu,Kuwahara,JPN,0,00:20:34,00:00:00,01:11:35,00:00:00,00:36:22,21,02:08:30
Seigo,Ebisawa,JPN,0,00:18:42,00:00:00,01:10:19,00:00:00,00:39:30,22,02:08:32
Masahiro,Nishizaki,JPN,0,00:20:19,00:00:00,01:09:43,00:00:00,00:39:21,23,02:09:24
Kensuke,Okazawa,JPN,0,00:19:43,00:00:00,01:10:19,00:00:00,00:39:49,24,02:09:51
Hiroaki,Ito,JPN,0,00:19:10,00:00:00,01:09:57,00:00:00,00:42:16,25,02:11:22
Atsushi,Ushio,JPN,0,00:19:41,00:00:00,01:09:12,00:00:00,00:42:39,26,02:11:31
Makoto,Komazaki,JPN,0,00:19:33,00:00:00,01:09:33,00:00:00,00:43:19,27,02:12:25
Yuya,Shigeta,JPN,0,00:18:40,00:00:00,01:10:26,00:00:00,00:44:52,28,02:13:59
Daisuke,Aoki,JPN,0,00:19:33,00:00:00,01:09:23,00:00:00,00:45:30,29,02:14:25
Takuya,Kondo,JPN,0,00:19:45,00:00:00,01:09:17,00:00:00,00:46:17,30,02:15:20
Kunihiko,Miki,JPN,0,00:19:52,00:00:00,01:10:32,00:00:00,00:45:31,31,02:15:55
Yuichi,Hasegawa,JPN,0,00:19:35,00:00:00,01:10:34,00:00:00,00:49:11,32,02:19:20
Koichi,Horie,JPN,0,00:19:56,00:00:00,01:14:56,00:00:00,00:47:05,33,02:21:57
Teruji,Agarie,JPN,0,00:20:23,00:00:00,01:14:03,00:00:00,00:48:00,34,02:22:26
Hiroshi,Fujimura,JPN,0,00:18:46,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Yuki,Imaida,JPN,0,00:20:22,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Kenji,Izumi,JPN,0,00:21:10,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Tomohiko,Kano,JPN,0,00:19:36,00:00:00,01:14:59,00:00:00,00:00:00,DNF,00:00:00
Daiki,Masuda,JPN,0,00:19:43,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Sho,Matsuzaki,JPN,0,00:19:28,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Teppei,Takeuchi,JPN,0,00:18:40,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Esteban,Kahs-Garay,CHI,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Makoto,Nagatome,JPN,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
