People QuickFacts,Taylor County,Iowa
"Population, 2013 estimate    ",,"3,090,416"
"Population, 2012 estimate    ","6,208","3,075,039"
"Population, 2010 (April 1) estimates base    ","6,317","3,046,857"
"Population, percent change, April 1, 2010 to July 1, 2013    ",,1.4%
"Population, percent change, April 1, 2010 to July 1, 2012    ",-1.7%,0.9%
"Population, 2010    ","6,317","3,046,355"
"Persons under 5 years, percent, 2012    ",5.4%,6.4%
"Persons under 18 years, percent, 2012    ",23.4%,23.5%
"Persons 65 years and over, percent, 2012    ",20.9%,15.3%
"Female persons, percent, 2012    ",50.0%,50.4%
,,
"White alone, percent, 2012 (a)    ",98.2%,92.8%
"Black or African American alone, percent, 2012 (a)    ",0.5%,3.2%
"American Indian and Alaska Native alone, percent, 2012 (a)    ",0.2%,0.5%
"Asian alone, percent, 2012 (a)    ",0.3%,2.0%
"Native Hawaiian and Other Pacific Islander alone, percent, 2012 (a)    ",0.1%,0.1%
"Two or More Races, percent, 2012    ",0.7%,1.6%
"Hispanic or Latino, percent, 2012 (b)    ",7.1%,5.3%
"White alone, not Hispanic or Latino, percent, 2012    ",91.4%,88.0%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",91.9%,84.7%
"Foreign born persons, percent, 2008-2012    ",3.4%,4.3%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",7.2%,7.1%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",89.9%,90.7%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",13.1%,25.3%
"Veterans, 2008-2012    ",642,"233,698"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",21.2,18.7
"Housing units, 2012    ","3,094","1,345,738"
"Homeownership rate, 2008-2012    ",77.3%,72.6%
"Housing units in multi-unit structures, percent, 2008-2012    ",7.4%,18.4%
"Median value of owner-occupied housing units, 2008-2012    ","$65,100","$123,000"
"Households, 2008-2012    ","2,736","1,223,509"
"Persons per household, 2008-2012    ",2.25,2.41
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$22,872","$26,545"
"Median household income, 2008-2012    ","$42,638","$51,129"
"Persons below poverty level, percent, 2008-2012    ",15.0%,12.2%
,,
Business QuickFacts,Taylor County,Iowa
"Private nonfarm establishments, 2011    ",134,"80,113"
"Private nonfarm employment, 2011    ","1,395","1,263,665"
"Private nonfarm employment, percent change, 2010-2011    ",-2.0%,0.8%
"Nonemployer establishments, 2011    ",538,"202,971"
,,
"Total number of firms, 2007    ",722,"259,931"
"Black-owned firms, percent, 2007    ",F,0.8%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.2%
"Asian-owned firms, percent, 2007    ",F,1.1%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",F,0.9%
"Women-owned firms, percent, 2007    ",S,25.5%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"97,592,051"
"Merchant wholesaler sales, 2007 ($1000)    ","40,979","41,068,338"
"Retail sales, 2007 ($1000)    ","25,098","39,234,649"
"Retail sales per capita, 2007    ","$3,906","$13,172"
"Accommodation and food services sales, 2007 ($1000)    ",D,"4,737,719"
"Building permits, 2012    ",6,"9,501"
,,
Geography QuickFacts,Taylor County,Iowa
"Land area in square miles, 2010    ",531.9,"55,857.13"
"Persons per square mile, 2010    ",11.9,54.5
FIPS Code    ,173,19
Metropolitan or Micropolitan Statistical Area    ,None, 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
