People QuickFacts,Bloomington,Illinois
"Population, 2013 estimate    ","78,902","12,882,135"
"Population, 2012 estimate    ","77,727","12,868,192"
"Population, 2010 (April 1) estimates base    ","76,616","12,830,632"
"Population, percent change, April 1, 2010 to July 1, 2013    ",3.0%,0.4%
"Population, percent change, April 1, 2010 to July 1, 2012    ",1.5%,0.3%
"Population, 2010    ","76,610","12,830,632"
"Persons under 5 years, percent, 2010    ",7.0%,6.5%
"Persons under 18 years, percent, 2010    ",24.5%,24.4%
"Persons 65 years and over, percent,  2010    ",10.0%,12.5%
"Female persons, percent, 2010    ",51.3%,51.0%
,,
"White alone, percent, 2010 (a)    ",77.5%,71.5%
"Black or African American alone, percent, 2010 (a)    ",10.1%,14.5%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.3%,0.3%
"Asian alone, percent, 2010 (a)    ",7.0%,4.6%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",Z,0.0%
"Two or More Races, percent, 2010    ",2.9%,2.3%
"Hispanic or Latino, percent, 2010 (b)    ",5.6%,15.8%
"White alone, not Hispanic or Latino, percent, 2010    ",74.6%,63.7%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",81.1%,86.8%
"Foreign born persons, percent, 2008-2012    ",8.5%,13.8%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",11.0%,22.2%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",93.8%,87.0%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",45.4%,31.1%
"Veterans, 2008-2012    ","4,652","755,256"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",15.9,28.1
"Housing units, 2010    ","34,339","5,296,715"
"Homeownership rate, 2008-2012    ",63.9%,68.0%
"Housing units in multi-unit structures, percent, 2008-2012    ",33.6%,32.9%
"Median value of owner-occupied housing units, 2008-2012    ","$159,800","$190,800"
"Households, 2008-2012    ","30,580","4,774,275"
"Persons per household, 2008-2012    ",2.43,2.62
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$32,593","$29,519"
"Median household income, 2008-2012    ","$59,956","$56,853"
"Persons below poverty level, percent, 2008-2012    ",11.2%,13.7%
,,
Business QuickFacts,Bloomington,Illinois
"Total number of firms, 2007    ","6,187","1,123,817"
"Black-owned firms, percent, 2007    ",6.1%,9.5%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.5%
"Asian-owned firms, percent, 2007    ",5.0%,5.3%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",S,5.0%
"Women-owned firms, percent, 2007    ",31.5%,30.5%
,,
"Manufacturers shipments, 2007 ($1000)    ","820,971","257,760,713"
"Merchant wholesaler sales, 2007 ($1000)    ","3,984,133","231,082,768"
"Retail sales, 2007 ($1000)    ","1,298,325","165,450,520"
"Retail sales per capita, 2007    ","$17,908","$12,947"
"Accommodation and food services sales, 2007 ($1000)    ","221,207","25,469,026"
,,
Geography QuickFacts,Bloomington,Illinois
"Land area in square miles, 2010    ",27.22,"55,518.93"
"Persons per square mile, 2010    ","2,814.8",231.1
FIPS Code    ,6613,17
Counties    ,"McLean County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
