ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Cameron,Good,AUS,8,00:15:48,00:00:00,00:32:31,00:00:00,00:07:48,1,00:56:09
Ryan,Fisher,AUS,11,00:15:58,00:00:00,00:32:19,00:00:00,00:08:18,2,00:56:34
Drew,Box,AUS,5,00:15:54,00:00:00,00:32:30,00:00:00,00:08:18,3,00:56:42
Jesse,Featonby,AUS,9,00:15:57,00:00:00,00:32:28,00:00:00,00:08:28,4,00:56:53
Nick,Kastelein,AUS,15,00:15:58,00:00:00,00:33:16,00:00:00,00:07:51,5,00:57:05
Nicholas,Hull,AUS,20,00:16:14,00:00:00,00:32:45,00:00:00,00:08:08,6,00:57:09
Ron,Darmon,ISR,19,00:15:56,00:00:00,00:33:20,00:00:00,00:07:56,7,00:57:13
Matt,Brown,AUS,23,00:16:00,00:00:00,00:33:00,00:00:00,00:08:22,8,00:57:24
Jamie,Huggett,AUS,2,00:15:57,00:00:00,00:33:08,00:00:00,00:08:33,9,00:57:39
Michael,Gosman,AUS,24,00:15:58,00:00:00,00:33:19,00:00:00,00:08:26,10,00:57:43
Andreas,Giglmayr,AUT,1,00:16:13,00:00:00,00:33:44,00:00:00,00:07:55,11,00:57:53
Bryce,Mcmaster,NZL,12,00:15:58,00:00:00,00:33:18,00:00:00,00:08:38,12,00:57:55
Peter,Kerr,AUS,16,00:15:53,00:00:00,00:33:24,00:00:00,00:08:42,13,00:57:59
Aaron,Royle,AUS,7,00:15:58,00:00:00,00:33:21,00:00:00,00:08:43,14,00:58:04
David,Matthews,AUS,6,00:00:00,00:00:00,00:51:36,00:00:00,00:08:04,15,00:59:40
Tim,George,AUS,10,00:16:14,00:00:00,00:34:59,00:00:00,00:09:13,16,01:00:27
Mike,Lori ,AUS,17,00:16:06,00:00:00,00:36:16,00:00:00,00:08:27,17,01:00:48
Joshua,Maeder,AUS,3,00:17:17,00:00:00,00:35:06,00:00:00,00:09:28,18,01:01:50
Josh,Mchugh,AUS,4,00:16:51,00:00:00,00:35:35,00:00:00,00:09:25,19,01:01:50
