ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Vanessa,Fernandes,POR,3,00:20:23,00:01:27,01:08:23,00:00:23,00:34:17,1,02:04:51
Annabel,Luxford,AUS,1,00:19:59,00:01:26,01:08:47,00:00:18,00:35:36,2,02:06:03
Emma,Snowsill,AUS,2,00:20:08,00:01:29,01:08:38,00:00:24,00:35:33,3,02:06:11
Anja,Dittmer,GER,9,00:20:13,00:01:35,01:08:24,00:00:20,00:36:21,4,02:06:53
Laura,Bennett,USA,8,00:20:04,00:01:28,01:08:40,00:00:19,00:37:34,5,02:08:02
Becky,Lavelle,USA,17,00:20:08,00:01:31,01:08:12,00:00:20,00:37:51,6,02:08:04
Vendula,Frintova,CZE,18,00:21:38,00:01:33,01:09:08,00:00:20,00:35:47,7,02:08:27
Julie,Ertel,USA,11,00:20:08,00:01:34,01:08:28,00:00:20,00:38:13,8,02:08:42
Michelle,Dillon,GBR,6,00:21:41,00:01:37,01:08:59,00:00:23,00:36:12,9,02:08:52
Sarah,Haskins,USA,21,00:20:04,00:01:35,01:08:35,00:00:23,00:38:27,10,02:09:02
Rina,Hill,AUS,34,00:20:04,00:01:31,01:08:36,00:00:19,00:38:47,11,02:09:19
Carolyn,Murray,CAN,16,00:21:40,00:01:31,01:09:09,00:00:23,00:36:59,12,02:09:41
Kiyomi,Niwata,JPN,7,00:21:21,00:01:37,01:09:22,00:00:21,00:37:17,13,02:10:00
Barbara,Lindquist,USA,10,00:20:08,00:01:33,01:08:29,00:00:20,00:39:43,14,02:10:11
Lauren,Groves,CAN,15,00:21:41,00:01:35,01:09:04,00:00:21,00:37:49,15,02:10:30
Tameka,Day,AUS,33,00:21:45,00:01:33,01:09:05,00:00:24,00:38:12,16,02:10:57
Misato,Takagi,JPN,28,00:21:38,00:01:35,01:09:10,00:00:24,00:38:22,17,02:11:09
Susan,Williams,USA,12,00:20:07,00:01:50,01:08:15,00:00:20,00:40:43,18,02:11:15
Samantha,Warriner,NZL,5,00:21:08,00:01:30,01:09:44,00:00:20,00:38:45,19,02:11:27
Shizuka,Kutsuna,JPN,23,00:21:22,00:01:45,01:09:17,00:00:23,00:38:54,20,02:11:40
Andrea,Hewitt,NZL,35,00:20:41,00:01:34,01:10:03,00:00:24,00:39:19,21,02:11:59
Maki,Nishiuchi,JPN,25,00:21:18,00:01:39,01:09:30,00:00:20,00:39:26,22,02:12:10
Anais,Moniz,POR,40,00:20:07,00:01:39,01:10:35,00:00:25,00:39:35,23,02:12:19
Ricarda,Lisk,GER,26,00:21:22,00:01:41,01:09:15,00:00:27,00:39:51,24,02:12:35
Leesa,White,AUS,24,00:21:41,00:01:35,01:09:03,00:00:24,00:40:01,25,02:12:41
Rika,Takahashi,JPN,29,00:21:41,00:01:39,01:09:01,00:00:24,00:40:12,26,02:12:55
Kathy,Tremblay,CAN,27,00:21:42,00:01:31,01:09:09,00:00:24,00:40:56,27,02:13:42
Nicky,Samuels,NZL,36,00:21:42,00:01:33,01:09:07,00:00:23,00:41:02,28,02:13:46
Sarah,Bryant,NZL,37,00:23:41,00:01:37,01:12:41,00:00:20,00:39:40,29,02:17:58
Rebecca,Spence,NZL,41,00:21:17,00:01:37,01:10:46,00:00:18,00:44:24,30,02:18:22
Anna,Hamilton,NZL,38,00:23:41,00:01:35,01:12:41,00:00:20,00:40:13,31,02:18:28
Akane,Furutani,JPN,19,00:20:07,00:01:46,01:10:33,00:00:37,00:45:46,32,02:18:49
Saori,Ohmatsu,JPN,31,00:23:41,00:01:37,01:02:29,00:13:16,00:39:58,33,02:21:00
Sarah,Groff,USA,30,00:20:07,00:01:31,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Carol,Montgomery,CAN,32,00:21:16,00:01:44,01:09:25,00:00:24,00:00:00,DNF,00:00:00
Debbie,Tanner,NZL,20,00:21:40,00:01:36,01:09:05,00:00:20,00:00:00,DNF,00:00:00
Pip,Taylor,AUS,22,00:21:11,00:01:36,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Andrea,Whitcombe,GBR,4,00:21:42,00:01:35,01:09:04,00:00:24,00:00:00,DNF,00:00:00
Carmel,Hanly,NZL,39,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Gillian,Kornell,CAN,14,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
