ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Julie,Ertel,USA,3,00:18:14,00:01:14,01:01:02,00:00:16,00:36:35,1,01:57:23
Sarah,Haskins,USA,1,00:18:13,00:01:14,01:01:03,00:00:15,00:36:58,2,01:57:45
Lauren,Groves,CAN,2,00:19:29,00:01:10,01:02:31,00:00:17,00:36:19,3,01:59:50
Kathy,Tremblay,CAN,6,00:18:41,00:01:12,01:03:16,00:00:14,00:37:00,4,02:00:25
Melody,Ramirez,MEX,12,00:20:08,00:01:15,01:01:50,00:00:19,00:37:08,5,02:00:44
Mariana,Ohata,BRA,5,00:19:25,00:01:17,01:02:29,00:00:15,00:37:22,6,02:00:51
Adriana Fabiola,Corona,MEX,10,00:20:22,00:01:10,01:01:36,00:00:12,00:37:36,7,02:00:59
Barbara,Riveros,CHI,11,00:20:17,00:01:10,01:01:44,00:00:14,00:38:15,8,02:01:42
Carla,Moreno,BRA,13,00:19:26,00:01:19,01:02:29,00:00:16,00:38:31,9,02:02:03
Sara,Mclarty,USA,4,00:18:13,00:01:17,01:01:03,00:00:16,00:41:16,10,02:02:07
Andrea Paola,Bonilla Tello,ECU,15,00:20:13,00:01:18,01:01:42,00:00:20,00:38:41,11,02:02:16
Flora,Duffy,BER,8,00:19:28,00:01:14,01:02:31,00:00:17,00:39:42,12,02:03:13
Yanitza,Perez,CUB,20,00:20:19,00:01:17,01:01:34,00:00:18,00:40:16,13,02:03:49
Alia,Cardinale Villalobos,CRC,22,00:20:18,00:01:17,01:01:37,00:00:18,00:40:26,14,02:03:59
Dunia,Gomez,MEX,9,00:20:22,00:01:12,01:01:37,00:00:13,00:40:53,15,02:04:20
Pamela,Geijo,ARG,27,00:20:11,00:01:17,01:01:44,00:00:17,00:41:05,16,02:04:37
Venus,Rodriguez,CUB,23,00:19:27,00:01:18,01:02:29,00:00:21,00:41:51,17,02:05:28
Fiorella,D'Croz,COL,18,00:20:18,00:01:17,01:01:40,00:00:14,00:42:21,18,02:05:52
Sandra,Soldan,BRA,16,00:18:42,00:01:20,01:03:10,00:00:19,00:43:01,19,02:06:35
Rosemary,Lopez,VEN,14,00:19:25,00:01:19,01:02:28,00:00:17,00:44:15,20,02:07:46
Melissa,Rios,PUR,21,00:19:26,00:01:16,01:02:32,00:00:19,00:45:25,21,02:09:00
Elizabeth,Bravo,ECU,17,00:20:24,00:01:18,01:06:53,00:00:18,00:42:05,22,02:11:00
Maydelin,Justo,CUB,25,00:20:21,00:01:18,01:06:56,00:00:19,00:42:24,23,02:11:20
Monica,Umaña,CRC,24,00:20:23,00:01:26,01:06:51,00:00:24,00:43:01,24,02:12:08
Virginia,Lopez,URU,30,00:20:25,00:01:23,01:06:46,00:00:19,00:46:21,25,02:15:17
Nidia,Kondratavicius,ARG,29,00:20:19,00:01:21,01:06:53,00:00:19,00:46:51,26,02:15:46
Paulina,Abrego,ARG,26,00:23:25,00:01:16,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Agnes,Eppers,BOL,28,00:24:47,00:01:23,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Maria Carmenza,Morales,COL,19,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Jill,Savege,CAN,7,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
