People QuickFacts,Henry County,Kentucky
"Population, 2013 estimate    ",,"4,395,295"
"Population, 2012 estimate    ","15,318","4,379,730"
"Population, 2010 (April 1) estimates base    ","15,416","4,339,357"
"Population, percent change, April 1, 2010 to July 1, 2013    ",,1.3%
"Population, percent change, April 1, 2010 to July 1, 2012    ",-0.6%,0.9%
"Population, 2010    ","15,416","4,339,367"
"Persons under 5 years, percent, 2012    ",5.9%,6.4%
"Persons under 18 years, percent, 2012    ",24.2%,23.2%
"Persons 65 years and over, percent, 2012    ",15.3%,14.0%
"Female persons, percent, 2012    ",50.5%,50.7%
,,
"White alone, percent, 2012 (a)    ",94.8%,88.6%
"Black or African American alone, percent, 2012 (a)    ",2.9%,8.1%
"American Indian and Alaska Native alone, percent, 2012 (a)    ",0.3%,0.3%
"Asian alone, percent, 2012 (a)    ",0.2%,1.3%
"Native Hawaiian and Other Pacific Islander alone, percent, 2012 (a)    ",0.1%,0.1%
"Two or More Races, percent, 2012    ",1.7%,1.6%
"Hispanic or Latino, percent, 2012 (b)    ",3.3%,3.2%
"White alone, not Hispanic or Latino, percent, 2012    ",91.8%,85.9%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",85.9%,84.9%
"Foreign born persons, percent, 2008-2012    ",1.7%,3.2%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",3.1%,4.8%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",80.2%,82.4%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",13.5%,21.0%
"Veterans, 2008-2012    ",999,"319,678"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",29,22.7
"Housing units, 2012    ","6,652","1,937,312"
"Homeownership rate, 2008-2012    ",71.6%,68.7%
"Housing units in multi-unit structures, percent, 2008-2012    ",6.9%,18.0%
"Median value of owner-occupied housing units, 2008-2012    ","$124,900","$120,000"
"Households, 2008-2012    ","6,018","1,691,716"
"Persons per household, 2008-2012    ",2.55,2.49
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$21,303","$23,210"
"Median household income, 2008-2012    ","$43,083","$42,610"
"Persons below poverty level, percent, 2008-2012    ",19.2%,18.6%
,,
Business QuickFacts,Henry County,Kentucky
"Private nonfarm establishments, 2011    ",204,"89,770"
"Private nonfarm employment, 2011    ","1,884","1,463,173"
"Private nonfarm employment, percent change, 2010-2011    ",2.2%,0.4%
"Nonemployer establishments, 2011    ","1,099","275,059"
,,
"Total number of firms, 2007    ","1,047","337,600"
"Black-owned firms, percent, 2007    ",S,3.1%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.3%
"Asian-owned firms, percent, 2007    ",F,1.6%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.0%
"Hispanic-owned firms, percent, 2007    ",S,1.1%
"Women-owned firms, percent, 2007    ",20.2%,25.6%
,,
"Manufacturers shipments, 2007 ($1000)    ",D,"119,105,421"
"Merchant wholesaler sales, 2007 ($1000)    ","46,545","74,680,759"
"Retail sales, 2007 ($1000)    ","153,316","50,405,925"
"Retail sales per capita, 2007    ","$9,689","$11,843"
"Accommodation and food services sales, 2007 ($1000)    ",D,"6,300,866"
"Building permits, 2012    ",25,"9,725"
,,
Geography QuickFacts,Henry County,Kentucky
"Land area in square miles, 2010    ",286.28,"39,486.34"
"Persons per square mile, 2010    ",53.9,109.9
FIPS Code    ,103,21
Metropolitan or Micropolitan Statistical Area    ,"Louisville/Jefferson County, KY-IN Metro Area", 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
