People QuickFacts,Iowa County,Iowa
"Population, 2013 estimate    ",,"3,090,416"
"Population, 2012 estimate    ","16,189","3,075,039"
"Population, 2010 (April 1) estimates base    ","16,355","3,046,857"
"Population, percent change, April 1, 2010 to July 1, 2013    ",,1.4%
"Population, percent change, April 1, 2010 to July 1, 2012    ",-1.0%,0.9%
"Population, 2010    ","16,355","3,046,355"
"Persons under 5 years, percent, 2012    ",5.9%,6.4%
"Persons under 18 years, percent, 2012    ",23.4%,23.5%
"Persons 65 years and over, percent, 2012    ",17.8%,15.3%
"Female persons, percent, 2012    ",50.4%,50.4%
,,
"White alone, percent, 2012 (a)    ",98.1%,92.8%
"Black or African American alone, percent, 2012 (a)    ",0.5%,3.2%
"American Indian and Alaska Native alone, percent, 2012 (a)    ",0.2%,0.5%
"Asian alone, percent, 2012 (a)    ",0.4%,2.0%
"Native Hawaiian and Other Pacific Islander alone, percent, 2012 (a)    ",Z,0.1%
"Two or More Races, percent, 2012    ",0.7%,1.6%
"Hispanic or Latino, percent, 2012 (b)    ",2.0%,5.3%
"White alone, not Hispanic or Latino, percent, 2012    ",96.4%,88.0%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",86.0%,84.7%
"Foreign born persons, percent, 2008-2012    ",1.0%,4.3%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",4.0%,7.1%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",92.6%,90.7%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",21.1%,25.3%
"Veterans, 2008-2012    ","1,157","233,698"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",21.7,18.7
"Housing units, 2012    ","7,251","1,345,738"
"Homeownership rate, 2008-2012    ",79.4%,72.6%
"Housing units in multi-unit structures, percent, 2008-2012    ",12.2%,18.4%
"Median value of owner-occupied housing units, 2008-2012    ","$137,300","$123,000"
"Households, 2008-2012    ","6,717","1,223,509"
"Persons per household, 2008-2012    ",2.38,2.41
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$29,053","$26,545"
"Median household income, 2008-2012    ","$57,318","$51,129"
"Persons below poverty level, percent, 2008-2012    ",9.9%,12.2%
,,
Business QuickFacts,Iowa County,Iowa
"Private nonfarm establishments, 2011    ",482,"80,113"
"Private nonfarm employment, 2011    ","7,945","1,263,665"
"Private nonfarm employment, percent change, 2010-2011    ",8.0%,0.8%
"Nonemployer establishments, 2011    ","1,211","202,971"
,,
"Total number of firms, 2007    ","1,264","259,931"
"Black-owned firms, percent, 2007    ",F,0.8%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.2%
"Asian-owned firms, percent, 2007    ",F,1.1%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",F,0.9%
"Women-owned firms, percent, 2007    ",24.1%,25.5%
,,
"Manufacturers shipments, 2007 ($1000)    ","1,478,930","97,592,051"
"Merchant wholesaler sales, 2007 ($1000)    ","80,218","41,068,338"
"Retail sales, 2007 ($1000)    ","213,413","39,234,649"
"Retail sales per capita, 2007    ","$13,512","$13,172"
"Accommodation and food services sales, 2007 ($1000)    ","25,049","4,737,719"
"Building permits, 2012    ",19,"9,501"
,,
Geography QuickFacts,Iowa County,Iowa
"Land area in square miles, 2010    ",586.46,"55,857.13"
"Persons per square mile, 2010    ",27.9,54.5
FIPS Code    ,95,19
Metropolitan or Micropolitan Statistical Area    ,None, 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
