People QuickFacts,Manitowoc,Wisconsin
"Population, 2012 estimate    ","33,383","5,724,554"
"Population, 2010 (April 1) estimates base    ","33,743","5,686,983"
"Population, percent change, April 1, 2010 to July 1, 2012    ",-1.1%,0.7%
"Population, 2010    ","33,736","5,686,986"
"Persons under 5 years, percent, 2010    ",6.2%,6.3%
"Persons under 18 years, percent, 2010    ",22.2%,23.6%
"Persons 65 years and over, percent,  2010    ",18.8%,13.7%
"Female persons, percent, 2010    ",51.8%,50.4%
,,
"White alone, percent, 2010 (a)    ",89.9%,86.2%
"Black or African American alone, percent, 2010 (a)    ",1.0%,6.3%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.6%,1.0%
"Asian alone, percent, 2010 (a)    ",4.6%,2.3%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",Z,0.0%
"Two or More Races, percent, 2010    ",1.9%,1.8%
"Hispanic or Latino, percent, 2010 (b)    ",5.0%,5.9%
"White alone, not Hispanic or Latino, percent, 2010    ",87.6%,83.3%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",90.3%,85.8%
"Foreign born persons, percent, 2008-2012    ",3.9%,4.6%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",9.3%,8.6%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",88.4%,90.2%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",20.4%,26.4%
"Veterans, 2008-2012    ","3,089","423,264"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",16,21.6
"Housing units, 2010    ","15,955","2,624,358"
"Homeownership rate, 2008-2012    ",66.2%,68.6%
"Housing units in multi-unit structures, percent, 2008-2012    ",31.9%,25.3%
"Median value of owner-occupied housing units, 2008-2012    ","$109,400","$169,000"
"Households, 2008-2012    ","14,926","2,286,339"
"Persons per household, 2008-2012    ",2.19,2.42
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$25,309","$27,426"
"Median household income, 2008-2012    ","$42,579","$52,627"
"Persons below poverty level, percent, 2008-2012    ",11.4%,12.5%
,,
Business QuickFacts,Manitowoc,Wisconsin
"Total number of firms, 2007    ","1,973","433,797"
"Black-owned firms, percent, 2007    ",2.5%,2.6%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.6%
"Asian-owned firms, percent, 2007    ",F,1.6%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,S
"Hispanic-owned firms, percent, 2007    ",3.2%,1.3%
"Women-owned firms, percent, 2007    ",24.8%,25.9%
,,
"Manufacturers shipments, 2007 ($1000)    ","1,995,179","163,563,195"
"Merchant wholesaler sales, 2007 ($1000)    ","170,821","59,996,244"
"Retail sales, 2007 ($1000)    ","529,366","72,283,321"
"Retail sales per capita, 2007    ","$16,060","$12,904"
"Accommodation and food services sales, 2007 ($1000)    ","57,354","9,247,311"
,,
Geography QuickFacts,Manitowoc,Wisconsin
"Land area in square miles, 2010    ",17.63,"54,157.80"
"Persons per square mile, 2010    ","1,913.7",105
FIPS Code    ,48500,55
Counties    ,"Manitowoc County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
