ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Miles,Stewart,AUS,0,00:19:50,00:00:00,00:57:49,00:00:00,00:30:44,1,01:48:22
Hamish,Carter,NZL,0,00:19:38,00:00:00,00:58:01,00:00:00,00:30:48,2,01:48:27
Juraci,Moreira,BRA,0,00:19:55,00:00:00,00:57:49,00:00:00,00:30:45,3,01:48:29
Courtney,Atkinson,AUS,0,00:19:41,00:00:00,00:57:58,00:00:00,00:31:08,4,01:48:47
Hunter,Kemper,USA,0,00:19:47,00:00:00,00:57:55,00:00:00,00:31:08,5,01:48:50
Chris,Hill,AUS,0,00:19:49,00:00:00,00:57:50,00:00:00,00:31:49,6,01:49:28
Bryce,Quirk,AUS,0,00:19:51,00:00:00,00:57:52,00:00:00,00:31:50,7,01:49:33
Shane,Reed,NZL,0,00:19:47,00:00:00,00:57:53,00:00:00,00:32:01,8,01:49:41
Joe,Umphenour,USA,0,00:19:45,00:00:00,00:57:58,00:00:00,00:32:16,9,01:49:59
Stephan,Bignet,FRA,0,00:19:39,00:00:00,00:58:10,00:00:00,00:32:28,10,01:50:17
Csaba,Kuttor,HUN,0,00:19:44,00:00:00,00:58:01,00:00:00,00:32:45,11,01:50:30
Trent,Chapman,AUS,0,00:19:52,00:00:00,00:57:49,00:00:00,00:33:16,12,01:50:58
Brent,Foster,NZL,0,00:19:43,00:00:00,00:57:59,00:00:00,00:33:21,13,01:51:03
Paulo,Miyashiro,BRA,0,00:19:46,00:00:00,00:57:59,00:00:00,00:33:24,14,01:51:10
Dmitriy,Gaag,KAZ,0,00:20:24,00:00:00,01:00:33,00:00:00,00:30:34,15,01:51:31
Hirokatsu,Tayama,JPN,0,00:19:36,00:00:00,00:58:08,00:00:00,00:34:01,16,01:51:45
Brad,Kahlefeldt,AUS,0,00:20:16,00:00:00,01:00:45,00:00:00,00:30:53,17,01:51:54
Hideo,Fukui,JPN,0,00:19:51,00:00:00,00:57:50,00:00:00,00:34:39,18,01:52:20
Filip,Ospaly,CZE,0,00:20:08,00:00:00,01:00:57,00:00:00,00:31:43,19,01:52:47
Gilberto,Gonzalez,VEN,0,00:20:22,00:00:00,01:00:41,00:00:00,00:31:57,20,01:53:01
Danylo,Sapunov,UKR,0,00:20:27,00:00:00,01:00:36,00:00:00,00:32:01,21,01:53:04
Mark,Fretta,USA,0,00:20:23,00:00:00,01:00:45,00:00:00,00:32:05,22,01:53:13
Andy,Kelsey,USA,0,00:20:25,00:00:00,01:00:43,00:00:00,00:32:17,23,01:53:26
Szabolcs,Varga,HUN,0,00:20:20,00:00:00,01:00:48,00:00:00,00:32:34,24,01:53:43
Anton,Tchoutchko,RUS,0,00:20:14,00:00:00,01:00:48,00:00:00,00:32:46,25,01:53:47
Peter,Hobor,HUN,0,00:20:23,00:00:00,01:00:50,00:00:00,00:32:45,26,01:53:58
Brian,Fleischmann,USA,0,00:20:23,00:00:00,01:00:46,00:00:00,00:32:54,27,01:54:03
Dmitriy,Smurov,KAZ,0,00:20:01,00:00:00,01:01:10,00:00:00,00:32:54,28,01:54:06
Ryosuke,Yamamoto,JPN,0,00:20:27,00:00:00,01:00:41,00:00:00,00:33:16,29,01:54:24
Doug,Friman,USA,0,00:20:16,00:00:00,01:00:28,00:00:00,00:33:40,30,01:54:26
Marcin,Wedlarski,SWE,0,00:20:29,00:00:00,01:00:36,00:00:00,00:33:32,31,01:54:38
Takumi,Obara,JPN,0,00:20:25,00:00:00,01:00:35,00:00:00,00:33:40,32,01:54:41
Mikhail,Kuznestov,KAZ,0,00:20:25,00:00:00,01:00:43,00:00:00,00:34:24,33,01:55:31
Hideo,Nakagome,JPN,0,00:20:30,00:00:00,01:00:35,00:00:00,00:34:48,34,01:55:53
Evgeny,Morozov,RUS,0,00:20:26,00:00:00,01:00:38,00:00:00,00:35:45,35,01:56:49
Teppei,Takeuchi,JPN,0,00:20:24,00:00:00,01:00:42,00:00:00,00:35:44,36,01:56:50
David,Castro,ESP,0,00:20:34,00:00:00,01:05:27,00:00:00,00:32:38,37,01:58:40
Hiroyuki,Nishiuchi,JPN,0,00:20:30,00:00:00,01:05:31,00:00:00,00:33:42,38,01:59:44
Jeff,Sneed,USA,0,00:20:32,00:00:00,01:05:31,00:00:00,00:33:47,39,01:59:51
Hiroteru,Saito,JPN,0,00:20:18,00:00:00,01:00:40,00:00:00,00:40:50,40,02:01:48
