,,
,,U.S. Census Bureau
,,Source: U.S. International Trade in Goods and Services
,,Balance of Payment Goods and Services: United States
,,Seasonally Adjusted Balance [Millions of Dollars]
,,Period: 1992 to 2013
,,"Data Extracted on: November 23, 2014 (12:41 pm)"
,,
Period,Value,
Jan-1992,-2026,
Feb-1992,-831,
Mar-1992,-2641,
Apr-1992,-3109,
May-1992,-3919,
Jun-1992,-2824,
Jul-1992,-2781,
Aug-1992,-4455,
Sep-1992,-3530,
Oct-1992,-3520,
Nov-1992,-3968,
Dec-1992,-5603,
Jan-1993,-3871,
Feb-1993,-3596,
Mar-1993,-6777,
Apr-1993,-6445,
May-1993,-4369,
Jun-1993,-6929,
Jul-1993,-6382,
Aug-1993,-5581,
Sep-1993,-7031,
Oct-1993,-6594,
Nov-1993,-7016,
Dec-1993,-5719,
Jan-1994,-6207,
Feb-1994,-9245,
Mar-1994,-6466,
Apr-1994,-7887,
May-1994,-7728,
Jun-1994,-8380,
Jul-1994,-8739,
Aug-1994,-8303,
Sep-1994,-8310,
Oct-1994,-9158,
Nov-1994,-9615,
Dec-1994,-8456,
Jan-1995,-9324,
Feb-1995,-8817,
Mar-1995,-9708,
Apr-1995,-9609,
May-1995,-9090,
Jun-1995,-10623,
Jul-1995,-7688,
Aug-1995,-6704,
Sep-1995,-5924,
Oct-1995,-6114,
Nov-1995,-6514,
Dec-1995,-6271,
Jan-1996,-8465,
Feb-1996,-7319,
Mar-1996,-7756,
Apr-1996,-8744,
May-1996,-9259,
Jun-1996,-7460,
Jul-1996,-10132,
Aug-1996,-10357,
Sep-1996,-10195,
Oct-1996,-6635,
Nov-1996,-7268,
Dec-1996,-10475,
Jan-1997,-11269,
Feb-1997,-9776,
Mar-1997,-8383,
Apr-1997,-8086,
May-1997,-8394,
Jun-1997,-7154,
Jul-1997,-7033,
Aug-1997,-8743,
Sep-1997,-9269,
Oct-1997,-9089,
Nov-1997,-9786,
Dec-1997,-11289,
Jan-1998,-10776,
Feb-1998,-11564,
Mar-1998,-12880,
Apr-1998,-13940,
May-1998,-14202,
Jun-1998,-13247,
Jul-1998,-13949,
Aug-1998,-16028,
Sep-1998,-14820,
Oct-1998,-14815,
Nov-1998,-15173,
Dec-1998,-14745,
Jan-1999,-15946,
Feb-1999,-18786,
Mar-1999,-17900,
Apr-1999,-18254,
May-1999,-20229,
Jun-1999,-23115,
Jul-1999,-23421,
Aug-1999,-22977,
Sep-1999,-22899,
Oct-1999,-23531,
Nov-1999,-25224,
Dec-1999,-26337,
Jan-2000,-27088,
Feb-2000,-29930,
Mar-2000,-31154,
Apr-2000,-28800,
May-2000,-29813,
Jun-2000,-30966,
Jul-2000,-31426,
Aug-2000,-30035,
Sep-2000,-34018,
Oct-2000,-33224,
Nov-2000,-32607,
Dec-2000,-33454,
Jan-2001,-34817,
