People QuickFacts,Harrison,New Jersey
"Population, 2013 estimate    ","15,227","8,899,339"
"Population, 2012 estimate    ","13,920","8,867,749"
"Population, 2010 (April 1) estimates base    ","13,620","8,791,909"
"Population, percent change, April 1, 2010 to July 1, 2013    ",11.8%,1.2%
"Population, percent change, April 1, 2010 to July 1, 2012    ",2.2%,0.9%
"Population, 2010    ","13,620","8,791,894"
"Persons under 5 years, percent, 2010    ",6.3%,6.2%
"Persons under 18 years, percent, 2010    ",20.8%,23.5%
"Persons 65 years and over, percent,  2010    ",9.3%,13.5%
"Female persons, percent, 2010    ",48.6%,51.3%
,,
"White alone, percent, 2010 (a)    ",58.3%,68.6%
"Black or African American alone, percent, 2010 (a)    ",2.2%,13.7%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.6%,0.3%
"Asian alone, percent, 2010 (a)    ",16.3%,8.3%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",Z,0.0%
"Two or More Races, percent, 2010    ",4.2%,2.7%
"Hispanic or Latino, percent, 2010 (b)    ",44.2%,17.7%
"White alone, not Hispanic or Latino, percent, 2010    ",35.4%,59.3%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",84.5%,90.0%
"Foreign born persons, percent, 2008-2012    ",56.3%,20.8%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",80.6%,29.6%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",78.1%,87.9%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",29.0%,35.4%
"Veterans, 2008-2012    ",348,"457,724"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",32.3,30.3
"Housing units, 2010    ","5,228","3,553,562"
"Homeownership rate, 2008-2012    ",31.6%,66.2%
"Housing units in multi-unit structures, percent, 2008-2012    ",85.1%,35.9%
"Median value of owner-occupied housing units, 2008-2012    ","$334,600","$337,900"
"Households, 2008-2012    ","4,871","3,186,878"
"Persons per household, 2008-2012    ",2.81,2.7
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$24,741","$35,928"
"Median household income, 2008-2012    ","$52,598","$71,637"
"Persons below poverty level, percent, 2008-2012    ",16.6%,9.9%
,,
Business QuickFacts,Harrison,New Jersey
"Total number of firms, 2007    ","1,190","781,622"
"Black-owned firms, percent, 2007    ",S,7.7%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.4%
"Asian-owned firms, percent, 2007    ",5.5%,8.7%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",S,8.7%
"Women-owned firms, percent, 2007    ",32.4%,27.3%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"116,608,094"
"Merchant wholesaler sales, 2007 ($1000)    ","122,357","233,413,004"
"Retail sales, 2007 ($1000)    ","93,061","124,813,580"
"Retail sales per capita, 2007    ","$6,679","$14,453"
"Accommodation and food services sales, 2007 ($1000)    ","19,828","19,993,613"
,,
Geography QuickFacts,Harrison,New Jersey
"Land area in square miles, 2010    ",1.2,"7,354.22"
"Persons per square mile, 2010    ","11,321.7","1,195.5"
FIPS Code    ,30210,34
Counties    ,"Hudson County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
