ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Emma,Snowsill,AUS,,00:19:56,00:00:54,01:09:22,00:00:24,00:34:01,1,02:04:39
Loretta,Harrop,AUS,,00:19:27,00:00:52,01:09:14,00:00:23,00:36:37,2,02:06:35
Annabel,Luxford,AUS,,00:20:15,00:00:51,01:09:03,00:00:30,00:35:58,3,02:06:38
Joelle,Franzmann,GER,,00:20:18,00:00:48,01:09:02,00:00:26,00:36:48,4,02:07:24
Samantha,Mcglone,CAN,,00:21:51,00:00:48,01:09:33,00:00:25,00:35:33,5,02:08:13
Barbara,Lindquist,USA,,00:19:53,00:00:52,01:09:21,00:00:26,00:37:53,6,02:08:27
Susan,Williams,USA,,00:20:44,00:00:54,01:08:32,00:00:23,00:37:53,7,02:08:27
Felicity,Abram,AUS,,00:21:08,00:00:50,01:11:05,00:00:25,00:35:27,8,02:08:57
Andrea,Whitcombe,GBR,,00:21:08,00:00:51,01:11:11,00:00:25,00:35:38,9,02:09:15
Mirinda,Carfrae,AUS,,00:21:42,00:00:52,01:10:28,00:00:26,00:36:06,10,02:09:37
Anneliese,Heard,GBR,,00:19:52,00:00:50,01:10:23,00:00:28,00:38:19,11,02:09:55
Lauren,Groves,CAN,,00:20:24,00:00:48,01:11:52,00:00:32,00:36:28,12,02:10:06
Carolyn,Murray,CAN,,00:21:08,00:00:50,01:10:54,00:00:30,00:36:49,13,02:10:13
Gillian,Kornell,CAN,,00:21:38,00:00:48,01:10:39,00:00:23,00:36:47,14,02:10:19
Debbie,Tanner,NZL,,00:21:08,00:00:48,01:11:10,00:00:20,00:36:53,15,02:10:22
Laura,Bennett,USA,,00:19:56,00:00:51,01:11:02,00:00:21,00:38:24,16,02:10:37
Jill,Savege,CAN,,00:20:14,00:00:52,01:12:01,00:00:25,00:37:25,17,02:11:00
Kate,Allen,AUT,,00:21:44,00:00:50,01:10:35,00:00:28,00:37:27,18,02:11:06
Ainhoa,Murua,ESP,,00:21:05,00:00:54,01:11:05,00:00:25,00:37:49,19,02:11:20
Jessica,Kirkwood,CAN,,00:20:21,00:01:34,01:10:58,00:00:26,00:38:03,20,02:11:24
Julie,Ertel,USA,,00:19:54,00:00:54,01:11:01,00:00:26,00:39:53,21,02:12:10
Becky,Lavelle,USA,,00:20:27,00:00:52,01:11:52,00:00:25,00:39:05,22,02:12:41
Misato,Takagi,JPN,,00:21:38,00:00:52,01:10:41,00:00:26,00:41:06,23,02:14:44
Kelly,Cook,USA,,00:20:25,00:00:54,01:11:52,00:00:27,00:41:55,24,02:15:36
Erin,Densham,AUS,,00:21:23,00:00:56,01:10:47,00:00:28,00:42:08,25,02:15:44
Carmel,Hanly,NZL,,00:23:00,00:00:53,01:17:09,00:00:27,00:35:47,26,02:17:21
Megumi,Shigaki,JPN,,00:22:56,00:00:56,01:17:06,00:00:26,00:37:25,27,02:18:51
Marina,Damlaimcourt,ESP,,00:22:19,00:01:00,01:17:41,00:00:23,00:38:31,28,02:19:57
Linda,Gallo,USA,,00:20:21,00:00:51,01:19:21,00:00:28,00:42:20,29,02:23:24
Natasha,Filliol,CAN,,00:21:42,00:00:51,00:00:00,00:00:00,00:00:00,,00:00:00
Shizuka,Kutsuna,JPN,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00
Carol,Montgomery,CAN,,00:20:30,00:00:53,01:11:46,00:00:00,00:00:00,,00:00:00
Tara,Ross,CAN,,00:20:19,00:00:52,01:13:17,00:00:28,00:00:00,,00:00:00
Ai,Ueda,JPN,,00:22:57,00:00:56,01:17:02,00:00:30,00:00:00,,00:00:00
