People QuickFacts,Jerseyville,Illinois
"Population, 2013 estimate    ","8,563","12,882,135"
"Population, 2010 (April 1) estimates base    ","8,462","12,830,632"
"Population, percent change, April 1, 2010 to July 1, 2013    ",1.2%,0.4%
"Population, 2010    ","8,465","12,830,632"
"Persons under 5 years, percent, 2010    ",6.5%,6.5%
"Persons under 18 years, percent, 2010    ",22.6%,24.4%
"Persons 65 years and over, percent,  2010    ",19.8%,12.5%
"Female persons, percent, 2010    ",53.5%,51.0%
,,
"White alone, percent, 2010 (a)    ",97.4%,71.5%
"Black or African American alone, percent, 2010 (a)    ",0.2%,14.5%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.2%,0.3%
"Asian alone, percent, 2010 (a)    ",0.5%,4.6%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",Z,0.0%
"Two or More Races, percent, 2010    ",1.5%,2.3%
"Hispanic or Latino, percent, 2010 (b)    ",1.1%,15.8%
"White alone, not Hispanic or Latino, percent, 2010    ",96.7%,63.7%
,,
"Living in same house 1 year & over, percent, 2009-2013    ",84.7%,86.8%
"Foreign born persons, percent, 2009-2013    ",1.0%,13.8%
"Language other than English spoken at home, pct age 5+, 2009-2013    ",2.2%,22.3%
"High school graduate or higher, percent of persons age 25+, 2009-2013    ",89.5%,87.3%
"Bachelor's degree or higher, percent of persons age 25+, 2009-2013    ",16.3%,31.4%
"Veterans, 2009-2013    ",992,"727,919"
"Mean travel time to work (minutes), workers age 16+, 2009-2013    ",27,28
"Housing units, 2010    ","3,756","5,296,715"
"Homeownership rate, 2009-2013    ",70.1%,67.5%
"Housing units in multi-unit structures, percent, 2009-2013    ",16.6%,32.9%
"Median value of owner-occupied housing units, 2009-2013    ","$107,000","$182,300"
"Households, 2009-2013    ","3,414","4,772,723"
"Persons per household, 2009-2013    ",2.4,2.63
"Per capita money income in past 12 months (2013 dollars), 2009-2013    ","$23,836","$29,666"
"Median household income, 2009-2013    ","$50,327","$56,797"
"Persons below poverty level, percent, 2009-2013    ",7.9%,14.1%
,,
Business QuickFacts,Jerseyville,Illinois
"Total number of firms, 2007    ",896,"1,123,817"
"Black-owned firms, percent, 2007    ",F,9.5%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.5%
"Asian-owned firms, percent, 2007    ",F,5.3%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",F,5.0%
"Women-owned firms, percent, 2007    ",S,30.5%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"257,760,713"
"Merchant wholesaler sales, 2007 ($1000)    ",D,"231,082,768"
"Retail sales, 2007 ($1000)    ","235,597","165,450,520"
"Retail sales per capita, 2007    ","$28,651","$12,947"
"Accommodation and food services sales, 2007 ($1000)    ","16,213","25,469,026"
,,
Geography QuickFacts,Jerseyville,Illinois
"Land area in square miles, 2010    ",5.08,"55,518.93"
"Persons per square mile, 2010    ","1,666.0",231.1
FIPS Code    ,38414,17
Counties    ,"Jersey County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
