People QuickFacts,Lewis County,Idaho
"Population, 2012 estimate    ","3,889","1,595,728"
"Population, 2010 (April 1) estimates base    ","3,821","1,567,652"
"Population, percent change, April 1, 2010 to July 1, 2012    ",1.8%,1.8%
"Population, 2010    ","3,821","1,567,582"
"Persons under 5 years, percent, 2011     ",5.7%,7.5%
"Persons under 18 years, percent, 2011     ",21.7%,27.0%
"Persons 65 years and over, percent, 2011     ",23.0%,12.8%
"Female persons, percent, 2011     ",50.0%,49.9%
,,
"White persons, percent, 2011 (a)     ",91.4%,93.9%
"Black persons, percent, 2011 (a)     ",0.5%,0.8%
"American Indian and Alaska Native persons, percent, 2011 (a)     ",5.1%,1.7%
"Asian persons, percent, 2011 (a)    ",0.5%,1.3%
"Native Hawaiian and Other Pacific Islander persons, percent, 2011 (a)     ",0.1%,0.2%
"Persons reporting two or more races, percent, 2011     ",2.4%,2.1%
"Persons of Hispanic or Latino Origin, percent, 2011 (b)     ",3.5%,11.5%
"White persons not Hispanic, percent, 2011     ",88.5%,83.6%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",84.4%,82.0%
"Foreign born persons, percent, 2007-2011    ",1.2%,5.9%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",4.1%,10.2%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",88.8%,88.5%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",15.2%,24.6%
"Veterans, 2007-2011    ",547,"127,438"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",20.7,20
,,
"Housing units, 2011    ","1,892","674,394"
"Homeownership rate, 2007-2011    ",71.5%,70.6%
"Housing units in multi-unit structures, percent, 2007-2011    ",7.2%,15.1%
"Median value of owner-occupied housing units, 2007-2011    ","$117,400","$171,300"
"Households, 2007-2011    ","1,639","575,497"
"Persons per household, 2007-2011    ",2.27,2.64
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$18,865","$22,788"
"Median household income, 2007-2011    ","$35,344","$46,890"
"Persons below poverty level, percent, 2007-2011    ",18.2%,14.3%
,,
Business QuickFacts,Lewis County,Idaho
"Private nonfarm establishments, 2010    ",135,"43,450"
"Private nonfarm employment, 2010    ",740,"487,875"
"Private nonfarm employment, percent change, 2000-2010    ",-0.8,8.2
"Nonemployer establishments, 2010    ",400,"112,316"
,,
"Total number of firms, 2007    ",438,"151,671"
"Black-owned firms, percent, 2007    ",F,0.2%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.9%
"Asian-owned firms, percent, 2007    ",F,0.8%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,S
"Hispanic-owned firms, percent, 2007    ",F,2.6%
"Women-owned firms, percent, 2007    ",S,23.5%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"18,010,976"
"Merchant wholesaler sales, 2007 ($1000)    ",D,"14,286,715"
"Retail sales, 2007 ($1000)    ","29,657","20,526,631"
"Retail sales per capita, 2007    ","$8,193","$13,691"
"Accommodation and food services sales, 2007 ($1000)    ",D,"2,415,951"
"Building permits, 2011     ",2,"3,815"
,,
Geography QuickFacts,Lewis County,Idaho
"Land area in square miles, 2010    ",478.8,"82,643.12"
"Persons per square mile, 2010    ",8,19
FIPS Code    ,61,16
Metropolitan or Micropolitan Statistical Area    ,None, 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
