People QuickFacts,Marana,Arizona
"Population, 2011 estimate    ","35,232","6,467,315"
"Population, 2010 (April 1) estimates base    ","34,961","6,392,015"
"Population, percent change, April 1, 2010 to July 1, 2011    ",0.8%,1.2%
"Population, 2010    ","34,961","6,392,017"
"Persons under 5 years, percent, 2010    ",7.8%,7.1%
"Persons under 18 years, percent, 2010    ",25.6%,25.5%
"Persons 65 years and over, percent,  2010    ",14.8%,13.8%
"Female persons, percent, 2010    ",50.1%,50.3%
,,
"White persons, percent, 2010 (a)    ",82.0%,73.0%
"Black persons, percent, 2010 (a)    ",2.5%,4.1%
"American Indian and Alaska Native persons, percent, 2010 (a)    ",1.2%,4.6%
"Asian persons, percent, 2010 (a)    ",3.8%,2.8%
"Native Hawaiian and Other Pacific Islander, percent, 2010 (a)    ",0.1%,0.2%
"Persons reporting two or more races, percent, 2010    ",3.7%,3.4%
"Persons of Hispanic or Latino origin, percent, 2010 (b)    ",22.1%,29.6%
"White persons not Hispanic, percent, 2010    ",68.8%,57.8%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",78.7%,80.1%
"Foreign born persons, percent, 2007-2011    ",9.0%,13.9%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",17.8%,27.1%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",93.1%,85.2%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",38.0%,26.4%
"Veterans, 2007-2011    ","3,676","536,449"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",27.7,24.7
,,
"Housing units, 2010    ","14,726","2,844,526"
"Homeownership rate, 2007-2011    ",76.9%,66.6%
"Housing units in multi-unit structures, percent, 2007-2011    ",7.7%,20.6%
"Median value of owner-occupied housing units, 2007-2011    ","$242,100","$197,400"
"Households, 2007-2011    ","12,079","2,344,215"
"Persons per household, 2007-2011    ",2.67,2.64
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$31,085","$25,784"
"Median household income, 2007-2011    ","$70,705","$50,752"
"Persons below poverty level, percent, 2007-2011    ",4.5%,16.2%
,,
Business QuickFacts,Marana,Arizona
"Total number of firms, 2007    ","1,808","491,529"
"Black-owned firms, percent, 2007    ",F,2.0%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,1.9%
"Asian-owned firms, percent, 2007    ",4.1%,3.3%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,S
"Hispanic-owned firms, percent, 2007    ",S,10.7%
"Women-owned firms, percent, 2007    ",30.3%,28.1%
,,
"Manufacturers shipments, 2007 ($1000)    ","243,730","57,977,827"
"Merchant wholesaler sales, 2007 ($1000)    ","98,840","57,573,459"
"Retail sales, 2007 ($1000)    ","748,741","86,758,801"
"Retail sales per capita, 2007    ","$22,697","$13,637"
"Accommodation and food services sales, 2007 ($1000)    ","76,560","13,268,514"
,,
Geography QuickFacts,Marana,Arizona
"Land area in square miles, 2010    ",121.47,"113,594.08"
"Persons per square mile, 2010    ",287.8,56.3
FIPS Code    ,44270,4
Counties    ,"Pima County
 Pinal County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
