People QuickFacts,Westbury,New York
"Population, 2013 estimate    ","15,242","19,651,127"
"Population, 2010 (April 1) estimates base    ","15,040","19,378,105"
"Population, percent change, April 1, 2010 to July 1, 2013    ",1.3%,1.4%
"Population, 2010    ","15,146","19,378,102"
"Persons under 5 years, percent, 2010    ",5.7%,6.0%
"Persons under 18 years, percent, 2010    ",20.1%,22.3%
"Persons 65 years and over, percent,  2010    ",14.7%,13.5%
"Female persons, percent, 2010    ",51.0%,51.6%
,,
"White alone, percent, 2010 (a)    ",55.0%,65.7%
"Black or African American alone, percent, 2010 (a)    ",21.8%,15.9%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.4%,0.6%
"Asian alone, percent, 2010 (a)    ",6.0%,7.3%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.1%,0.0%
"Two or More Races, percent, 2010    ",3.8%,3.0%
"Hispanic or Latino, percent, 2010 (b)    ",27.3%,17.6%
"White alone, not Hispanic or Latino, percent, 2010    ",43.9%,58.3%
,,
"Living in same house 1 year & over, percent, 2009-2013    ",96.0%,88.8%
"Foreign born persons, percent, 2009-2013    ",34.8%,22.1%
"Language other than English spoken at home, pct age 5+, 2009-2013    ",45.0%,29.9%
"High school graduate or higher, percent of persons age 25+, 2009-2013    ",87.3%,85.2%
"Bachelor's degree or higher, percent of persons age 25+, 2009-2013    ",37.0%,33.2%
"Veterans, 2009-2013    ",405,"912,499"
"Mean travel time to work (minutes), workers age 16+, 2009-2013    ",26.7,31.6
"Housing units, 2010    ","5,271","8,108,103"
"Homeownership rate, 2009-2013    ",75.3%,54.2%
"Housing units in multi-unit structures, percent, 2009-2013    ",27.1%,50.6%
"Median value of owner-occupied housing units, 2009-2013    ","$431,100","$288,200"
"Households, 2009-2013    ","4,927","7,234,743"
"Persons per household, 2009-2013    ",3.06,2.61
"Per capita money income in past 12 months (2013 dollars), 2009-2013    ","$35,518","$32,382"
"Median household income, 2009-2013    ","$85,880","$58,003"
"Persons below poverty level, percent, 2009-2013    ",5.1%,15.3%
,,
Business QuickFacts,Westbury,New York
"Total number of firms, 2007    ","1,572","1,956,733"
"Black-owned firms, percent, 2007    ",S,10.4%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.7%
"Asian-owned firms, percent, 2007    ",S,10.1%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",18.8%,9.9%
"Women-owned firms, percent, 2007    ",29.6%,30.4%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"162,720,173"
"Merchant wholesaler sales, 2007 ($1000)    ","199,707","313,461,904"
"Retail sales, 2007 ($1000)    ","576,581","230,718,065"
"Retail sales per capita, 2007    ","$38,354","$11,879"
"Accommodation and food services sales, 2007 ($1000)    ","52,097","39,813,499"
,,
Geography QuickFacts,Westbury,New York
"Land area in square miles, 2010    ",2.37,"47,126.40"
"Persons per square mile, 2010    ","6,379.9",411.2
FIPS Code    ,79444,36
Counties    ,"Nassau County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
