 Season Schedule,,,,,,,
Date,Game Number,Visiting Team,Visiting Score,Home Team,Home Score,Game Time/Status,Venue
2007-04-18,1,Albany,2,Hershey,3,Final ,"Giant Center Hershey, PA"
2007-04-18,1,Providence,1,Hartford,5,Final ,"Hartford Civic Center Veterans Memorial Coliseum Hartford, CT"
2007-04-18,1,Worcester,2,Manchester,5,Final ,"Verizon Wireless Arena Manchester, NH"
2007-04-19,2,Albany,3,Hershey,2,Final OT ,"Giant Center Hershey, PA"
2007-04-19,1,Hamilton,2,Rochester,0,Final ,"Blue Cross Arena Rochester, NY"
2007-04-19,1,Grand Rapids,0,Manitoba,1,Final ,"MTS Centre Winnipeg, MB"
2007-04-20,2,Providence,4,Hartford,2,Final ,"Hartford Civic Center Veterans Memorial Coliseum Hartford, CT"
2007-04-20,1,Norfolk,5,W-B/Scranton,2,Final ,"Wachovia Arena at Casey Plaza Wilkes-Barre, PA"
2007-04-20,2,Worcester,3,Manchester,4,Final OT ,"Verizon Wireless Arena Manchester, NH"
2007-04-20,1,Iowa,2,Omaha,4,Final ,"Omaha Civic Auditorium Omaha, NE"
2007-04-20,1,Milwaukee,2,Chicago,3,Final ,"Allstate Arena Rosemont, IL"
2007-04-21,3,Manchester,5,Worcester,0,Final ,"DCU Center Worcester, MA"
2007-04-21,2,Norfolk,2,W-B/Scranton,5,Final ,"Wachovia Arena at Casey Plaza Wilkes-Barre, PA"
2007-04-21,3,Hartford,5,Providence,2,Final ,"Dunkin' Donuts Center Providence, RI"
2007-04-21,2,Iowa,2,Omaha,1,Final OT ,"Omaha Civic Auditorium Omaha, NE"
2007-04-21,2,Hamilton,1,Rochester,3,Final ,"Blue Cross Arena Rochester, NY"
2007-04-21,2,Grand Rapids,4,Manitoba,1,Final ,"MTS Centre Winnipeg, MB"
2007-04-22,3,Hershey,6,Albany,5,Final *,"Glens Falls Civic Center Glens Falls, NY"
2007-04-22,2,Milwaukee,1,Chicago,4,Final ,"Allstate Arena Rosemont, IL"
2007-04-22,3,Rochester,4,Hamilton,5,Final OT ,"Copps Coliseum Hamilton, ON"
2007-04-23,4,Hershey,3,Albany,1,Final *,"Glens Falls Civic Center Glens Falls, NY"
2007-04-23,3,Manitoba,1,Grand Rapids,2,Final OT ,"Van Andel Arena Grand Rapids, MI"
2007-04-23,3,W-B/Scranton,3,Norfolk,2,Final OT ,"Norfolk Scope Norfolk, VA"
2007-04-23,3,Omaha,1,Iowa,2,Final ,"Wells Fargo Arena Des Moines, IA"
2007-04-24,4,Hartford,1,Providence,5,Final ,"Dunkin' Donuts Center Providence, RI"
2007-04-24,4,Rochester,4,Hamilton,3,Final ,"Copps Coliseum Hamilton, ON"
2007-04-24,3,Chicago,3,Milwaukee,2,Final ,"Bradley Center Milwaukee, WI"
2007-04-25,5,Hershey,4,Albany,2,Final *,"Glens Falls Civic Center Glens Falls, NY"
2007-04-25,4,Manchester,2,Worcester,3,Final ,"DCU Center Worcester, MA"
2007-04-25,4,Manitoba,4,Grand Rapids,1,Final ,"Van Andel Arena Grand Rapids, MI"
2007-04-25,4,W-B/Scranton,1,Norfolk,4,Final ,"Norfolk Scope Norfolk, VA"
2007-04-25,4,Chicago,3,Milwaukee,2,Final OT ,"Bradley Center Milwaukee, WI"
2007-04-25,4,Omaha,2,Iowa,3,Final ,"Wells Fargo Arena Des Moines, IA"
2007-04-26,5,Hartford,1,Providence,0,Final ,"Dunkin' Donuts Center Providence, RI"
2007-04-26,5,Hamilton,4,Rochester,2,Final ,"Blue Cross Arena Rochester, NY"
2007-04-27,5,Manitoba,3,Grand Rapids,4,Final OT ,"Van Andel Arena Grand Rapids, MI"
2007-04-27,5,W-B/Scranton,8,Norfolk,1,Final ,"Norfolk Scope Norfolk, VA"
2007-04-27,5,Worcester,4,Manchester,1,Final ,"Verizon Wireless Arena Manchester, NH"
2007-04-27,5,Iowa,2,Omaha,3,Final OT ,"Omaha Civic Auditorium Omaha, NE"
2007-04-28,6,Manchester,3,Worcester,2,Final OT ,"DCU Center Worcester, MA"
2007-04-28,6,Providence,5,Hartford,2,Final ,"Hartford Civic Center Veterans Memorial Coliseum Hartford, CT"
2007-04-28,6,Rochester,2,Hamilton,6,Final ,"Copps Coliseum Hamilton, ON"
2007-04-28,6,Omaha,2,Iowa,5,Final ,"Wells Fargo Arena Des Moines, IA"
2007-04-29,6,Norfolk,2,W-B/Scranton,3,Final ,"Wachovia Arena at Casey Plaza Wilkes-Barre, PA"
2007-04-29,7,Providence,5,Hartford,4,Final ,"Hartford Civic Center Veterans Memorial Coliseum Hartford, CT"
2007-04-29,6,Grand Rapids,1,Manitoba,2,Final ,"MTS Centre Winnipeg, MB"
2007-05-01,1,Providence,6,Manchester,3,Final ,"Verizon Wireless Arena Manchester, NH"
2007-05-01,7,Grand Rapids,1,Manitoba,4,Final ,"MTS Centre Winnipeg, MB"
2007-05-02,1,W-B/Scranton,3,Hershey,4,Final ,"Giant Center Hershey, PA"
2007-05-02,2,Providence,1,Manchester,4,Final ,"Verizon Wireless Arena Manchester, NH"
2007-05-02,1,Iowa,0,Chicago,7,Final ,"Allstate Arena Rosemont, IL"
2007-05-04,2,W-B/Scranton,3,Hershey,4,Final OT ,"Giant Center Hershey, PA"
2007-05-04,2,Iowa,5,Chicago,4,Final ,"Allstate Arena Rosemont, IL"
2007-05-05,3,Hershey,2,W-B/Scranton,0,Final ,"Wachovia Arena at Casey Plaza Wilkes-Barre, PA"
2007-05-05,1,Hamilton,2,Manitoba,1,Final ,"MTS Centre Winnipeg, MB"
2007-05-06,3,Chicago,5,Iowa,3,Final ,"Wells Fargo Arena Des Moines, IA"
2007-05-06,2,Hamilton,3,Manitoba,2,Final ,"MTS Centre Winnipeg, MB"
2007-05-08,3,Manchester,1,Providence,2,Final ,"Dunkin' Donuts Center Providence, RI"
2007-05-08,3,Manitoba,3,Hamilton,2,Final ,"Copps Coliseum Hamilton, ON"
2007-05-08,4,Chicago,6,Iowa,1,Final ,"Wells Fargo Arena Des Moines, IA"
2007-05-09,4,Hershey,2,W-B/Scranton,3,Final OT ,"Wachovia Arena at Casey Plaza Wilkes-Barre, PA"
2007-05-09,4,Manchester,3,Providence,2,Final ,"Dunkin' Donuts Center Providence, RI"
2007-05-10,5,Chicago,1,Iowa,5,Final ,"Wells Fargo Arena Des Moines, IA"
2007-05-11,5,W-B/Scranton,6,Hershey,7,Final OT ,"Giant Center Hershey, PA"
2007-05-12,4,Manitoba,3,Hamilton,2,Final ,"Copps Coliseum Hamilton, ON"
2007-05-12,5,Providence,3,Manchester,4,Final ,"Verizon Wireless Arena Manchester, NH"
2007-05-12,6,Iowa,1,Chicago,5,Final ,"Allstate Arena Rosemont, IL"
2007-05-13,5,Manitoba,1,Hamilton,3,Final ,"Copps Coliseum Hamilton, ON"
2007-05-14,6,Manchester,2,Providence,1,Final ,"Dunkin' Donuts Center Providence, RI"
2007-05-14,6,Hamilton,3,Manitoba,2,Final OT ,"MTS Centre Winnipeg, MB"
2007-05-18,1,Hamilton,6,Chicago,5,Final OT ,"Allstate Arena Rosemont, IL"
2007-05-19,1,Manchester,2,Hershey,7,Final ,"Giant Center Hershey, PA"
2007-05-20,2,Hamilton,3,Chicago,2,Final OT ,"Allstate Arena Rosemont, IL"
2007-05-20,2,Manchester,1,Hershey,4,Final ,"Giant Center Hershey, PA"
2007-05-23,3,Hershey,4,Manchester,1,Final ,"Verizon Wireless Arena Manchester, NH"
2007-05-23,3,Chicago,1,Hamilton,2,Final ,"Copps Coliseum Hamilton, ON"
2007-05-25,4,Chicago,1,Hamilton,0,Final ,"Copps Coliseum Hamilton, ON"
2007-05-26,5,Chicago,1,Hamilton,3,Final ,"Copps Coliseum Hamilton, ON"
2007-05-26,4,Hershey,3,Manchester,1,Final ,"Verizon Wireless Arena Manchester, NH"
2007-06-01,1,Hamilton,4,Hershey,0,Final ,"Giant Center Hershey, PA"
2007-06-02,2,Hamilton,2,Hershey,4,Final ,"Giant Center Hershey, PA"
2007-06-04,3,Hershey,2,Hamilton,5,Final ,"Copps Coliseum Hamilton, ON"
2007-06-06,4,Hershey,2,Hamilton,6,Final ,"Copps Coliseum Hamilton, ON"
2007-06-07,5,Hershey,1,Hamilton,2,Final ,"Copps Coliseum Hamilton, ON"
