ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Alia,Cardinale Villalobos,CRC,2,00:18:00   ,00:00:53   ,01:05:53   ,00:00:19   ,00:42:53   ,1,02:07:58
Carolina,Furriela,BRA,9,00:19:39   ,00:00:49   ,01:06:36   ,00:00:22   ,00:42:57   ,2,02:10:23
Yun-Jung,Jang,KOR,1,00:18:31   ,00:00:53   ,01:06:34   ,00:00:25   ,00:44:09   ,3,02:10:32
Pamela,Tastets,CHI,7,00:19:38   ,00:00:49   ,01:07:04   ,00:00:23   ,00:43:23   ,4,02:11:17
Maria Isabel ,Escudero,COL,5,00:18:35   ,00:00:53   ,01:08:34   ,00:00:22   ,00:42:58   ,5,02:11:22
Carolina,Trewhela,CHI,17,00:17:34   ,00:00:57   ,01:06:18   ,00:00:21   ,00:46:27   ,6,02:11:37
Deborah,Antillon,GUA,16,00:18:31   ,00:00:55   ,01:09:37   ,00:00:20   ,00:43:14   ,7,02:12:37
Florencia,Giavelli,CHI,11,00:19:54   ,00:00:52   ,01:10:41   ,00:00:25   ,00:41:14   ,8,02:13:06
Diana,Castillo,COL,19,00:17:35   ,00:01:02   ,01:10:27   ,00:00:25   ,00:45:06   ,9,02:14:35
Erika,Ladino,COL,21,00:21:56   ,00:00:58   ,01:11:00   ,00:00:19   ,00:44:47   ,10,02:19:00
Andrea,Longueira,CHI,8,00:19:46   ,00:00:46   ,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Ruby,Murillo,COL,14,00:20:20   ,00:00:59   ,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Constanza,Paredes,CHI,24,00:24:34   ,00:01:09   ,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Melina De Monserratt,Vieyra Oyola,PER,12,00:23:43   ,00:01:06   ,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Favia,Diaz,CHI,4,00:19:42   ,00:00:50   ,01:05:25   ,00:00:18   ,00:41:19   ,DQ,00:00:00
