ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Kiyomi,Niwata,JPN,51,00:19:20,00:02:30,01:17:20,00:00:46,00:36:47,1,02:16:44
Ellie,Salthouse,AUS,54,00:19:18,00:02:21,01:21:30,00:00:43,00:39:31,2,02:23:26
Ting,Liu,CHN,53,00:19:35,00:02:36,01:22:38,00:00:45,00:40:38,3,02:26:14
Yan,Huang,CHN,60,00:20:43,00:02:41,01:21:26,00:00:45,00:41:26,4,02:27:02
Chonghua,Luo,CHN,65,00:21:29,00:02:50,01:21:44,00:00:48,00:44:12,5,02:31:06
Ying,Zhu,CHN,61,00:20:31,00:03:00,01:22:51,00:00:52,00:44:57,6,02:32:13
Joyce,Cheung Ting Yan,HKG,66,00:21:27,00:02:32,01:25:15,00:00:46,00:43:23,7,02:33:26
Huan,Qiao,CHN,70,00:20:07,00:03:08,01:22:49,00:00:56,00:47:42,8,02:34:44
Shu,Cheng,CHN,62,00:21:57,00:02:57,01:29:04,00:00:52,00:44:46,9,02:39:37
Dan,Wang,CHN,72,00:21:00,00:02:51,01:27:55,00:00:55,00:52:09,10,02:44:51
Chongcui,Luo,CHN,63,00:20:50,00:03:06,01:25:02,00:01:04,01:00:06,11,02:50:09
Caiping,Jiao,CHN,67,00:20:45,00:02:57,01:22:22,00:00:49,00:00:00,DNF,00:00:00
Edith,Li Yik Lam,HKG,56,00:20:42,00:02:48,02:47:53,00:00:00,00:00:00,DNF,00:00:00
