People QuickFacts,Soquel CDP,California
"Population, 2013 estimate    ",X,"38,332,521"
"Population, 2010 (April 1) estimates base    ",X,"37,253,959"
"Population, percent change, April 1, 2010 to July 1, 2013    ",X,2.9%
"Population, 2010    ","9,644","37,253,956"
"Persons under 5 years, percent, 2010    ",4.9%,6.8%
"Persons under 18 years, percent, 2010    ",20.1%,25.0%
"Persons 65 years and over, percent,  2010    ",12.6%,11.4%
"Female persons, percent, 2010    ",52.1%,50.3%
,,
"White alone, percent, 2010 (a)    ",81.9%,57.6%
"Black or African American alone, percent, 2010 (a)    ",0.9%,6.2%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.7%,1.0%
"Asian alone, percent, 2010 (a)    ",3.7%,13.0%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.2%,0.4%
"Two or More Races, percent, 2010    ",5.4%,4.9%
"Hispanic or Latino, percent, 2010 (b)    ",16.7%,37.6%
"White alone, not Hispanic or Latino, percent, 2010    ",74.7%,40.1%
,,
"Living in same house 1 year & over, percent, 2009-2013    ",84.3%,84.2%
"Foreign born persons, percent, 2009-2013    ",11.0%,27.0%
"Language other than English spoken at home, pct age 5+, 2009-2013    ",14.8%,43.7%
"High school graduate or higher, percent of persons age 25+, 2009-2013    ",95.8%,81.2%
"Bachelor's degree or higher, percent of persons age 25+, 2009-2013    ",41.9%,30.7%
"Veterans, 2009-2013    ",585,"1,893,539"
"Mean travel time to work (minutes), workers age 16+, 2009-2013    ",25,27.2
"Housing units, 2010    ","4,107","13,680,081"
"Homeownership rate, 2009-2013    ",71.8%,55.3%
"Housing units in multi-unit structures, percent, 2009-2013    ",14.2%,31.0%
"Median value of owner-occupied housing units, 2009-2013    ","$505,200","$366,400"
"Households, 2009-2013    ","4,008","12,542,460"
"Persons per household, 2009-2013    ",2.5300000000000002,2.94
"Per capita money income in past 12 months (2013 dollars), 2009-2013    ","$38,165","$29,527"
"Median household income, 2009-2013    ","$74,803","$61,094"
"Persons below poverty level, percent, 2009-2013    ",5.8%,15.9%
,,
Business QuickFacts,Soquel CDP,California
"Total number of firms, 2007    ","1,023","3,425,510"
"Black-owned firms, percent, 2007    ",F,4.0%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,1.3%
"Asian-owned firms, percent, 2007    ",S,14.9%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.3%
"Hispanic-owned firms, percent, 2007    ",S,16.5%
"Women-owned firms, percent, 2007    ",S,30.3%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"491,372,092"
"Merchant wholesaler sales, 2007 ($1000)    ","24,871","598,456,486"
"Retail sales, 2007 ($1000)    ","113,132","455,032,270"
"Retail sales per capita, 2007    ",,"$12,561"
"Accommodation and food services sales, 2007 ($1000)    ","17,852","80,852,787"
,,
Geography QuickFacts,Soquel CDP,California
"Land area in square miles, 2010    ",4.6,"155,779.22"
"Persons per square mile, 2010    ","2,097.4",239.1
FIPS Code    ,72688,6
Counties    ,"Santa Cruz County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
