People QuickFacts,Currituck County,North Carolina
"Population, 2013 estimate    ","24,396","9,848,060"
"Population, 2010 (April 1) estimates base    ","23,547","9,535,471"
"Population, percent change, April 1, 2010 to July 1, 2013    ",3.6%,3.3%
"Population, 2010    ","23,547","9,535,483"
"Persons under 5 years, percent, 2013    ",5.1%,6.2%
"Persons under 18 years, percent, 2013    ",22.2%,23.2%
"Persons 65 years and over, percent, 2013    ",14.6%,14.3%
"Female persons, percent, 2013    ",50.5%,51.3%
,,
"White alone, percent, 2013 (a)    ",90.7%,71.7%
"Black or African American alone, percent, 2013 (a)    ",6.2%,22.0%
"American Indian and Alaska Native alone, percent, 2013 (a)    ",0.5%,1.6%
"Asian alone, percent, 2013 (a)    ",0.7%,2.6%
"Native Hawaiian and Other Pacific Islander alone, percent, 2013 (a)    ",0.1%,0.1%
"Two or More Races, percent, 2013    ",1.9%,2.0%
"Hispanic or Latino, percent, 2013 (b)    ",3.4%,8.9%
"White alone, not Hispanic or Latino, percent, 2013    ",87.9%,64.4%
,,
"Living in same house 1 year & over, percent, 2009-2013    ",92.6%,84.7%
"Foreign born persons, percent, 2009-2013    ",3.1%,7.6%
"Language other than English spoken at home, pct age 5+, 2009-2013    ",4.0%,10.9%
"High school graduate or higher, percent of persons age 25+, 2009-2013    ",85.0%,84.9%
"Bachelor's degree or higher, percent of persons age 25+, 2009-2013    ",18.4%,27.3%
"Veterans, 2009-2013    ","2,698","724,295"
"Mean travel time to work (minutes), workers age 16+, 2009-2013    ",33.9,23.6
"Housing units, 2013    ","14,756","4,394,261"
"Homeownership rate, 2009-2013    ",80.2%,66.4%
"Housing units in multi-unit structures, percent, 2009-2013    ",2.2%,17.2%
"Median value of owner-occupied housing units, 2009-2013    ","$223,800","$153,600"
"Households, 2009-2013    ","9,121","3,715,565"
"Persons per household, 2009-2013    ",2.6,2.5300000000000002
"Per capita money income in past 12 months (2013 dollars), 2009-2013    ","$25,854","$25,284"
"Median household income, 2009-2013    ","$57,159","$46,334"
"Persons below poverty level, percent, 2009-2013    ",9.8%,17.5%
,,
Business QuickFacts,Currituck County,North Carolina
"Private nonfarm establishments, 2012    ",594,"217,404"
"Private nonfarm employment, 2012    ","3,956","3,352,151"
"Private nonfarm employment, percent change, 2011-2012    ",4.2%,2.1%
"Nonemployer establishments, 2012    ","1,891","669,501"
,,
"Total number of firms, 2007    ","2,988","798,791"
"Black-owned firms, percent, 2007    ",S,10.5%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,1.0%
"Asian-owned firms, percent, 2007    ",F,2.5%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",F,2.7%
"Women-owned firms, percent, 2007    ",23.2%,28.2%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"205,867,299"
"Merchant wholesaler sales, 2007 ($1000)    ",D,"88,795,885"
"Retail sales, 2007 ($1000)    ","263,948","114,578,173"
"Retail sales per capita, 2007    ","$11,058","$12,641"
"Accommodation and food services sales, 2007 ($1000)    ","34,534","16,126,939"
"Building permits, 2012    ",205,"48,692"
,,
Geography QuickFacts,Currituck County,North Carolina
"Land area in square miles, 2010    ",261.85,"48,617.91"
"Persons per square mile, 2010    ",89.9,196.1
FIPS Code    ,53,37
Metropolitan or Micropolitan Statistical Area    ,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area", 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
