Larceny-theft,,,
,1996,1996,1996
Age Group,Total,Male,Female
,,,
12 and under,141.1395065070686,193.12787858013712,86.5931406887295
13-14,1891.9473604246398,2375.080750109182,1384.174618289131
15,2556.805901518381,3263.143920601057,1809.7377019361593
16,2726.771432718135,3526.542452269222,1876.3081476585407
17,2662.70970223233,3497.493858641953,1768.7561688408293
18,2431.853848573367,3271.5150028053754,1546.8227146717293
19,1842.0514411619279,2449.734460420444,1207.5017106324822
20,1454.9167396402806,1890.4652239121363,998.9544834477325
21,1226.9936447217938,1553.3185407778658,885.6979776307419
22,1099.8583604612143,1381.1689323639916,807.2369938488293
23,1001.8374426739581,1241.7204827472274,754.0317808914615
24,913.3952014865471,1125.0159208259472,696.2123277011369
25-29,828.1357490168232,1047.8277903543756,605.4494348512445
30-34,747.3861334530878,975.515362832559,517.8797952674034
35-39,623.294654829483,840.109158029701,408.0400810176096
40-44,444.8630353568707,619.0178813938086,274.67943385863254
45-49,274.0855888386379,385.05799111857215,166.8601507768799
50-54,169.6895768674379,226.36095825203142,115.74282242912253
55-59,109.93685612066123,146.57232281121273,75.92218955983724
60-64,75.03835597670452,98.2389870685707,54.251201848200736
65 and over,34.58970513069284,50.537369639674985,23.606706692852537
