People QuickFacts,West Springfield CDP,Virginia
"Population, 2013 estimate    ",X,"8,260,405"
"Population, 2010 (April 1) estimates base    ",X,"8,001,031"
"Population, percent change, April 1, 2010 to July 1, 2013    ",X,3.2%
"Population, 2010    ","22,460","8,001,024"
"Persons under 5 years, percent, 2010    ",5.8%,6.4%
"Persons under 18 years, percent, 2010    ",24.3%,23.2%
"Persons 65 years and over, percent,  2010    ",12.0%,12.2%
"Female persons, percent, 2010    ",52.0%,50.9%
,,
"White alone, percent, 2010 (a)    ",68.1%,68.6%
"Black or African American alone, percent, 2010 (a)    ",7.8%,19.4%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.3%,0.4%
"Asian alone, percent, 2010 (a)    ",15.6%,5.5%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.2%,0.1%
"Two or More Races, percent, 2010    ",4.1%,2.9%
"Hispanic or Latino, percent, 2010 (b)    ",13.2%,7.9%
"White alone, not Hispanic or Latino, percent, 2010    ",60.1%,64.8%
,,
"Living in same house 1 year & over, percent, 2009-2013    ",89.8%,84.7%
"Foreign born persons, percent, 2009-2013    ",22.6%,11.3%
"Language other than English spoken at home, pct age 5+, 2009-2013    ",28.3%,14.9%
"High school graduate or higher, percent of persons age 25+, 2009-2013    ",95.6%,87.5%
"Bachelor's degree or higher, percent of persons age 25+, 2009-2013    ",56.3%,35.2%
"Veterans, 2009-2013    ","2,690","726,470"
"Mean travel time to work (minutes), workers age 16+, 2009-2013    ",32.1,27.7
"Housing units, 2010    ","8,556","3,364,939"
"Homeownership rate, 2009-2013    ",80.0%,67.3%
"Housing units in multi-unit structures, percent, 2009-2013    ",14.5%,21.7%
"Median value of owner-occupied housing units, 2009-2013    ","$417,300","$244,600"
"Households, 2009-2013    ","8,319","3,022,739"
"Persons per household, 2009-2013    ",2.77,2.6
"Per capita money income in past 12 months (2013 dollars), 2009-2013    ","$47,526","$33,493"
"Median household income, 2009-2013    ","$112,238","$63,907"
"Persons below poverty level, percent, 2009-2013    ",3.0%,11.3%
,,
Business QuickFacts,West Springfield CDP,Virginia
"Total number of firms, 2007    ","2,878","638,643"
"Black-owned firms, percent, 2007    ",5.3%,9.9%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.5%
"Asian-owned firms, percent, 2007    ",17.9%,7.0%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",10.3%,4.5%
"Women-owned firms, percent, 2007    ",33.7%,30.1%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"92,417,797"
"Merchant wholesaler sales, 2007 ($1000)    ","7,291","60,513,396"
"Retail sales, 2007 ($1000)    ","145,181","105,663,299"
"Retail sales per capita, 2007    ",,"$13,687"
"Accommodation and food services sales, 2007 ($1000)    ","24,079","15,340,483"
,,
Geography QuickFacts,West Springfield CDP,Virginia
"Land area in square miles, 2010    ",4.8,"39,490.09"
"Persons per square mile, 2010    ","4,683.1",202.6
FIPS Code    ,84976,51
Counties    ,"Fairfax County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
