ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Ivan,Ivezic,CRO,,,,,,,,
Noriko,Yamakura,JPN,,,,,,,,
Michael,Flynn,AUS,,,,,,,,
Jonathan,Hall,AUS,,,,,,,,
Csaba,Kuttor,HUN,,,,,,,,
Stanislav,Dryukov,UKR,,,,,,,,
Eduard,Panarin,UKR,,,,,,,,
Tomas,Wiker,SWE,,,,,,,,
Eugenio,Balbi,ARG,,,,,,,,
Dominik,Puerro,SUI,,,,,,,,
Iwan,Schuwey,SUI,,,,,,,,
Craig,Taylor,CAN,,,,,,,,
Pawel,Barszowski,POL,,,,,,,,
Mark,Pearce,GBR,,,,,,,,
Rick,Velati ,GBR,,,,,,,,
Patrick,Kelly,CAN,,,,,,,,
Lev,Medvediev,UKR,,,,,,,,
Greg ,Kealey,CAN,,,,,,,,
Greg,Fraine,NZL,,,,,,,,
Stephen,Sheldrake,NZL,,,,,,,,
Frank,Bignet,FRA,,,,,,,,
Pierre,Houseaux,FRA,,,,,,,,
Patrick,Deimel,AUT,,,,,,,,
Robert,Michlmayr,AUT,,,,,,,,
Sander,Berk,LUX,,,,,,,,
Alexey,Zuev,RUS,,,,,,,,
Jan,Sterk,RSA,,,,,,,,
Lindsey,Parry,RSA,,,,,,,,
Tomoo,Chiba,JPN,,,,,,,,
Marco,La Porta,BRA,,,,,,,,
Rodrigo,Milazzo,BRA,,,,,,,,
Ricardo,Gonzalez,MEX,,,,,,,,
Javier,Mon,MEX,,,,,,,,
Heather,Williams,GBR,,,,,,,,
Tatyana,Solovyeva,KAZ,,,,,,,,
