ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Joao,Pereira,POR,2,00:18:30,00:00:31,00:54:26,00:00:26,00:30:41,1,01:44:33
Tommy,Zaferes,USA,7,00:17:47,00:00:34,00:55:05,00:00:26,00:30:45,2,01:44:35
Miguel,Arraiolos,POR,16,00:18:24,00:00:31,00:54:33,00:00:28,00:31:14,3,01:45:08
Andrew,Yorke,CAN,1,00:18:23,00:00:30,00:54:36,00:00:27,00:31:24,4,01:45:18
Conor,Murphy,IRL,11,00:18:18,00:00:41,00:54:30,00:00:27,00:31:48,5,01:45:42
Joe,Maloy,USA,5,00:17:54,00:00:34,00:54:59,00:00:28,00:31:59,6,01:45:52
Bruno,Pais,POR,4,00:18:34,00:00:30,00:54:24,00:00:26,00:32:21,7,01:46:13
Francesc,Godoy,ESP,24,00:18:21,00:00:33,00:54:34,00:00:29,00:32:41,8,01:46:36
Eric,Lagerstrom,USA,17,00:18:23,00:00:34,00:54:30,00:00:29,00:33:03,9,01:46:58
Brian,Fleischmann,USA,21,00:18:17,00:00:37,00:54:31,00:00:28,00:33:15,10,01:47:08
Matt,Vierula,CAN,10,00:18:32,00:00:32,00:54:26,00:00:27,00:33:17,11,01:47:12
Kaleb,Vanort,USA,14,00:19:32,00:00:32,00:55:28,00:00:30,00:31:22,12,01:47:23
Lawrence,Fanous,JOR,9,00:18:19,00:00:32,00:54:37,00:00:25,00:33:58,13,01:47:49
Hugo,Ventura,POR,36,00:18:26,00:00:33,00:54:30,00:00:35,00:34:23,14,01:48:24
Andrew,Mccartney,CAN,8,00:17:34,00:00:38,00:55:17,00:00:32,00:34:37,15,01:48:36
Nicholas,Sterghos,USA,43,00:19:23,00:00:37,00:55:31,00:00:31,00:32:58,16,01:48:59
Luke ,Farkas,USA,20,00:17:48,00:00:32,00:55:08,00:00:27,00:35:19,17,01:49:13
Karl,Kahsar,USA,38,00:18:37,00:00:35,00:56:19,00:00:31,00:33:52,18,01:49:53
Michael,Poole,USA,26,00:19:05,00:00:34,00:55:53,00:00:28,00:34:18,19,01:50:16
John,Rasmussen,CAN,18,00:18:33,00:00:00,00:00:00,00:00:00,00:00:00,20,01:50:39
William,Huffman,USA,12,00:18:31,00:00:35,00:56:27,00:00:32,00:35:22,21,01:51:26
Lukas,Verzbicas,USA,3,00:18:34,00:00:43,00:58:25,00:00:32,00:33:34,22,01:51:47
Ryan,Frederickson,USA,28,00:18:29,00:00:33,00:58:40,00:00:35,00:33:41,23,01:51:56
Thomas,Eickelberg,USA,40,00:18:45,00:00:41,00:56:09,00:00:30,00:36:09,24,01:52:12
Sam,Holmes,USA,25,00:18:31,00:00:55,00:56:07,00:00:28,00:36:34,25,01:52:33
Matthew,Wisthoff,USA,27,00:18:26,00:00:39,00:56:24,00:00:27,00:36:41,26,01:52:37
Graham,Leitch,GBR,33,00:20:22,00:00:39,00:57:57,00:00:31,00:33:52,27,01:53:19
Antoine,Jolicoeur-Desroches,CAN,22,00:18:26,00:00:31,00:56:36,00:00:34,00:37:28,28,01:53:35
Alex,Libin,USA,35,00:20:25,00:00:39,00:57:54,00:00:27,00:34:39,29,01:54:03
Taylor,Reid,CAN,15,00:19:44,00:00:42,00:58:33,00:00:34,00:36:41,30,01:56:13
Philippe,Tremblay,CAN,39,00:18:39,00:00:48,00:59:53,00:00:33,00:43:00,31,02:02:51
Dan,Feeney,USA,23,00:19:20,00:00:38,01:09:04,00:00:00,00:00:00,DNF,00:00:00
Francis ,Lefebvre,CAN,30,00:18:39,00:00:31,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Chris,Lutz,USA,19,00:19:36,00:00:47,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Brandon,Nied,USA,34,00:19:59,00:00:33,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Jonathan,Rodriguez,COL,,00:18:36,00:00:56,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Justin,Roeder,USA,29,00:21:34,00:00:33,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Jason,Smith,USA,31,00:21:07,00:00:40,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Kerry,Sullivan,USA,42,00:19:41,00:00:38,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Alexander,Vanderlinden,CAN,32,00:21:07,00:00:38,00:00:00,00:00:00,00:00:00,DNF,00:00:00
