ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Paul,Tichelaar,CAN,0,00:19:55,00:00:00,01:05:46,00:00:00,00:34:13,1,02:01:26
Eligio,Cervantes,MEX,0,00:20:01,00:00:00,01:05:54,00:00:00,00:33:26,2,02:01:27
Jose Luis,Zepeda,MEX,0,00:18:00,00:00:00,00:00:00,00:00:00,00:00:00,3,02:01:35
Virgilio,De Castilho,BRA,0,00:19:49,00:00:00,01:06:53,00:00:00,00:33:53,4,02:02:44
Uzziel,Valderrabano,MEX,0,00:20:12,00:00:00,01:05:59,00:00:00,00:34:43,5,02:02:53
Arturo,Garza,MEX,0,00:20:01,00:00:00,01:05:58,00:00:00,00:35:30,6,02:03:25
Santiago,Ascenso,BRA,0,00:22:43,00:00:00,01:04:48,00:00:00,00:35:32,7,02:04:02
Esteban,Rosas,MEX,0,00:19:57,00:00:00,01:06:42,00:00:00,00:35:22,8,02:04:15
Javier,Rosas,MEX,0,00:19:53,00:00:00,01:06:05,00:00:00,00:36:28,9,02:04:41
Roberto,Chacur,BRA,0,00:21:53,00:00:00,01:05:45,00:00:00,00:35:37,10,02:05:12
Omar,Macias,MEX,0,00:21:54,00:00:00,01:05:19,00:00:00,00:36:04,11,02:05:30
Jeff,Sneed,USA,0,00:20:16,00:00:00,01:08:15,00:00:00,00:36:01,12,02:05:40
Christoph,O'Donnell,USA,0,00:21:08,00:00:00,01:06:05,00:00:00,00:37:17,13,02:06:38
Ismael,Pedroza,MEX,0,00:19:55,00:00:00,01:06:07,00:00:00,00:38:59,14,02:07:11
Ericson,Pereira,BRA,0,00:20:55,00:00:00,01:06:31,00:00:00,00:37:35,15,02:07:23
Brent,Mcmahon,CAN,0,00:19:52,00:00:00,01:06:11,00:00:00,00:39:47,16,02:07:49
Felipe,Teran Merino,CHI,0,00:22:44,00:00:00,01:05:01,00:00:00,00:38:44,17,02:08:27
Felipe,Van De Wyngard,CHI,0,00:19:55,00:00:00,01:07:37,00:00:00,00:39:04,18,02:08:44
Leonardo,Nolasco,MEX,0,00:20:11,00:00:00,01:07:18,00:00:00,00:40:14,19,02:09:54
Eduardo,Salas,MEX,0,00:21:53,00:00:00,01:10:02,00:00:00,00:36:16,20,02:10:46
Kevin,Doherty,USA,0,00:19:46,00:00:00,01:08:23,00:00:00,00:41:27,21,02:11:56
Cesar Trinidad,Hernandez,MEX,0,00:25:13,00:00:00,01:09:46,00:00:00,00:35:47,22,02:12:47
Rodrigo,Quevedo,MEX,0,00:19:57,00:00:00,01:10:00,00:00:00,00:40:54,23,02:13:03
Carlos,Probert,MEX,0,00:20:06,00:00:00,01:06:19,00:00:00,00:45:21,24,02:14:02
Monte,Still,USA,0,00:22:00,00:00:00,01:10:25,00:00:00,00:39:45,25,02:14:27
Oliver,Gonzalez,MEX,0,00:22:45,00:00:00,01:13:18,00:00:00,00:38:57,26,02:16:57
Jose Alfonso,Gutierrez,MEX,0,00:21:57,00:00:00,01:13:20,00:00:00,00:40:33,27,02:18:18
Stefan,Timms,CAN,0,00:20:38,00:00:00,01:14:43,00:00:00,00:46:28,28,02:24:25
Esau,Hernandez,MEX,0,00:20:52,00:00:00,01:06:09,00:00:00,00:56:13,29,02:25:45
Sean,Galegher,USA,0,00:20:57,00:00:00,01:11:21,00:00:00,01:10:30,30,02:45:19
