Larceny-theft,,,
,2001,2001,2001
Age Group,Total,Male,Female
,,,
12 and under,81.10820010272646,104.32246309276937,56.76893576123935
13-14,1113.0781334442809,1283.7602687146755,933.9250866370694
15,1589.6158141609933,1827.8966718760184,1338.7750153805298
16,1787.0485440665325,2088.6954743832807,1468.5542898139604
17,1813.349367990843,2211.44669786726,1390.9116670720375
18,1764.390261497717,2237.2652083981793,1259.6239324136795
19,1449.6297167891778,1854.0431816868243,1022.8016965189834
20,1166.3902770307718,1479.371650397345,838.8148079763149
21,982.8170304929712,1242.4196220169952,710.8431740043239
22,869.3243571444369,1072.0318963372385,656.5124228473984
23,755.3505893641656,925.417435008975,577.3718992076789
24,688.7262711446793,832.0754117561528,539.2155062857673
25-29,564.9908060925037,684.2022243903119,442.3206203992125
30-34,527.4926779660018,670.1988803660845,382.77818849902627
35-39,484.97628126579207,636.3139849790115,333.99726254467737
40-44,383.09158763143404,518.2214227022931,250.12534904289302
45-49,253.26223544359306,350.1065195035083,159.34650904444885
50-54,146.08595092364405,199.29162492222582,95.12015568914275
55-59,83.83234808564713,110.44741213803283,58.89094996018324
60-64,52.395550316282865,68.96491771453528,37.36973534256841
65 and over,18.43562948533355,27.09404526598093,12.330835916950733
