ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Rebeccah,Wassner,USA,71,00:18:59,00:00:24,01:04:58,00:00:28,00:37:11,1,02:02:00
Marisa,Garduño,MEX,73,00:21:11,00:00:28,01:09:07,00:00:40,00:39:03,2,02:10:29
Karina,Navarrete,ECU,0,00:20:56,00:00:44,01:10:15,00:00:28,00:38:15,3,02:10:38
Rosemary,Lopez,VEN,72,00:19:17,00:00:30,01:09:55,00:00:28,00:41:39,4,02:11:49
Elizabeth,Bravo,ECU,0,00:20:55,00:00:46,01:10:14,00:00:31,00:41:30,5,02:13:56
Alia,Cardinale Villalobos,CRC,74,00:20:52,00:00:31,01:09:25,00:00:25,00:44:46,6,02:15:59
Lorena,Pontones,MEX,84,00:19:08,00:00:47,01:10:54,00:00:29,00:45:34,7,02:16:52
Patricia,Marquez,VEN,75,00:22:18,00:00:37,01:09:59,00:00:32,00:43:39,8,02:17:05
Paulina,Abrego,ARG,76,00:23:12,00:00:29,01:11:39,00:00:30,00:41:31,9,02:17:21
Ligia,Mora,VEN,79,00:22:43,00:00:36,01:12:04,00:00:33,00:42:04,10,02:18:00
Maria Grazzia,Bianchi,VEN,90,00:23:21,00:00:45,01:08:49,00:00:25,00:46:53,11,02:20:13
Ana,Bedoya,VEN,89,00:21:20,00:00:32,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Carolina,Di Bonaventura,VEN,0,00:21:32,00:00:40,01:09:41,00:00:36,00:00:00,DNF,00:00:00
Zulanny,Rivero,VEN,88,00:23:09,00:00:31,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Sandra,Sarmiento,VEN,78,00:28:37,00:00:31,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Nelybest,Caceres,VEN,86,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Nereida,Caceres,VEN,87,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Aimara,Gerdel,VEN,85,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Rosmi,Montero,VEN,77,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Victoria,Perez,VEN,83,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Lidia,Rekas,POL,81,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Maria Gabriela,Tupayachi,PER,80,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Daniela ,Valenzuela,VEN,82,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
