ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Emma,Snowsill,AUS,12,00:19:14,00:00:54,01:09:48,00:00:35,00:33:35,1,02:04:02
Vanessa,Fernandes,POR,1,00:19:06,00:00:53,01:09:54,00:00:33,00:34:24,2,02:04:48
Felicity,Abram,AUS,39,00:20:18,00:00:56,01:08:38,00:00:37,00:34:46,3,02:05:13
Lauren,Groves,CAN,5,00:19:12,00:00:51,01:09:52,00:00:35,00:34:57,4,02:05:24
Nadia,Cortassa,ITA,20,00:19:57,00:00:56,01:09:01,00:00:40,00:34:56,5,02:05:28
Andrea,Whitcombe,GBR,7,00:19:12,00:00:56,01:09:47,00:00:40,00:35:14,6,02:05:46
Joelle,Franzmann,GER,2,00:19:05,00:00:54,01:09:54,00:00:32,00:35:40,7,02:06:05
Laura,Bennett,USA,9,00:19:02,00:00:53,01:10:00,00:00:32,00:35:51,8,02:06:16
Tania,Haiboeck,AUT,18,00:20:07,00:00:56,01:08:51,00:00:36,00:35:50,9,02:06:20
Andrea,Hewitt,NZL,8,00:19:12,00:00:53,01:09:50,00:00:36,00:36:05,10,02:06:33
Magali,Di Marco Messmer,SUI,24,00:19:06,00:00:50,01:09:58,00:00:34,00:36:16,11,02:06:43
Ai,Ueda,JPN,36,00:20:06,00:00:56,01:08:49,00:00:35,00:36:16,12,02:06:43
Liz,Blatchford,GBR,21,00:19:05,00:00:52,01:09:57,00:00:35,00:36:22,13,02:06:49
Jessica,Harrison,FRA,10,00:19:10,00:00:53,01:09:51,00:00:35,00:36:25,14,02:06:52
Elizabeth,May,LUX,37,00:19:53,00:01:04,01:08:57,00:00:36,00:36:31,15,02:06:59
Eva,Dollinger,AUT,15,00:19:36,00:00:50,01:09:28,00:00:38,00:36:35,16,02:07:05
Samantha,Warriner,NZL,3,00:19:14,00:00:50,01:09:51,00:00:37,00:36:47,17,02:07:16
Evelyn,Williamson,NZL,43,00:19:45,00:00:54,01:09:15,00:00:47,00:36:51,18,02:07:31
Anja,Dittmer,GER,4,00:19:41,00:01:00,01:09:14,00:00:38,00:37:04,19,02:07:35
Virginie,Jouve,FRA,40,00:20:12,00:00:56,01:08:48,00:00:36,00:37:06,20,02:07:35
Sarah,Haskins,USA,25,00:19:05,00:00:54,01:09:55,00:00:43,00:37:06,21,02:07:43
Lenka,Zemanova,CZE,30,00:19:11,00:00:54,01:09:50,00:00:39,00:37:15,22,02:07:48
Debbie,Tanner,NZL,6,00:19:52,00:00:47,01:12:29,00:00:33,00:34:12,23,02:07:51
Becky,Lavelle,USA,55,00:19:09,00:00:54,01:09:55,00:00:40,00:37:25,24,02:08:00
Kathy,Tremblay,CAN,26,00:19:12,00:00:50,01:09:52,00:00:39,00:37:59,25,02:08:29
Mari,Rabie,RSA,49,00:19:11,00:00:53,01:09:52,00:00:35,00:38:30,26,02:08:57
Sibylle,Matter,SUI,56,00:19:16,00:00:48,01:09:51,00:00:39,00:39:06,27,02:09:38
Vendula,Frintova,CZE,17,00:20:18,00:00:56,01:11:52,00:00:36,00:36:08,28,02:09:51
Akiko,Sekine,JPN,41,00:20:00,00:01:00,01:12:08,00:00:41,00:36:18,29,02:10:07
Maria,Czesnik,POL,58,00:19:57,00:01:07,01:12:06,00:00:38,00:36:28,30,02:10:15
Mariana,Ohata,BRA,11,00:19:37,00:01:00,01:12:31,00:00:41,00:36:29,31,02:10:19
Irina,Abysova,RUS,29,00:19:54,00:01:00,01:12:16,00:00:43,00:36:36,32,02:10:28
Carolyn,Murray,CAN,34,00:19:55,00:00:54,01:12:19,00:00:39,00:36:43,33,02:10:30
Ewa,Dederko,POL,54,00:20:51,00:00:56,01:11:21,00:00:39,00:36:51,34,02:10:38
Zurine,Rodriguez,ESP,46,00:20:13,00:00:54,01:12:00,00:00:37,00:37:09,35,02:10:54
Merja,Kiviranta,FIN,64,00:20:50,00:00:54,01:11:25,00:00:43,00:37:17,36,02:11:09
Olga,Zausaylova,RUS,50,00:20:57,00:00:56,01:11:15,00:00:38,00:37:25,37,02:11:09
Ricarda,Lisk,GER,14,00:19:40,00:00:48,01:12:38,00:00:33,00:37:44,38,02:11:22
Samantha,Mcglone,CAN,32,00:20:52,00:00:56,01:11:20,00:00:38,00:37:59,39,02:11:43
Marion,Lorblanchet,FRA,62,00:20:12,00:00:54,01:12:05,00:00:40,00:38:08,40,02:11:57
Machiko,Nakanishi,JPN,35,00:19:54,00:00:56,01:12:20,00:00:43,00:38:06,41,02:11:58
Lin,Xing,CHN,0,00:19:45,00:01:02,01:12:21,00:00:41,00:38:10,42,02:11:58
Wieke,Hoogzaad,NED,75,00:20:18,00:00:57,01:11:52,00:00:39,00:38:26,43,02:12:11
Daniela,Chmet,ITA,48,00:19:14,00:00:51,01:13:27,00:00:40,00:38:49,44,02:12:59
Mieke,Suys,BEL,65,00:20:50,00:00:56,01:11:20,00:00:41,00:39:24,45,02:13:11
Hongni,Wang,CHN,33,00:19:54,00:00:54,01:15:39,00:00:35,00:36:52,46,02:13:53
Magdalena,Stovickova,SVK,72,00:20:04,00:00:56,01:12:09,00:00:43,00:41:10,47,02:15:03
Akane,Furutani,JPN,38,00:19:05,00:00:56,01:13:11,00:00:47,00:41:07,48,02:15:05
Olesya,Prystayko,UKR,74,00:22:37,00:01:03,01:12:49,00:00:39,00:38:09,49,02:15:14
Zita,Szabo,HUN,47,00:20:06,00:01:03,01:12:02,00:00:39,00:41:34,50,02:15:22
Shizuka,Kutsuna,JPN,27,00:19:31,00:00:52,01:16:38,00:00:39,00:38:06,51,02:15:44
Rebeccah,Wassner,USA,42,00:20:04,00:01:12,01:15:15,00:00:45,00:39:09,52,02:16:23
Julie,Ertel,USA,28,00:19:15,00:00:51,01:17:11,00:00:38,00:39:24,53,02:17:17
Carla,Moreno,BRA,69,00:19:57,00:01:00,01:18:09,00:00:39,00:37:51,54,02:17:33
Deniz,Dimaki,GRE,67,00:22:36,00:01:04,01:15:22,00:00:40,00:38:16,55,02:17:57
Andrea,Walko,HUN,51,00:19:53,00:01:08,01:16:29,00:00:45,00:40:52,56,02:19:06
Svetlana,Blazevic,SRB,57,00:19:51,00:01:10,01:16:28,00:00:46,00:41:01,57,02:19:16
Valentina,Filipetto,ITA,73,00:20:18,00:00:54,01:16:15,00:00:41,00:41:30,58,02:19:40
Olga,Dmitrieva,RUS,76,00:19:36,00:01:06,01:16:45,00:00:41,00:41:44,59,02:19:51
Birgit,Cals-Berk,NED,59,00:19:07,00:00:51,01:17:18,00:00:43,00:42:30,60,02:20:27
Taryn,Mcleod,NZL,68,00:19:57,00:00:56,01:18:10,00:00:40,00:41:07,61,02:20:48
Ana Cristina,Bocanera,BRA,78,00:20:11,00:01:09,01:17:59,00:00:41,00:42:19,62,02:22:15
Céline,Rositano,BEL,70,00:20:55,00:01:00,01:19:16,00:00:41,00:42:29,63,02:24:20
Mariana,Ignat,ROU,71,00:19:54,00:01:03,01:20:15,00:00:53,00:44:30,64,02:26:32
Ana,Burgos,ESP,19,00:20:14,00:01:07,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Fiorella,D'Croz,COL,77,00:20:59,00:01:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Olga,Generalova,RUS,52,00:20:55,00:01:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Sarah,Groff,USA,31,00:19:09,00:01:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Beatrice,Lanza,ITA,44,00:20:13,00:01:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Ainhoa,Murua,ESP,22,00:19:11,00:00:56,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Kiyomi,Niwata,JPN,16,00:19:09,00:00:50,02:01:48,00:00:00,00:00:00,DNF,00:00:00
Delphine,Pelletier,FRA,53,00:20:52,00:01:00,01:11:17,00:00:41,00:00:00,DNF,00:00:00
Kate,Roberts,RSA,61,00:19:55,00:00:54,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Sandra,Soldan,BRA,66,00:19:15,00:01:07,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Anastasiya,Polyanskaya,RUS,60,00:20:11,00:00:56,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Carmel,Hanly,NZL,63,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
