ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Angel,Santamaria,ESP,0,00:43:47,00:02:58,02:09:22,00:00:00,01:25:16,1,04:23:34
Jean Luc,Douet,FRA,0,00:52:35,00:03:42,02:07:41,00:00:00,01:22:01,2,04:28:02
Philippe,Aller,FRA,0,00:48:36,00:03:48,02:05:32,00:00:00,01:36:04,3,04:36:18
Jean Louis,Moreau,FRA,0,00:54:56,00:03:57,02:05:04,00:00:00,01:30:25,4,04:36:34
Mike,Wien,USA,0,00:53:22,00:04:58,02:14:26,00:00:00,01:25:12,5,04:40:44
Robert,Cadiere,FRA,0,00:47:43,00:03:29,02:17:21,00:00:00,01:30:38,6,04:41:19
Jean Yves,Gautier,FRA,0,01:00:21,00:03:54,02:14:00,00:00:00,01:23:09,7,04:43:35
Stuart,Mcgowan,GBR,0,00:58:31,00:03:47,02:10:11,00:00:00,01:29:30,8,04:44:45
Dieter,Holz,GER,0,00:00:00,10:50:05,02:11:27,00:00:00,01:34:35,9,04:47:22
Chris,Pedley,GBR,0,00:54:44,00:03:21,02:11:56,00:00:00,01:38:07,10,04:50:39
Ken,Partel,USA,0,01:03:08,00:04:40,02:13:47,00:00:00,01:32:09,11,04:56:42
Michael,Riordan,USA,0,00:00:00,10:51:56,02:08:52,00:00:00,01:47:59,12,05:00:04
Bernard,Birringer,FRA,0,00:00:00,10:56:30,02:16:59,00:00:00,01:41:01,13,05:05:54
Gerard,Framboisier,FRA,0,01:02:22,00:05:28,02:15:34,00:00:00,01:40:53,14,05:07:21
Pierre,Styczen,FRA,0,01:00:19,00:04:20,02:15:42,00:01:32,01:37:54,15,05:07:23
Michel,Demarquet,FRA,0,01:03:24,00:04:41,02:13:06,00:01:35,01:38:34,16,05:08:58
Gordon Bruce,Beehre,NZL,0,00:56:05,00:04:10,02:27:36,00:00:00,01:40:39,17,05:11:54
Anthony,Labozzetta,USA,0,01:00:31,00:04:23,02:21:33,00:00:00,01:41:25,18,05:12:04
Mike,Sawa,USA,0,01:04:22,00:04:59,02:26:56,00:00:00,01:38:37,19,05:18:37
Martin,Mackay,AUS,0,00:49:18,00:03:47,02:16:20,00:00:00,02:09:26,20,05:21:31
Yvon,Le Jort,FRA,0,01:14:37,00:04:59,02:13:59,00:00:00,01:47:05,21,05:24:18
Egidius,Gruber,AUT,0,00:56:29,00:04:41,02:22:40,00:00:00,02:06:30,22,05:33:13
Jean Claude,Colombo,FRA,0,00:57:33,00:05:06,02:21:01,00:00:00,02:08:18,23,05:34:56
Ed,Slominski,USA,0,00:48:31,00:05:02,02:34:43,00:00:00,02:03:46,24,05:35:43
Loris,Molinard,FRA,0,00:53:01,00:04:06,02:25:09,00:00:00,02:12:37,25,05:39:17
Jean Pierre,Morin,FRA,0,01:02:30,00:06:27,02:30:54,00:00:00,02:03:22,26,05:47:33
Patrick,Fournie,USA,0,01:02:00,00:06:39,02:37:36,00:00:00,02:03:25,27,05:54:56
Danny,Hicks,USA,0,00:58:37,00:04:33,02:33:37,00:00:00,02:19:01,28,05:59:32
Roger,Myers,USA,0,00:59:03,00:05:43,02:26:49,00:00:00,02:23:50,29,05:59:33
John,Mykytchuck,CAN,0,01:07:10,00:04:54,02:36:33,00:00:00,02:06:24,30,05:59:54
