ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Mathieu,O'Halloran,CAN,0,00:51:14,00:00:00,03:30:19,00:00:00,02:14:43,1,06:36:17
Warren,Squires,ZIM,0,00:59:05,00:00:00,03:46:33,00:00:00,02:28:27,2,07:14:05
Patrice,Robustelli,FRA,0,01:03:49,00:00:00,03:50:38,00:00:00,02:37:03,3,07:31:31
Peter,Gonzalez,PHI,0,01:03:46,00:00:00,03:51:03,00:00:00,02:38:36,4,07:33:28
Chris,Pollard,GBR,0,01:15:38,00:00:00,03:46:52,00:00:00,02:40:34,5,07:43:05
Alexander,Bautista,PHI,0,01:12:51,00:00:00,04:21:26,00:00:00,02:55:42,6,08:29:58
Miguel,Lopez,PHI,0,01:12:16,00:00:00,04:08:14,00:00:00,03:20:07,7,08:40:39
Julian,Tayag,PHI,0,01:27:45,00:00:00,04:16:17,00:00:00,03:08:45,8,08:52:47
Yu-Chuang,Hsu,TPE,0,01:15:04,00:00:00,04:10:12,00:00:00,03:29:12,9,08:54:28
Chih-Chang,Wu,TPE,0,01:29:33,00:00:00,04:20:20,00:00:00,03:07:09,10,08:57:03
Albert,Altura,PHI,0,01:24:00,00:00:00,04:35:09,00:00:00,03:12:55,11,09:12:06
Ian,Castilla,PHI,0,01:37:12,00:00:00,04:30:39,00:00:00,03:04:46,12,09:12:38
Andy,Aguila,PHI,0,01:15:16,00:00:00,04:09:57,00:00:00,03:51:05,13,09:16:19
Jon-Jon,Rufino,PHI,0,01:09:00,00:00:00,04:27:23,00:00:00,03:41:24,14,09:17:47
Jayjay,De Ocampo,PHI,0,01:29:21,00:00:00,04:33:28,00:00:00,03:18:00,15,09:20:49
Trino Rey,Transmonte,PHI,0,01:15:25,00:00:00,04:55:04,00:00:00,03:23:28,16,09:33:57
Kirk,Arambulo,PHI,0,01:16:18,00:00:00,04:38:59,00:00:00,03:40:57,17,09:36:16
Joey,Torres,PHI,0,01:32:49,00:00:00,04:56:18,00:00:00,03:22:57,18,09:52:04
Alex,Reyes,PHI,0,01:21:21,00:00:00,04:36:37,00:00:00,04:03:04,19,10:01:02
Dante,Pahud,PHI,0,01:19:35,00:00:00,04:43:17,00:00:00,04:00:44,20,10:03:36
Chih-Kang,Chen,TPE,0,01:42:41,00:00:00,04:47:18,00:00:00,03:38:32,21,10:08:31
John Clifford,Eala,PHI,0,01:26:26,00:00:00,04:59:25,00:00:00,03:53:08,22,10:19:02
Jose Antonio,Narciso,PHI,0,01:28:08,00:00:00,05:04:21,00:00:00,04:01:43,23,10:34:12
Jerome,Santos,PHI,0,01:08:52,00:00:00,05:09:16,00:00:00,04:26:46,24,10:44:56
Dennis,Pahud,PHI,0,02:08:24,00:00:00,04:40:50,00:00:00,04:01:01,25,10:50:15
Austin,Rayos Del Sol,PHI,0,01:37:12,00:00:00,04:57:07,00:00:00,04:18:27,26,10:52:47
Jay,Deriquito,PHI,0,01:57:42,00:00:00,05:27:48,00:00:00,03:39:45,27,11:05:16
Philip,Koh,SIN,0,01:30:24,00:00:00,05:07:33,00:00:00,04:31:57,28,11:09:53
Alex,Chen,TPE,0,01:38:48,00:00:00,05:30:08,00:00:00,04:06:50,29,11:15:46
Miguel,Tayag,PHI,0,01:17:48,00:00:00,05:34:21,00:00:00,04:45:44,30,11:37:54
Michal,Bucek,SVK,0,00:59:10,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Raul,Cuevas,PHI,0,01:18:23,00:00:00,04:40:23,00:00:00,00:00:00,DNF,00:00:00
Juan Apolinario,Reyes,PHI,0,01:15:20,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Christopher Elliot,Day,AUS,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Colin,Hill,GBR,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Julian,Loh,SIN,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Randy,Marvella,PHI,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Dino Paolo,Ouano,PHI,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Liam,Winston,IRL,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
