People QuickFacts,Wappingers Falls,New York
"Population, 2013 estimate    ","5,576","19,651,127"
"Population, 2010 (April 1) estimates base    ","5,519","19,378,105"
"Population, percent change, April 1, 2010 to July 1, 2013    ",1.0%,1.4%
"Population, 2010    ","5,522","19,378,102"
"Persons under 5 years, percent, 2010    ",7.0%,6.0%
"Persons under 18 years, percent, 2010    ",22.9%,22.3%
"Persons 65 years and over, percent,  2010    ",13.6%,13.5%
"Female persons, percent, 2010    ",51.7%,51.6%
,,
"White alone, percent, 2010 (a)    ",72.5%,65.7%
"Black or African American alone, percent, 2010 (a)    ",7.4%,15.9%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.3%,0.6%
"Asian alone, percent, 2010 (a)    ",4.8%,7.3%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.0%,0.0%
"Two or More Races, percent, 2010    ",4.9%,3.0%
"Hispanic or Latino, percent, 2010 (b)    ",26.2%,17.6%
"White alone, not Hispanic or Latino, percent, 2010    ",58.9%,58.3%
,,
"Living in same house 1 year & over, percent, 2009-2013    ",79.4%,88.8%
"Foreign born persons, percent, 2009-2013    ",29.1%,22.1%
"Language other than English spoken at home, pct age 5+, 2009-2013    ",34.7%,29.9%
"High school graduate or higher, percent of persons age 25+, 2009-2013    ",83.0%,85.2%
"Bachelor's degree or higher, percent of persons age 25+, 2009-2013    ",18.9%,33.2%
"Veterans, 2009-2013    ",231,"912,499"
"Mean travel time to work (minutes), workers age 16+, 2009-2013    ",26.9,31.6
"Housing units, 2010    ","2,443","8,108,103"
"Homeownership rate, 2009-2013    ",36.7%,54.2%
"Housing units in multi-unit structures, percent, 2009-2013    ",66.4%,50.6%
"Median value of owner-occupied housing units, 2009-2013    ","$196,900","$288,200"
"Households, 2009-2013    ","2,180","7,234,743"
"Persons per household, 2009-2013    ",2.38,2.61
"Per capita money income in past 12 months (2013 dollars), 2009-2013    ","$26,265","$32,382"
"Median household income, 2009-2013    ","$47,148","$58,003"
"Persons below poverty level, percent, 2009-2013    ",11.4%,15.3%
,,
Business QuickFacts,Wappingers Falls,New York
"Total number of firms, 2007    ","1,351","1,956,733"
"Black-owned firms, percent, 2007    ",S,10.4%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.7%
"Asian-owned firms, percent, 2007    ",S,10.1%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",S,9.9%
"Women-owned firms, percent, 2007    ",S,30.4%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"162,720,173"
"Merchant wholesaler sales, 2007 ($1000)    ","30,996","313,461,904"
"Retail sales, 2007 ($1000)    ","368,698","230,718,065"
"Retail sales per capita, 2007    ","$69,422","$11,879"
"Accommodation and food services sales, 2007 ($1000)    ","25,696","39,813,499"
,,
Geography QuickFacts,Wappingers Falls,New York
"Land area in square miles, 2010    ",1.11,"47,126.40"
"Persons per square mile, 2010    ","4,983.8",411.2
FIPS Code    ,78168,36
Counties    ,"Dutchess County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
