People QuickFacts,Coosa County,Alabama
"Population, 2012 estimate    ","10,966","4,822,023"
"Population, 2010 (April 1) estimates base    ","11,544","4,779,745"
"Population, percent change, April 1, 2010 to July 1, 2012    ",-5.0%,0.9%
"Population, 2010    ","11,539","4,779,736"
"Persons under 5 years, percent, 2012    ",4.5%,6.3%
"Persons under 18 years, percent, 2012    ",19.3%,23.3%
"Persons 65 years and over, percent, 2012    ",17.9%,14.5%
"Female persons, percent, 2012    ",50.4%,51.5%
,,
"White alone, percent, 2012 (a)    ",67.1%,70.0%
"Black or African American alone, percent, 2012 (a)    ",30.8%,26.5%
"American Indian and Alaska Native alone, percent, 2012 (a)    ",0.6%,0.7%
"Asian alone, percent, 2012 (a)    ",0.2%,1.2%
"Native Hawaiian and Other Pacific Islander alone, percent, 2012 (a)    ",0.2%,0.1%
"Two or More Races, percent, 2012    ",1.2%,1.5%
"Hispanic or Latino, percent, 2012 (b)    ",2.1%,4.1%
"White alone, not Hispanic or Latino, percent, 2012    ",65.9%,66.6%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",87.0%,84.5%
"Foreign born persons, percent, 2007-2011    ",1.9%,3.4%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",2.7%,5.0%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",76.2%,81.9%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",9.5%,22.0%
"Veterans, 2007-2011    ","1,004","403,982"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",29.1,24
,,
"Housing units, 2011    ","6,490","2,182,088"
"Homeownership rate, 2007-2011    ",84.6%,70.7%
"Housing units in multi-unit structures, percent, 2007-2011    ",2.3%,15.5%
"Median value of owner-occupied housing units, 2007-2011    ","$79,200","$120,800"
"Households, 2007-2011    ","4,667","1,831,269"
"Persons per household, 2007-2011    ",2.34,2.5300000000000002
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$19,966","$23,483"
"Median household income, 2007-2011    ","$37,191","$42,934"
"Persons below poverty level, percent, 2007-2011    ",18.8%,17.6%
,,
Business QuickFacts,Coosa County,Alabama
"Private nonfarm establishments, 2011    ",90,"97,743"
"Private nonfarm employment, 2011    ",921,"1,573,138"
"Private nonfarm employment, percent change, 2010-2011    ",-8.7%,0.3%
"Nonemployer establishments, 2011    ",384,"321,641"
,,
"Total number of firms, 2007    ",545,"382,350"
"Black-owned firms, percent, 2007    ",S,14.8%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.8%
"Asian-owned firms, percent, 2007    ",F,1.8%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",F,1.2%
"Women-owned firms, percent, 2007    ",S,28.1%
,,
"Manufacturers shipments, 2007 ($1000)    ","89,585","112,858,843"
"Merchant wholesaler sales, 2007 ($1000)    ","31,647","52,252,752"
"Retail sales, 2007 ($1000)    ","20,531","57,344,851"
"Retail sales per capita, 2007    ","$1,904","$12,364"
"Accommodation and food services sales, 2007 ($1000)    ",575,"6,426,342"
"Building permits, 2012    ",0,"13,506"
,,
Geography QuickFacts,Coosa County,Alabama
"Land area in square miles, 2010    ",650.93,"50,645.33"
"Persons per square mile, 2010    ",17.7,94.4
FIPS Code    ,37,1
Metropolitan or Micropolitan Statistical Area    ,"Alexander City, AL Micro Area", 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
