ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Ditte,Kristensen,DEN,5,00:10:05,00:01:18,00:31:09,00:00:30,00:18:08,1,01:01:08
Lotte,Miller,NOR,9,00:10:06,00:01:18,00:31:29,00:00:30,00:19:10,2,01:02:31
Olga,Agapova,RUS,10,00:10:14,00:01:22,00:32:12,00:00:30,00:18:38,3,01:02:54
Linda,Vitova,CZE,4,00:10:15,00:01:23,00:32:06,00:00:30,00:18:53,4,01:03:08
Elena,Lokhmanova,RUS,19,00:10:21,00:01:23,00:32:04,00:00:30,00:18:59,5,01:03:15
Antonina,Pisareva,RUS,15,00:10:11,00:01:19,00:32:17,00:00:30,00:19:38,6,01:03:54
Lili ,Kerekes,HUN,6,00:10:34,00:01:22,00:32:45,00:00:30,00:19:14,7,01:04:23
Elvira,Emelyanova,RUS,1,00:10:20,00:01:23,00:32:04,00:00:30,00:20:09,8,01:04:26
Kristina,Nesterenko,KAZ,14,00:10:35,00:01:22,00:32:42,00:00:30,00:19:19,9,01:04:27
Oxana,Grot,KAZ,8,00:10:56,00:01:13,00:33:43,00:00:30,00:18:08,10,01:04:28
Alina,Antonova,RUS,23,00:10:38,00:01:15,00:32:44,00:00:30,00:19:42,11,01:04:47
Tamara,Maksiyanova,RUS,24,00:10:09,00:01:23,00:32:18,00:00:30,00:20:32,12,01:04:52
Yuval,Gome,ISR,7,00:10:54,00:01:16,00:33:40,00:00:30,00:18:53,13,01:05:12
Yulia,Nikitina,RUS,22,00:10:38,00:01:21,00:32:38,00:00:30,00:20:22,14,01:05:29
Anastasiya,Shakhmatova,RUS,17,00:10:28,00:01:20,00:32:50,00:00:30,00:20:24,15,01:05:31
Yuliya,Golofeeva,RUS,25,00:10:33,00:01:25,00:32:45,00:00:30,00:20:36,16,01:05:49
Ipek,Oztosun,TUR,18,00:10:33,00:01:30,00:36:52,00:00:30,00:20:41,17,01:10:03
Olga,Shapkova,RUS,21,00:10:18,00:01:30,00:34:07,00:00:30,00:23:54,18,01:10:18
Tugce,Karakaya,TUR,11,00:14:49,00:01:23,00:35:05,00:00:30,00:19:25,19,01:11:11
Yagmur,Aydogan,TUR,2,00:11:40,00:01:20,00:37:45,00:00:30,00:20:54,20,01:12:08
Mariia,Kachalova,UKR,3,00:12:52,00:01:30,00:36:48,00:00:30,00:23:24,21,01:15:05
Ilkay,Polat,TUR,16,00:11:54,00:01:40,00:37:40,00:00:30,00:25:37,22,01:17:20
