ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Franz,Loeschke,GER,7,00:22:32,00:00:20,01:02:38,00:00:33,00:32:28,1,01:57:26
Frederic,Belaubre,FRA,1,00:21:49,00:00:26,01:03:16,00:00:32,00:32:54,2,01:57:53
Wian,Sullwald,RSA,19,00:22:27,00:00:26,00:00:00,00:00:32,00:34:10,3,01:59:13
Anton,Ruanova,ESP,11,00:22:35,00:00:18,01:04:04,00:00:32,00:33:09,4,01:59:34
Mehdi,Essadiq,MAR,5,00:22:30,00:00:23,01:02:40,00:00:31,00:34:44,5,01:59:45
Wikus,Weber,RSA,14,00:22:31,00:00:21,01:02:39,00:00:32,00:34:57,6,01:59:57
Erhard,Wolfaardt,RSA,3,00:22:40,00:00:27,01:03:45,00:00:30,00:33:40,7,02:00:02
Henri,Schoeman,RSA,16,00:21:44,00:00:26,01:03:24,00:00:33,00:35:38,8,02:00:39
Etienne,Diemunsch,FRA,8,00:23:59,00:00:24,01:05:01,00:00:24,00:32:17,9,02:01:16
Sylwester,Kuster,POL,15,00:23:53,00:00:30,01:04:13,00:00:28,00:34:22,10,02:02:29
Hendrik,De Villiers,RSA,4,00:23:49,00:00:23,01:04:24,00:00:30,00:35:09,11,02:03:17
Christopher,Felgate,ZIM,6,00:23:37,00:00:24,01:04:41,00:00:33,00:35:23,12,02:03:32
Lukas,Gaggl,AUT,24,00:24:00,00:00:00,01:05:27,00:00:26,00:34:43,13,02:03:43
Travis,Johnston,RSA,17,00:25:43,00:00:26,01:04:37,00:00:31,00:36:31,14,02:06:46
Przemyslaw,Szymanowski,POL,18,00:25:37,00:00:28,01:04:46,00:00:30,00:37:02,15,02:07:23
