ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Sarah-Anne,Brault,CAN,9,00:20:52,00:01:10,01:07:43,00:00:31,00:34:22,1,02:04:41
Paula,Findlay,CAN,1,00:20:53,00:01:10,01:07:42,00:00:31,00:35:16,2,02:05:35
Lindsey,Jerdonek,USA,22,00:20:55,00:01:20,01:07:32,00:00:31,00:35:40,3,02:06:02
Annie,Warner,USA,28,00:20:54,00:01:18,01:07:32,00:00:29,00:36:29,4,02:06:46
Kyla,Coates,CAN,6,00:20:51,00:01:13,01:07:42,00:00:32,00:38:49,5,02:09:10
Jennifer,Spieldenner,USA,3,00:20:19,00:01:27,01:07:59,00:00:31,00:39:15,6,02:09:36
Amanda,Felder,USA,2,00:20:58,00:01:11,01:07:35,00:00:36,00:39:32,7,02:09:58
Alexandra,Coates,CAN,4,00:21:00,00:01:21,01:10:58,00:00:36,00:37:19,8,02:11:20
Mireille,Rodrigue,CAN,14,00:22:01,00:01:30,01:09:49,00:00:34,00:39:14,9,02:13:11
Jessica,Broderick,USA,15,00:20:57,00:01:27,01:10:56,00:00:37,00:39:22,10,02:13:25
Kathryn,Ross,USA,26,00:21:43,00:01:46,01:09:52,00:00:44,00:40:24,11,02:14:33
Stevie,Moore,CAN,18,00:20:23,00:01:20,01:08:00,00:00:31,00:44:43,12,02:15:01
Dorelle ,Hinton,CAN,12,00:20:22,00:01:30,01:07:57,00:00:37,00:45:05,13,02:15:36
Evelyne ,Blouin,CAN,7,00:22:45,00:01:25,01:11:42,00:00:36,00:39:26,14,02:15:56
Rebecca,Witinok- Huber,USA,21,00:21:00,00:01:34,01:10:51,00:00:36,00:42:27,15,02:16:31
Angela,Quick,CAN,17,00:20:26,00:01:34,01:11:24,00:00:32,00:42:37,16,02:16:36
Militza,Rios,PUR,8,00:20:51,00:01:16,01:11:16,00:00:36,00:43:03,17,02:17:05
Martina,Wan,CAN,11,00:22:00,00:01:31,01:09:08,00:00:32,00:45:08,18,02:18:25
Isabelle ,Rouleau,CAN,29,00:22:39,00:01:34,01:13:15,00:00:36,00:43:12,19,02:21:20
Colleen,Latham,CAN,20,00:27:27,00:01:30,01:11:40,00:00:37,00:40:44,20,02:22:01
Barbara,Schoenfeld,GUA,19,00:22:51,00:01:33,01:18:19,00:00:37,00:40:41,21,02:24:04
Brianna,Blanchard,USA,16,00:20:53,00:01:21,01:15:01,00:00:29,00:47:09,22,02:24:59
Rachael,Edwards,CAN,27,00:22:39,00:01:33,01:13:18,00:00:39,00:47:02,23,02:25:13
Emma,Lujan,CAN,30,00:23:21,00:01:42,01:18:15,00:00:37,00:41:17,24,02:25:15
Madi,Serpico,CAN,24,00:22:53,00:01:25,01:19:34,00:00:39,00:48:54,25,02:33:28
Evangeline,Fletcher,CAN,31,00:20:56,00:01:21,01:20:23,00:00:39,00:00:00,DNF,00:00:00
Melissa,Rios,PUR,5,00:20:54,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Leanna ,Lee,CAN,25,00:22:41,00:01:30,01:13:18,00:00:44,00:41:50,DQ,00:00:00
