ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Emma,Moffatt,AUS,2,00:10:25,00:00:24,00:32:49,00:00:27,00:17:28,1,01:01:35
Anne,Haug,GER,6,00:10:59,00:00:23,00:33:49,00:00:24,00:17:06,2,01:02:43
Liz,Blatchford,GBR,3,00:10:44,00:00:24,00:34:04,00:00:25,00:17:19,3,01:02:58
Erin,Densham,AUS,5,00:11:02,00:00:24,00:34:38,00:00:27,00:16:29,4,01:03:04
Teresa,Adam,NZL,12,00:10:25,00:00:24,00:32:49,00:00:34,00:18:57,5,01:03:11
Natalie,Van Coevorden,AUS,10,00:10:46,00:00:24,00:34:04,00:00:25,00:17:37,6,01:03:17
Ashleigh,Gentle,AUS,4,00:11:23,00:00:24,00:34:19,00:00:25,00:17:16,7,01:03:49
Jaz,Hedgeland,AUS,24,00:10:44,00:00:21,00:34:07,00:00:26,00:18:19,8,01:04:00
Sarissa,De Vries,NED,8,00:10:33,00:00:21,00:35:12,00:00:28,00:17:34,9,01:04:09
Charlotte,McShane,AUS,7,00:10:45,00:00:23,00:34:07,00:00:28,00:18:33,10,01:04:18
Rebecca,Kingsford,NZL,9,00:10:52,00:00:24,00:33:59,00:00:25,00:18:49,11,01:04:30
Gillian,Backhouse,AUS,20,00:10:43,00:00:24,00:34:07,00:00:26,00:18:57,12,01:04:39
Mikayla,Nielsen,NZL,17,00:11:05,00:00:28,00:34:35,00:00:25,00:18:09,13,01:04:43
Courtney,Gillfillan,AUS,15,00:11:15,00:00:27,00:34:24,00:00:28,00:18:12,14,01:04:49
Ashlee,Bailie,AUS,16,00:10:52,00:00:25,00:33:57,00:00:28,00:19:23,15,01:05:07
Tamsyn,Moana-Veale,AUS,11,00:11:07,00:00:24,00:34:37,00:00:25,00:18:49,16,01:05:24
Lauren,Parker,AUS,22,00:10:43,00:00:28,00:34:03,00:00:30,00:20:15,17,01:06:02
Matilda,Raynolds,AUS,25,00:11:56,00:00:25,00:34:43,00:00:30,00:18:29,18,01:06:05
Brittany,Forster,AUS,21,00:10:44,00:00:24,00:34:05,00:00:26,00:20:27,19,01:06:08
Chloe,Turner,AUS,14,00:11:17,00:00:27,00:36:39,00:00:26,00:17:35,20,01:06:26
Maxine,Seear,AUS,18,00:10:56,00:00:25,00:37:14,00:00:34,00:00:00,DNF,00:00:00
Alessia,Orla,ITA,23,00:11:01,00:00:23,00:00:00,00:00:00,00:00:00,DNF,00:00:00
