,,,,,,,,,,,,,,,
,,,,,,,第６表  ,住宅の種類(2区分)，住宅の所有の関係(5区分)，建て方(4区分)，,,,,,,,
,,,,,,,,構造(2区分)，延べ面積(6区分)別住宅数―都市圏,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,Table 6.  ,"Dwellings by Type of Dwelling (2 Groups), Tenure of Dwelling (5 Groups), Type of Building (4 Groups), ",,,,,,,
,,,,,,,,Construction Material (2 Groups) and Area of Floor Space (6 Groups) - Metropolitan Areas ,,,,,,,
,,,,,,,,,,,,,,,
,,,,,"住宅の種類 (2区分),
住宅の所有の関係 (5区分),
建て方 (4区分),
構造 (2区分)
",,,総　数,延べ面積　　　　　Area of floor space,,,,,,"１住宅当たり
延べ面積
(㎡)"
,,,,,,,,,29㎡以下,30 ～  49㎡,50 ～  69,70 ～  99,100 ～ 149,150㎡以上,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,"Type of dwelling (2 Groups),
tenure of dwelling (5 Groups),
type of building (4 Groups) and
construction material (2 Groups)",,,,,,,,,,"Area of floor
space per
dwelling"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,Total,and under,,,,,and over,
,,,,,,,,1),,,,,,,
,,,,,,,,,,,,,,,
,,,,,岡　 山　 都　　市　  圏,Okayama M.A.,,,,,,,,,
7301113.0,            ,  ,,,住　　　 宅　　　　総　　　 数,Dwellings ,2),630600,64400,76500,80000,101100,179700,118700,103.69
7301113.0,            ,  ,,,　　　　一　　　　戸　　　　建,7-A,,424900,1300,12900,31000,80700,176700,117500,132.09
7301113.0,            ,  ,,,　　　　　木　　　　　　　　造,3-A,,388700,1200,12300,29200,75100,158900,107600,131.69
7301113.0,            ,  ,,,　　　　　非　　　 木　　　 造,3-C,,36100,100,600,1800,5600,17800,9900,136.38
7301113.0,            ,  ,,,　　　　長　　　　屋　　　　建,7-B,,18100,1100,7800,4400,2000,1200,600,58.62
7301113.0,            ,  ,,,　　　　　木　　　　　　　　造,3-A,,10900,700,4100,2800,1200,800,500,61.99
7301113.0,            ,  ,,,　　　　　非　　　 木　　　 造,3-C,,7100,500,3700,1600,700,400,100,53.79
7301113.0,            ,  ,,,　　　　共　　同　　住  　　宅,7-C,,186500,61900,55600,44500,18300,1600,300,42.25
7301113.0,            ,  ,,,　　　　　木　　　　　　　　造,3-A,,15000,5500,5600,3000,100,100,0,36.31
7301113.0,            ,  ,,,　　　　　非　　　 木　　　 造,3-C,,171500,56400,50000,41500,18200,1500,300,42.76
7301113.0,            ,  ,,,        そ　　　　の　　　　他,Others,,1200,0,100,100,200,300,300,137.26
7301113.0,            ,  ,,,　　持　　　　　ち　　　　　家,6-A,,408000,900,6700,26800,84700,173000,115900,133.66
7301113.0,            ,  ,,,　　　　一　　　　戸　　　　建,7-A,,384500,400,4500,20600,72900,171000,115000,137.03
7301113.0,            ,  ,,,　　　　　木　　　　　　　　造,3-A,,350200,400,4100,19200,67700,153500,105300,136.88
7301113.0,            ,  ,,,　　　　　非　　　 木　　　 造,3-C,,34300,0,300,1400,5300,17500,9700,138.48
7301113.0,            ,  ,,,　　　　長　　　　屋　　　　建,7-B,,3100,100,600,400,700,800,600,101.23
7301113.0,            ,  ,,,　　　　　木　　　　　　　　造,3-A,,2400,0,500,300,500,600,500,102.59
7301113.0,            ,  ,,,　　　　　非　　　 木　　　 造,3-C,,700,0,100,100,200,200,100,96.57
7301113.0,            ,  ,,,　　　　共　　同　　住  　　宅,7-C,,19800,400,1600,5800,10900,900,100,72.45
