People QuickFacts,Taylorville,Illinois
"Population, 2013 estimate    ","11,093","12,882,135"
"Population, 2012 estimate    ","11,200","12,868,192"
"Population, 2010 (April 1) estimates base    ","11,278","12,830,632"
"Population, percent change, April 1, 2010 to July 1, 2013    ",-1.6%,0.4%
"Population, percent change, April 1, 2010 to July 1, 2012    ",-0.7%,0.3%
"Population, 2010    ","11,246","12,830,632"
"Persons under 5 years, percent, 2010    ",6.6%,6.5%
"Persons under 18 years, percent, 2010    ",22.2%,24.4%
"Persons 65 years and over, percent,  2010    ",19.1%,12.5%
"Female persons, percent, 2010    ",52.1%,51.0%
,,
"White alone, percent, 2010 (a)    ",96.7%,71.5%
"Black or African American alone, percent, 2010 (a)    ",0.8%,14.5%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.2%,0.3%
"Asian alone, percent, 2010 (a)    ",0.6%,4.6%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.1%,0.0%
"Two or More Races, percent, 2010    ",1.3%,2.3%
"Hispanic or Latino, percent, 2010 (b)    ",1.7%,15.8%
"White alone, not Hispanic or Latino, percent, 2010    ",95.7%,63.7%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",83.1%,86.8%
"Foreign born persons, percent, 2008-2012    ",2.1%,13.8%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",2.6%,22.2%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",85.6%,87.0%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",13.3%,31.1%
"Veterans, 2008-2012    ","1,109","755,256"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",23.1,28.1
"Housing units, 2010    ","5,422","5,296,715"
"Homeownership rate, 2008-2012    ",63.8%,68.0%
"Housing units in multi-unit structures, percent, 2008-2012    ",16.5%,32.9%
"Median value of owner-occupied housing units, 2008-2012    ","$81,200","$190,800"
"Households, 2008-2012    ","4,929","4,774,275"
"Persons per household, 2008-2012    ",2.21,2.62
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$24,392","$29,519"
"Median household income, 2008-2012    ","$42,030","$56,853"
"Persons below poverty level, percent, 2008-2012    ",15.5%,13.7%
,,
Business QuickFacts,Taylorville,Illinois
"Total number of firms, 2007    ","1,132","1,123,817"
"Black-owned firms, percent, 2007    ",F,9.5%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.5%
"Asian-owned firms, percent, 2007    ",F,5.3%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",F,5.0%
"Women-owned firms, percent, 2007    ",28.9%,30.5%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"257,760,713"
"Merchant wholesaler sales, 2007 ($1000)    ",D,"231,082,768"
"Retail sales, 2007 ($1000)    ","255,444","165,450,520"
"Retail sales per capita, 2007    ","$20,849","$12,947"
"Accommodation and food services sales, 2007 ($1000)    ","20,830","25,469,026"
,,
Geography QuickFacts,Taylorville,Illinois
"Land area in square miles, 2010    ",9.86,"55,518.93"
"Persons per square mile, 2010    ","1,140.1",231.1
FIPS Code    ,74574,17
Counties    ,"Christian County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
